Table Names,CL_ID,Latitude,Longitude,Location,Time Period,NO3_μM_SUNA_SA,Cond_μScm_TSG_SA,DOsat_EXO_SA,DO_mg_L_EXO_SA,fDOM_QSU_EXO_SA,Salinity_PSU_TSG_SA,Sp_Cond_μS_cm_EXO_SA,Temp_˚C_TSG_SA,Temp_˚C_EXO_SA,Turb_FNU_EXO_SA,fCHL_μg_L_EXO_SA,fCHL_μg_L_WS_SA,estDOC_mg_L_SA,estDON_μM_SA,pH_SA,fDOM_QSU_WS_SA
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2190,38.31689,-121.655566,Toe Drain Canal,10/04/2018,6.070982,258.5088,86.51973,7.737016,39.07718,0.13587,277.7805,20.79827,20.80583,9.950785,0.458982,2.770715,3.200802,14.63743,8.447467,72.70928
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2271,38.317689,-121.667196,Liberty Cut,10/04/2018,4.991862,275.017,77.71455,6.980505,42.79372,0.145157,292.5743,20.56881,20.57735,5.059565,0.542124,2.995723,3.441633,15.66156,7.972815,41.30074
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2355,38.318682,-121.692991,Shag Slough,10/04/2018,5.771897,388.612,67.01713,6.01604,65.62527,0.205445,420.9176,20.59121,20.59005,3.271099,1.342841,4.638168,4.921139,21.98871,7.724478,48.52672
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2188,38.319735,-121.654905,Toe Drain Canal,10/04/2018,6.251184,254.6641,87.95038,7.851563,38.68564,0.133615,273.9984,20.88827,20.89302,9.406295,0.455017,2.763021,3.175429,14.52903,8.439642,70.01183
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2269,38.320579,-121.667213,Liberty Cut,10/04/2018,4.945446,280.803,77.07616,6.920977,43.37007,0.148146,298.9555,20.58789,20.59236,5.035347,0.603832,3.125888,3.478981,15.8252,7.95095,72.77221
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2255,38.321896,-121.685215,Prospect Slough,10/04/2018,5.554988,378.7618,67.84545,6.0943,63.46799,0.200278,408.9093,20.56351,20.55714,3.834329,1.157972,4.260827,4.781332,21.39113,7.73195,41.21609
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2257,38.321769,-121.688931,Prospect Slough,10/04/2018,5.648652,386.7493,66.5917,5.981863,65.46505,0.204617,418.6638,20.55075,20.54967,3.70891,1.231641,4.409119,4.910739,21.94425,7.717004,49.96936
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2353,38.321738,-121.692938,Shag Slough,10/04/2018,5.673829,388.8821,66.20222,5.949305,66.00282,0.205845,421.3932,20.53362,20.53552,3.591448,1.314523,4.582753,4.945585,22.09319,7.712357,69.0137
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2186,38.322591,-121.654255,Toe Drain Canal,10/04/2018,6.500043,249.7292,89.29501,7.958493,37.89106,0.130768,268.7959,20.98045,20.98017,9.352949,0.434008,2.708429,3.12394,14.30906,8.463912,41.437
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2267,38.323482,-121.667222,Liberty Cut,10/04/2018,4.871296,293.8223,76.90692,6.896792,44.81279,0.154799,312.7945,20.65722,20.65625,5.089261,0.781803,3.553688,3.572469,16.22566,7.935726,64.42432
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2253,38.324537,-121.68488,Prospect Slough,10/04/2018,5.455529,379.1178,67.86732,6.099803,63.48337,0.200584,409.1918,20.53741,20.53026,4.071406,1.179101,4.300784,4.782324,21.39545,7.733526,62.13422
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2351,38.324809,-121.693483,Shag Slough,10/04/2018,5.598572,388.2809,66.00583,5.934767,66.01303,0.205635,420.8428,20.50745,20.50993,3.726877,1.299819,4.543768,4.946244,22.09602,7.707782,51.79811
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2184,38.325448,-121.653554,Toe Drain Canal,10/04/2018,6.663962,249.1169,89.96053,8.010598,37.66374,0.130308,267.787,21.02448,21.02911,9.443109,0.453612,2.728731,3.10921,14.24609,8.459976,59.71087
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2265,38.326372,-121.667242,Liberty Cut,10/04/2018,4.853721,302.6584,77.52752,6.948816,45.80159,0.159373,322.315,20.68657,20.68579,5.317505,0.866988,3.75116,3.636543,16.49951,7.941709,40.73016
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2251,38.327436,-121.684858,Prospect Slough,10/04/2018,5.231484,374.6685,68.78973,6.189223,62.40099,0.198474,404.5157,20.47667,20.47563,4.551173,1.242074,4.394581,4.712183,21.09582,7.751239,56.11407
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2182,38.328291,-121.652863,Toe Drain Canal,10/04/2018,6.700976,250.4699,90.06206,8.019523,37.83965,0.131014,268.7811,21.02496,21.0333,9.68237,0.466126,2.759719,3.12061,14.29481,8.45186,60.55974
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2249,38.329038,-121.682719,Prospect Slough,10/04/2018,5.174315,360.4538,71.86948,6.457283,58.43481,0.190521,388.8299,20.55552,20.55669,4.952449,1.170323,4.253891,4.455176,19.99754,7.815887,40.38012
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2247,38.32905,-121.679072,Prospect Slough,10/04/2018,5.114728,353.191,72.98185,6.553007,56.47487,0.186484,381.0551,20.59259,20.59213,5.145305,1.129177,4.159148,4.328172,19.4548,7.839533,58.01266
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2263,38.329293,-121.667258,Liberty Cut,10/04/2018,4.841358,312.6136,78.03394,6.994279,47.04798,0.164559,333.7979,20.70915,20.70907,5.688381,0.933286,3.888161,3.717309,16.84464,7.94986,61.33305
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2245,38.329448,-121.6758,Prospect Slough,10/04/2018,4.925452,346.1967,74.02403,6.643849,54.22611,0.182657,374.0096,20.62062,20.61705,5.528207,1.084714,4.093545,4.182452,18.83217,7.86578,61.53145
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2180,38.331143,-121.652191,Toe Drain Canal,10/04/2018,6.851391,247.0892,90.47582,8.052005,37.14955,0.129157,264.739,21.0563,21.06549,10.21983,0.439118,2.715422,3.075891,14.1037,8.460297,60.61391
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2261,38.332197,-121.667274,Liberty Cut,10/04/2018,4.902385,333.0435,78.17223,7.008484,49.6647,0.175434,358.4873,20.69846,20.70245,7.795553,1.035717,4.070505,3.886872,17.56919,7.959411,40.17778
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2243,38.33233,-121.675706,Prospect Slough,10/04/2018,4.953464,350.2977,74.00467,6.643216,54.77666,0.184909,379.2553,20.60789,20.60566,5.968438,1.097938,4.133253,4.218127,18.98465,7.875699,39.76093
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2178,38.333988,-121.6515,Toe Drain Canal,10/04/2018,6.905497,246.1978,89.76101,7.98139,36.53893,0.128611,264.0674,21.10188,21.10572,10.96422,0.450352,2.751734,3.036323,13.93463,8.426797,39.95917
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2259,38.335066,-121.667346,Liberty Cut,10/04/2018,4.96858,340.8362,77.75159,6.973322,50.70927,0.179678,367.654,20.67221,20.67631,9.199308,1.073259,4.142612,3.954561,17.85842,7.957191,40.49564
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2241,38.335204,-121.675645,Prospect Slough,10/04/2018,4.994197,353.7416,73.84933,6.630606,55.26141,0.18682,383.5408,20.59248,20.59123,6.387747,1.10637,4.158442,4.249539,19.11889,7.880894,41.46588
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2239,38.336198,-121.67292,Prospect Slough,10/04/2018,4.997654,356.6032,74.05682,6.648313,54.89733,0.188335,385.9828,20.59525,20.59655,7.034858,1.125906,4.178638,4.225946,19.01807,7.894896,42.15343
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2237,38.336123,-121.669162,Prospect Slough,10/04/2018,4.974953,352.9071,75.93575,6.813604,52.87529,0.186272,381.0565,20.62037,20.62467,9.222294,1.134129,4.227612,4.094919,18.45817,7.926215,20.65891
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2176,38.336852,-121.650756,Toe Drain Canal,10/04/2018,6.919884,245.8836,89.09235,7.916633,36.23211,0.128387,263.9868,21.13429,21.13522,11.40662,0.462264,2.770681,3.016441,13.84967,8.406174,20.65891
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2174,38.339709,-121.649785,Toe Drain Canal,10/04/2018,6.940316,245.5132,87.39819,7.759433,35.92287,0.12808,263.365,21.17167,21.1759,12.15201,0.46726,2.771883,2.996402,13.76404,8.369131,20.66084
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2172,38.342478,-121.64862,Toe Drain Canal,10/04/2018,6.915327,247.2124,86.56265,7.686683,36.00288,0.128993,264.7756,21.1561,21.16436,12.6186,0.484148,2.804724,3.001587,13.7862,8.347877,20.74454
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2170,38.345183,-121.647351,Toe Drain Canal,10/04/2018,6.862033,250.1307,85.9377,7.635117,36.37598,0.130565,267.8933,21.13687,21.1439,13.00852,0.513193,2.853754,3.025764,13.88951,8.329211,20.93932
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2168,38.347822,-121.645979,Toe Drain Canal,10/04/2018,6.782974,255.6473,84.97242,7.552183,37.0616,0.133457,273.5612,21.1225,21.1268,14.21779,0.573856,2.953981,3.070192,14.07936,8.307993,20.66084
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2216,38.35011,-121.649341,Prospect Slough,10/04/2018,6.71451,259.2864,84.81397,7.541815,37.6903,0.135402,277.6967,21.11453,21.121,14.2971,0.595288,3.004431,3.110931,14.25344,8.297292,52.07383
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2523,38.182775,-121.663043,Cache Slough,10/04/2018,17.78834,131.9201,89.5243,8.193211,19.18972,0.072283,145.7777,19.66188,19.65909,3.037688,0.010448,1.712476,1.912094,9.130633,7.594387,55.03468
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2524,38.181538,-121.664004,Cache Slough,10/04/2018,17.78834,131.9201,89.5243,8.193211,19.18972,0.072283,145.7777,19.66188,19.65909,3.037688,0.010448,1.712476,1.912094,9.130633,7.594387,57.61761
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2525,38.180325,-121.665015,Cache Slough,10/04/2018,17.89914,131.9534,89.49174,8.188795,19.12052,0.072289,145.8563,19.66577,19.66395,3.037745,0.010327,1.70983,1.907609,9.111471,7.594167,41.87984
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A657,38.176846,-121.664573,Sacramento River,10/04/2018,17.92605,132.2344,89.46391,8.185268,19.03486,0.07244,146.2841,19.67275,19.67269,2.95675,0.009362,1.694524,1.902059,9.087753,7.595129,41.89973
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A660,38.17685,-121.668186,Sacramento River,10/04/2018,17.8698,133.093,89.35218,8.172352,18.92963,0.072856,147.235,19.68237,19.68328,2.90922,0.010527,1.673969,1.89524,9.058616,7.603678,42.21095
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A658,38.179403,-121.666553,Sacramento River,10/04/2018,17.89914,131.9534,89.49174,8.188795,19.12052,0.072289,145.8563,19.66577,19.66395,3.037745,0.010327,1.70983,1.907609,9.111471,7.594167,42.41381
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2233,38.335744,-121.662064,Prospect Slough,10/04/2018,5.726209,306.529,83.00256,7.419484,45.2247,0.161212,330.6349,20.82117,20.82337,12.3733,0.864303,3.702735,3.59916,16.33977,8.138085,42.52299
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2234,38.33576,-121.66388,Prospect Slough,10/04/2018,5.44895,321.8081,81.17347,7.265789,47.45214,0.169474,347.441,20.74876,20.75212,12.34882,0.961018,3.92613,3.743499,16.95654,8.066745,42.58246
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2235,38.335842,-121.665708,Prospect Slough,10/04/2018,5.218148,335.4285,79.34034,7.109719,49.53891,0.176838,362.3705,20.68749,20.69119,11.8891,1.045633,4.108503,3.878721,17.53435,8.004385,42.21095
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2214,38.350026,-121.645915,Prospect Slough,10/04/2018,6.746116,258.0623,84.75255,7.53194,37.43157,0.134684,276.0906,21.12965,21.13335,14.71319,0.592762,2.995043,3.094166,14.1818,8.304488,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2166,38.350478,-121.644629,Toe Drain Canal,10/04/2018,6.751508,258.1681,84.82545,7.536377,37.40756,0.134715,276.0938,21.13586,21.13855,14.93815,0.594456,2.999385,3.09261,14.17516,8.306908,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2165,38.351817,-121.644052,Toe Drain Canal,10/04/2018,6.719712,260.0005,84.85019,7.537294,37.68835,0.135633,278.003,21.14726,21.15004,15.36002,0.607285,3.033839,3.110805,14.25291,8.306517,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2163,38.354657,-121.642733,Toe Drain Canal,10/04/2018,6.702583,261.1461,85.17976,7.563736,37.83237,0.136176,279.1239,21.16372,21.16641,15.77186,0.616877,3.065546,3.120138,14.29279,8.309154,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2162,38.356019,-121.642096,Toe Drain Canal,10/04/2018,6.689706,261.7984,85.33891,7.57659,37.94528,0.136479,279.8354,21.17406,21.17698,15.93771,0.621813,3.085747,3.127454,14.32405,8.310349,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2161,38.357381,-121.641463,Toe Drain Canal,10/04/2018,6.684919,262.1823,85.41308,7.582562,38.0008,0.13666,280.1885,21.17909,21.18199,16.05241,0.624545,3.094042,3.131052,14.33942,8.310771,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2160,38.358743,-121.64083,Toe Drain Canal,10/04/2018,6.684919,262.1823,85.41308,7.582562,38.0008,0.13666,280.1885,21.17909,21.18199,16.05241,0.624545,3.094042,3.131052,14.33942,8.310771,
Toe Pulse 20181004 Spatially Aligned.xlsx/Sheet1,A2164,38.353222,-121.643403,Toe Drain Canal,10/04/2018,6.719712,260.0005,84.85019,7.537294,37.68835,0.135633,278.003,21.14726,21.15004,15.36002,0.607285,3.033839,3.110805,14.25291,8.306517,
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2482,38.234828,-121.679782,Cache Slough,08/23/2018 - Map1,1.053562,157.0885,92.60443,8.437307,29.72452,0.098322,166.3155,19.52264,19.88307,9.07366,0.45024,2.86101,2.594748,12.04772,8.103761,31.23942
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2480,38.23681,-121.681742,Cache Slough,08/23/2018 - Map1,1.616634,157.8816,92.65422,8.431949,29.39571,0.098565,165.7353,19.54934,19.94621,8.516366,0.453242,2.859457,2.573442,11.95667,8.091234,30.86367
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2478,38.239062,-121.684637,Cache Slough,08/23/2018 - Map1,2.651525,158.7724,92.80269,8.42766,28.96363,0.098831,164.9162,19.57963,20.05455,7.519464,0.432372,2.840723,2.545443,11.83703,8.074103,30.27156
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2324,38.242741,-121.676563,Prospect Slough,08/23/2018 - Map1,0.647562,158.6075,92.13572,8.400198,30.42832,0.098867,167.6483,19.57735,19.84306,9.182158,0.40922,2.834862,2.640354,12.2426,8.102424,31.9066
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2474,38.242598,-121.6849,Cache Slough,08/23/2018 - Map1,3.989204,160.4235,92.98885,8.418517,28.5846,0.09932,164.0588,19.63699,20.20613,5.837872,0.390081,2.777381,2.520883,11.73208,8.056953,29.57097
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2472,38.244255,-121.688731,Cache Slough,08/23/2018 - Map1,4.837069,161.5739,93.0705,8.408062,28.28918,0.099644,163.4406,19.67694,20.31276,4.444503,0.369538,2.730695,2.501739,11.65028,8.049588,29.05931
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2322,38.245732,-121.675616,Prospect Slough,08/23/2018 - Map1,0.804955,159.872,91.66763,8.354198,30.59413,0.099272,168.0494,19.62373,19.85873,9.047877,0.410263,2.853037,2.651099,12.28851,8.084996,32.07424
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2470,38.246695,-121.687069,Cache Slough,08/23/2018 - Map1,5.036775,162.3476,93.00407,8.396977,28.26646,0.09987,163.3831,19.70487,20.34639,3.875764,0.365458,2.715614,2.500268,11.64399,8.054323,28.96952
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2320,38.248112,-121.674218,Prospect Slough,08/23/2018 - Map1,0.568738,160.208,91.08628,8.304649,30.96446,0.09941,168.902,19.63777,19.83438,9.425891,0.414877,2.883472,2.675095,12.39105,8.06531,32.53271
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2468,38.24954,-121.68753,Cache Slough,08/23/2018 - Map1,5.457259,164.0403,92.94899,8.378712,28.10648,0.100356,163.1033,19.76705,20.42352,2.676994,0.374303,2.694599,2.489904,11.5997,8.069644,28.68713
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2318,38.250636,-121.672971,Prospect Slough,08/23/2018 - Map1,0.629402,160.9,90.87788,8.282593,31.09299,0.099628,169.1902,19.66409,19.8492,9.300633,0.427262,2.8866,2.683426,12.42665,8.050648,32.66052
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2466,38.252413,-121.687613,Cache Slough,08/23/2018 - Map1,5.415279,164.9598,93.00687,8.380926,28.05602,0.100615,163.046,19.8014,20.43858,2.402325,0.375229,2.694245,2.486638,11.58575,8.08383,28.60285
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2316,38.25335,-121.671988,Prospect Slough,08/23/2018 - Map1,0.313831,161.2391,90.19335,8.228098,31.71495,0.099773,170.6332,19.67878,19.80378,9.851339,0.446536,2.932992,2.723726,12.59886,8.025949,33.43893
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2464,38.255343,-121.687939,Cache Slough,08/23/2018 - Map1,5.170198,165.9281,93.13155,8.392041,28.05665,0.100884,163.1586,19.83796,20.43264,2.254545,0.376742,2.700273,2.486692,11.58598,8.099802,28.59405
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2314,38.256153,-121.671668,Prospect Slough,08/23/2018 - Map1,0.221291,162.676,89.26454,8.148557,32.60654,0.100222,172.7185,19.73534,19.77484,10.341,0.502518,2.996341,2.781506,12.84576,7.999332,34.46356
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2462,38.256835,-121.691001,Cache Slough,08/23/2018 - Map1,5.034531,168.135,94.12674,8.471709,27.83254,0.101438,163.0262,19.91464,20.49792,1.595614,0.33527,2.679767,2.472148,11.52383,8.134046,28.27402
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2460,38.258353,-121.693986,Cache Slough,08/23/2018 - Map1,4.662416,169.8967,94.92922,8.542309,28.05827,0.101883,163.4049,19.97747,20.5048,1.555146,0.332638,2.689794,2.486767,11.5863,8.165806,28.4781
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2312,38.258947,-121.670739,Prospect Slough,08/23/2018 - Map1,0.00296,162.9413,88.54819,8.090337,33.43098,0.100359,174.5598,19.74756,19.73246,10.94279,0.535079,3.032368,2.834923,13.07401,7.985382,35.40942
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2396,38.260071,-121.692022,Shag Slough,08/23/2018 - Map1,4.466814,170.4518,95.06792,8.560846,28.1761,0.102049,163.5418,20.0026,20.46624,1.630294,0.351988,2.716979,2.494489,11.61929,8.181826,28.625
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2310,38.261803,-121.669811,Prospect Slough,08/23/2018 - Map1,0.111629,164.3543,88.27472,8.063043,34.08655,0.100806,176.0729,19.8048,19.74363,10.74862,0.532841,3.02177,2.877409,13.25555,7.985265,36.09583
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2394,38.262785,-121.691562,Shag Slough,08/23/2018 - Map1,4.273641,171.6925,95.19742,8.576162,28.42945,0.102369,163.981,20.05016,20.44997,1.649177,0.357527,2.734913,2.510927,11.68954,8.196993,28.87167
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2308,38.264747,-121.669771,Prospect Slough,08/23/2018 - Map1,0.125857,165.0656,88.18354,8.055209,34.36524,0.101029,176.7146,19.83397,19.73924,10.86883,0.535403,3.032279,2.895471,13.33273,7.986778,36.41344
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2392,38.26524,-121.692884,Shag Slough,08/23/2018 - Map1,3.882197,173.7315,95.37857,8.595352,28.93579,0.102865,164.7662,20.12285,20.43377,1.481799,0.367796,2.773795,2.543695,11.82956,8.216307,29.34682
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2306,38.266924,-121.6686,Prospect Slough,08/23/2018 - Map1,0.038323,165.0254,87.9397,8.039577,34.65299,0.101128,177.419,19.83213,19.69917,11.69141,0.553817,3.064165,2.91411,13.41238,7.986609,36.91592
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2390,38.268331,-121.693697,Shag Slough,08/23/2018 - Map1,3.169049,176.5512,95.56468,8.622213,30.03151,0.103563,166.8352,20.23074,20.38347,1.564836,0.406788,2.878576,2.61467,12.13284,8.249818,30.48785
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2304,38.269711,-121.667373,Prospect Slough,08/23/2018 - Map1,0.093244,166.1932,87.99199,8.050239,34.72952,0.10154,177.8914,19.87911,19.66801,12.59644,0.59059,3.119487,2.919075,13.43361,7.995039,37.29333
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2388,38.271085,-121.695114,Shag Slough,08/23/2018 - Map1,2.650336,178.8971,96.49632,8.705431,31.10039,0.10411,168.8253,20.31295,20.38106,1.492313,0.451003,2.99976,2.683904,12.42869,8.29287,31.5912
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2302,38.272397,-121.665955,Prospect Slough,08/23/2018 - Map1,0.108061,165.5607,87.94816,8.052164,34.5032,0.101586,177.7331,19.84738,19.62943,13.15267,0.583976,3.143321,2.904407,13.37093,7.998188,37.30301
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2386,38.273941,-121.695789,Shag Slough,08/23/2018 - Map1,2.318099,182.0499,96.76276,8.710443,33.6871,0.104856,175.0897,20.43234,20.4882,1.729721,0.561526,3.351244,2.851536,13.14501,8.280995,34.20148
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2300,38.275324,-121.665291,Prospect Slough,08/23/2018 - Map1,0.144871,165.8195,88.05469,8.061421,34.53481,0.101762,177.9753,19.85543,19.63168,13.16935,0.585776,3.164042,2.906456,13.37969,8.004493,37.39751
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2384,38.276917,-121.69515,Shag Slough,08/23/2018 - Map1,2.253593,183.6838,96.59774,8.676103,35.75025,0.105235,180.275,20.4941,20.60698,1.845038,0.639242,3.589876,2.985229,13.7163,8.240361,36.25865
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2298,38.278237,-121.664889,Prospect Slough,08/23/2018 - Map1,0.181962,165.913,88.48034,8.090131,35.31396,0.102083,179.5606,19.853,19.69324,12.71434,0.594708,3.196981,2.956945,13.59544,8.025368,38.15855
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2382,38.27974,-121.694319,Shag Slough,08/23/2018 - Map1,1.818745,186.0204,95.5098,8.528189,41.9995,0.105776,194.1579,20.59414,20.89818,2.221092,0.840695,4.097897,3.390184,15.44674,8.123006,42.62055
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2296,38.281109,-121.664552,Prospect Slough,08/23/2018 - Map1,0.21799,163.3614,88.14371,8.071289,34.92295,0.102019,178.9415,19.72518,19.62465,12.71597,0.574687,3.162551,2.931609,13.48717,8.017132,37.87756
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2380,38.282451,-121.693004,Shag Slough,08/23/2018 - Map1,1.595868,187.7362,94.40831,8.408007,45.5764,0.106155,201.5212,20.65907,21.03543,2.222044,0.953075,4.402963,3.62196,16.43715,8.063136,46.40301
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2213,38.284324,-121.663624,Toe Drain Canal,08/23/2018 - Map1,0.334952,161.7001,88.34698,8.091199,35.0317,0.102214,179.0819,19.64002,19.61685,12.47474,0.559774,3.137296,2.938658,13.51729,8.023064,38.04124
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2378,38.285331,-121.692764,Shag Slough,08/23/2018 - Map1,1.410017,189.492,93.08705,8.271704,48.75214,0.106535,207.8244,20.72479,21.1491,2.25874,1.070188,4.696108,3.827741,17.31648,8.003355,49.81562
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2293,38.285972,-121.665128,Liberty Cut,08/23/2018 - Map1,0.309335,165.4124,90.10795,8.2078,37.43475,0.102546,183.0746,19.8328,19.87693,12.10308,0.61087,3.24906,3.09437,14.18268,8.073653,40.27102
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2211,38.28721,-121.663197,Toe Drain Canal,08/23/2018 - Map1,0.418893,161.3361,88.48344,8.102784,34.92477,0.102282,178.9325,19.62161,19.62257,12.43116,0.547776,3.120484,2.93173,13.48769,8.028156,37.94603
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2376,38.288219,-121.692774,Shag Slough,08/23/2018 - Map1,1.314126,193.1173,90.30854,7.998745,53.0413,0.107293,216.3384,20.85745,21.31443,2.500959,1.235089,5.160545,4.105667,18.50411,7.893676,54.59645
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2291,38.288926,-121.665552,Liberty Cut,08/23/2018 - Map1,0.359659,166.0663,90.757,8.257925,37.64334,0.102614,183.4171,19.8776,19.92864,12.10378,0.597984,3.24145,3.107887,14.24044,8.087457,40.44766
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2209,38.290166,-121.662685,Toe Drain Canal,08/23/2018 - Map1,0.626803,159.445,87.91051,8.06559,33.35482,0.102061,176.6663,19.53547,19.53459,12.8112,0.498945,3.044614,2.830007,13.05301,8.031774,36.48116
Toe Pulse 20180823 Map1 Spatially Aligned.xlsx/Sheet1,A2374,38.291134,-121.692779,Shag Slough,08/23/2018 - Map1,1.308899,194.9774,89.21158,7.892735,54.19684,0.107667,218.6808,20.92356,21.3708,2.681232,1.284447,5.286624,4.180541,18.82406,7.85204,55.9444
