Table Names,CL_ID,Latitude,Longitude,Location,Time Period,NO3_μM_SUNA_SA,Cond_μScm_TSG_SA,DOsat_EXO_SA,DO_mg_L_EXO_SA,fDOM_QSU_EXO_SA,Salinity_PSU_TSG_SA,Sp_Cond_μS_cm_EXO_SA,Temp_˚C_TSG_SA,Temp_˚C_EXO_SA,Turb_FNU_EXO_SA,fCHL_μg_L_EXO_SA,fCHL_μg_L_WS_SA,estDOC_mg_L_SA,estDON_μM_SA,pH_SA,fDOM_QSU_WS_SA
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2390,38.268331,-121.693697,Shag Slough,09/05/2018 - Map1,1.806862,165.6556,95.23675,8.598597,29.64308,0.088799,180.7873,20.26844,20.33457,2.226479,0.270054,2.568921,2.589471,12.02534,8.50878,31.83114
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2304,38.269711,-121.667373,Prospect Slough,09/05/2018 - Map1,0.893819,246.7967,88.25213,7.940021,43.53547,0.130916,269.5461,20.35622,20.49469,9.092331,0.518269,3.087865,3.489689,15.87462,8.345723,48.34795
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2388,38.271085,-121.695114,Shag Slough,09/05/2018 - Map1,1.436964,165.6342,95.20364,8.588761,30.24225,0.088761,180.7922,20.28058,20.37321,2.06486,0.290855,2.618566,2.628298,12.19113,8.515388,32.48544
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2302,38.272397,-121.665955,Prospect Slough,09/05/2018 - Map1,0.81136,245.8152,87.37715,7.870457,43.64798,0.130606,269.6434,20.28093,20.43462,9.728352,0.572121,3.183923,3.496977,15.90466,8.341003,48.76459
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2386,38.273941,-121.695789,Shag Slough,09/05/2018 - Map1,1.207346,169.0314,95.63008,8.605521,31.86098,0.090308,184.3069,20.39761,20.50449,2.181314,0.365199,2.870439,2.733191,12.63939,8.48021,34.43665
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2300,38.275324,-121.665291,Prospect Slough,09/05/2018 - Map1,0.728921,245.8665,86.96481,7.840698,43.80088,0.130722,269.3842,20.24208,20.38762,9.957311,0.582102,3.235951,3.506884,15.94506,8.338165,48.89926
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2384,38.276917,-121.69515,Shag Slough,09/05/2018 - Map1,1.1151,171.9162,95.89353,8.615362,33.28332,0.091649,187.3393,20.47949,20.58542,2.265845,0.436312,3.070515,2.825359,13.03324,8.451375,36.09576
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2298,38.278237,-121.664889,Prospect Slough,09/05/2018 - Map1,0.664368,256.2489,86.3055,7.788622,45.31073,0.136236,277.4647,20.23021,20.34227,10.03908,0.597557,3.403114,3.604733,16.36335,8.317158,50.48107
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2382,38.27974,-121.694319,Shag Slough,09/05/2018 - Map1,0.974085,181.3882,95.27667,8.534163,38.0061,0.096249,197.3896,20.62931,20.73047,2.462252,0.559651,3.521161,3.131394,14.34107,8.335453,41.41872
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2296,38.281109,-121.664552,Prospect Slough,09/05/2018 - Map1,0.736289,280.2028,85.52492,7.714826,47.97898,0.148774,303.4507,20.27795,20.36606,10.6326,0.726645,3.657686,3.777638,17.10205,8.283695,53.73905
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2380,38.282451,-121.693004,Shag Slough,09/05/2018 - Map1,0.96762,186.8328,94.1994,8.425895,40.63903,0.098906,203.0213,20.70224,20.80056,2.458858,0.627315,3.734675,3.302008,15.07006,8.244224,44.23433
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2213,38.284324,-121.663624,Toe Drain Canal,09/05/2018 - Map1,1.036103,357.8465,83.50577,7.492716,57.22409,0.188962,384.3338,20.57631,20.63866,11.92159,1.117512,4.650506,4.376722,19.66224,8.174563,65.24253
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2378,38.285331,-121.692764,Shag Slough,09/05/2018 - Map1,0.999297,192.1833,92.76659,8.288466,43.10767,0.101533,208.5527,20.76372,20.85689,2.463464,0.692498,3.923592,3.461977,15.75358,8.148639,46.93146
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2293,38.285972,-121.665128,Liberty Cut,09/05/2018 - Map1,1.12971,369.4123,83.11112,7.435994,59.5265,0.194761,390.8462,20.68367,20.77793,11.52135,1.146281,4.908207,4.525917,20.29994,8.137777,68.48945
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2211,38.28721,-121.663197,Toe Drain Canal,09/05/2018 - Map1,1.193582,395.5553,82.38682,7.369241,61.94914,0.208451,423.6328,20.73322,20.79268,12.9289,1.33061,5.180315,4.682905,20.97065,8.119337,71.25828
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2376,38.288219,-121.692774,Shag Slough,09/05/2018 - Map1,1.058445,201.1242,89.66022,8.001306,47.0321,0.105974,217.8191,20.83506,20.92163,2.537561,0.80488,4.194663,3.71628,16.84021,7.996911,51.37494
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2291,38.288926,-121.665552,Liberty Cut,09/05/2018 - Map1,1.158154,372.0525,82.56084,7.377876,60.41367,0.196083,397.485,20.71698,20.83389,11.94057,1.197408,5.032904,4.583405,20.54557,8.116377,69.98113
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2209,38.290166,-121.662685,Toe Drain Canal,09/05/2018 - Map1,1.440863,460.4026,79.98341,7.118334,69.87868,0.242037,495.1259,20.97223,21.03269,16.06839,1.811717,6.290975,5.19674,23.16637,8.031684,81.24577
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2374,38.291134,-121.692779,Shag Slough,09/05/2018 - Map1,1.093016,204.7756,88.21387,7.869456,48.52153,0.107796,221.5848,20.85608,20.93985,2.600337,0.848045,4.279718,3.812794,17.25262,7.945085,53.13845
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2207,38.292666,-121.661392,Toe Drain Canal,09/05/2018 - Map1,1.442213,462.845,79.47131,7.065856,70.58311,0.243243,497.5286,20.99534,21.0782,16.66024,1.905881,6.533229,5.242386,23.36145,8.017939,82.39517
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2288,38.29303,-121.667139,Liberty Cut,09/05/2018 - Map1,0.715161,280.1136,83.73195,7.521427,50.78754,0.148305,303.7904,20.43945,20.57108,10.04645,0.808248,4.075744,3.959632,17.88012,8.161855,58.36676
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2372,38.294025,-121.692782,Shag Slough,09/05/2018 - Map1,1.15681,211.418,85.60469,7.631691,51.18904,0.111129,228.514,20.88885,20.96843,2.805716,0.916736,4.460032,3.985649,17.99123,7.864656,56.1215
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2205,38.295509,-121.660634,Toe Drain Canal,09/05/2018 - Map1,1.447481,491.5179,78.00081,6.916322,74.31884,0.258006,527.0435,21.11208,21.20667,18.85504,2.283772,7.419481,5.484462,24.39589,7.979949,87.56113
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2286,38.295918,-121.667135,Liberty Cut,09/05/2018 - Map1,0.479512,268.8205,82.94281,7.462311,49.36479,0.142401,293.3191,20.40467,20.49559,10.45182,0.843803,4.116316,3.867438,17.48615,8.111437,56.02418
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2370,38.296923,-121.692783,Shag Slough,09/05/2018 - Map1,1.187925,214.6432,84.42673,7.524152,52.38683,0.112753,231.9029,20.90355,20.98345,3.010123,0.958095,4.570287,4.063266,18.32289,7.833012,57.44769
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2203,38.29837,-121.659977,Toe Drain Canal,09/05/2018 - Map1,1.386816,486.8622,77.84734,6.902296,73.94691,0.255519,522.2554,21.10979,21.21048,19.22009,2.35091,7.556001,5.460361,24.2929,7.979122,87.32622
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2284,38.298824,-121.667137,Liberty Cut,09/05/2018 - Map1,0.404707,271.893,82.53059,7.422141,49.80874,0.14391,295.509,20.44614,20.51953,10.72368,0.886862,4.247916,3.896206,17.60908,8.069222,56.45353
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2368,38.299828,-121.692788,Shag Slough,09/05/2018 - Map1,1.273355,222.1096,82.1874,7.318989,54.3576,0.11651,239.7245,20.94477,21.02193,4.007105,1.006751,4.787418,4.190974,18.86856,7.777892,60.09789
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2201,38.301193,-121.659305,Toe Drain Canal,09/05/2018 - Map1,1.354114,482.0576,77.77984,6.895788,73.51692,0.252936,517.1295,21.11049,21.21536,19.4602,2.409855,7.669706,5.432497,24.17384,7.978408,86.94746
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2282,38.301754,-121.667149,Liberty Cut,09/05/2018 - Map1,0.341235,277.4346,82.55634,7.40931,50.46165,0.146441,300.4084,20.58575,20.63513,10.61948,0.943199,4.394779,3.938515,17.78983,8.017132,57.07481
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2366,38.302718,-121.6928,Shag Slough,09/05/2018 - Map1,1.297147,226.0607,81.0975,7.220189,55.01445,0.118512,243.9047,20.96252,21.03498,4.881672,1.022998,4.879015,4.233538,19.05042,7.755006,61.32421
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2199,38.304064,-121.65861,Toe Drain Canal,09/05/2018 - Map1,1.441866,498.8412,77.16237,6.826942,75.58624,0.261392,534.3558,21.20425,21.31587,20.52663,2.702562,8.318552,5.566589,24.74683,7.965597,89.95961
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2280,38.304632,-121.667155,Liberty Cut,09/05/2018 - Map1,0.360809,280.1612,82.5186,7.393737,50.82687,0.147638,302.9549,20.67037,20.71854,10.1039,0.969453,4.447994,3.962181,17.89096,7.998984,57.35892
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2364,38.305631,-121.692805,Shag Slough,09/05/2018 - Map1,1.284074,233.1219,78.92441,7.027747,55.93173,0.12217,251.5615,20.96189,21.02782,7.169273,1.053831,4.980844,4.292978,19.30436,7.71846,63.35237
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2197,38.306919,-121.657957,Toe Drain Canal,09/05/2018 - Map1,1.416059,495.7076,77.21442,6.829493,75.21658,0.25961,530.8331,21.22349,21.33515,20.614,2.75302,8.447265,5.542635,24.64447,7.962145,89.76092
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2278,38.307532,-121.667171,Liberty Cut,09/05/2018 - Map1,0.433772,283.2821,81.71509,7.301505,51.76722,0.148962,305.7665,20.77628,20.85185,8.803331,1.017821,4.559218,4.023116,18.15134,7.957575,58.06149
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2362,38.308535,-121.692809,Shag Slough,09/05/2018 - Map1,1.203562,237.1394,76.94408,6.854944,56.80449,0.124318,256.1372,20.93869,21.00216,7.059483,1.069066,4.983315,4.349531,19.54599,7.693007,64.31296
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2195,38.309767,-121.657243,Toe Drain Canal,09/05/2018 - Map1,1.321803,490.1855,77.38078,6.835517,74.7739,0.256361,524.402,21.27644,21.39589,20.33863,2.859231,8.779815,5.513949,24.5219,7.954631,89.39337
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2276,38.310432,-121.667177,Liberty Cut,09/05/2018 - Map1,0.452427,284.6377,81.03667,7.236669,52.41885,0.149625,306.9829,20.78769,20.87634,8.327419,1.060893,4.6318,4.065341,18.33178,7.929832,58.63855
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2360,38.311425,-121.692806,Shag Slough,09/05/2018 - Map1,1.064798,248.0805,72.79906,6.498954,59.24837,0.130262,268.9984,20.84518,20.89723,5.582683,1.120807,5.022838,4.507895,20.22261,7.647591,66.57745
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2193,38.312597,-121.65659,Toe Drain Canal,09/05/2018 - Map1,1.342759,505.7242,77.06921,6.794561,76.69884,0.264148,540.2784,21.36358,21.49041,21.23185,3.123688,9.397149,5.638685,25.0549,7.952673,91.99194
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2274,38.313327,-121.667186,Liberty Cut,09/05/2018 - Map1,0.467315,287.162,80.25864,7.165486,53.32458,0.150928,309.486,20.78851,20.88545,7.986143,1.108047,4.743916,4.124033,18.58258,7.898441,59.50685
Toe Pulse 20180905 Map1 Spatially Aligned.xlsx/Sheet1,A2358,38.314349,-121.692955,Shag Slough,09/05/2018 - Map1,1.011593,255.1215,71.07697,6.352578,60.48821,0.134098,277.103,20.78638,20.83883,4.641403,1.153452,5.041704,4.588236,20.56586,7.631131,67.73057
