"DWR_Site","EMP_Site","Lat","Lon","RepCont","Collection_Date","Collection_Month","Collection_ID","Survey_Year","field.PST","field.Water.temp","field.DO.mgL","field.DO.perc","field.Secchi","field.SC.uScm","field.Salinity","field.NTU","field.pH","field.Chla","field.Fluor","bryte.NH4.mgL","bryte.NO3.mgL","bryte.Chloride.mgL","bryte.Calcium.mgL","bryte.DOC.mgL","bryte.TOC.mgL","bryte.DON.mgL","bryte.total.kjeldahl.n.mgL","bryte.SRP.mgL","bryte.TP.mgL","bryte.SiO2.mgL","bryte.VSS.mgL","bryte.TDS.mgL","bryte.TSS.mgL","bryte.amb.Chla.ugL","bryte.amb.Pheo.ugL","bryte.towNet.Chla.ave.ugL","bryte.towNet.Chla.corrected","bryte.towNet.Pheo.uncorrected","bryte.towNet.Pheo.corrected","dwr.MIC_totbvL","ucd.qpcr.total.MIC","ucd.qpcr.toxin.MIC","ucd.qpcr.DOLICO","ucd.qpcr.APHA","ucd.qpcr.total.CYA","ucd.ppia.MC.total.ugL","ucd.elisa.STX.dissolved.ugL","ucd.elisa.ANA.a.dissolved.ugL"
"RR","P8",37.97817,-121.3823,0,"2016-07-12",7,2,2016,1210,25.69,7.85,NA,108,484,0.22,6.7,7.67,NA,5.4,0.04,0.33,78,20,3.9,4,0.5,0.6,0.13,0.22,10.9,2,256,7,11.92,2.06,NA,NA,NA,NA,9.88e+08,950800,514918,24,34020,6910506,0,0,0
"CV","D4",38.06248,-121.8205,0,"2016-07-13",7,2,2016,1220,22.59,8.48,NA,56,3509,1.82,16.4,7.82,NA,3,0.05,0.18,959,31,1.7,1.8,0.2,0.4,0.03,0.09,10.2,2,1914,19,3.83,1.02,NA,NA,NA,NA,8.62e+08,300,231,0,8454,323977,0,0,0
"","D8",38.05992,-121.99,0,"2016-07-13",7,2,2016,1030,21.35,8.51,NA,44,9110,5.08,17.9,7.84,NA,2.9,0.04,0.28,2693,70,1.6,2.8,0.2,0.4,0.06,0.11,9.8,4,5236,26,2.91,0.64,NA,NA,NA,NA,4.57e+08,708,312,0,1844,374376,0,0,0
"","D22",38.08453,-121.7391,0,"2016-07-13",7,2,2016,1335,22.91,8.84,NA,64,153,0.06,11.7,7.73,NA,3.8,0.08,0.2,12,8,1.6,1.7,0.2,0.3,0.04,0.07,12.4,1,80,14,6.34,1.2,NA,NA,NA,NA,61800000,408,240,0,5288,1280100,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",7,2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,147,0,0,0
"AT","D12",38.02161,-121.8063,0,"2016-08-08",8,3,2016,805,21.26,8.22,NA,44,1925,0.96,21.4,7.68,NA,2.6,0.05,0.21,478,19,1.9,2,0.1,0.2,0.06,0.09,10,3,1011,21,3.97,1.92,NA,NA,NA,NA,4.13e+09,43620,504,0,2304,478320,0,0,0
"FT","D19",38.04376,-121.6148,0,"2016-08-08",8,3,2016,920,22.26,8.43,NA,120,575,0.26,6,7.87,NA,1.6,0.03,0.16,121,12,2.1,1.9,0,0.2,0.05,0.07,10,1,309,5,3.41,1.66,NA,NA,NA,NA,1.12e+09,27936,14976,36,14076,1117164,0,0,0.2
"OR","D28A",37.97048,-121.573,0,"2016-08-08",8,3,2016,1025,23.36,8.49,NA,180,423,0.19,2.5,8.07,NA,1.3,0.02,0.07,83,11,2.2,2.2,0.1,0.2,0.05,0.07,9.3,1,225,3,2.75,0.91,NA,NA,NA,NA,2.38e+08,13230,2199,0,3271,580303,0,0,0
"","D16",38.0969,-121.6691,0,"2016-08-09",8,3,2016,735,22.43,8.25,NA,112,484,0.22,4.26,7.77,NA,2.1,0.04,0.17,99,11,1.9,1.7,0.1,0.2,0.05,0.07,10.6,2,262,6,3.75,1.46,NA,NA,NA,NA,1.95e+09,212130,84769,0,1355,803920,0,0,0
"","D26",38.07664,-121.5669,0,"2016-08-09",8,3,2016,830,22.76,8.1,NA,160,196,0.08,4.8,7.5,NA,2.1,0.1,0.19,23,10,1.7,1.8,0.1,0.3,0.05,0.07,12.4,1,108,4,3.34,1.39,NA,NA,NA,NA,1.42e+09,468820,166883,0,37335,2217089,0,0,0
"","MD10A",38.04226,-121.4199,0,"2016-08-09",8,3,2016,950,25.23,8.08,NA,132,180,0.08,3.4,7.63,NA,5.8,0.02,0.04,14,12,3.1,3.3,0.1,0.4,0.04,0.08,11.6,2,105,5,12.04,2.4,NA,NA,NA,NA,35900000,113676,3576,0,488,3747708,0,0.04,0.24
"RR","P8",37.97817,-121.3823,0,"2016-08-09",8,3,2016,1105,25.93,7.04,NA,120,326,0.14,4.8,7.43,NA,4.3,0.04,0.2,45,17,3.4,3.5,0.1,0.4,0.02,0.04,11.3,1,173,5,7.93,1.26,NA,NA,NA,NA,1.46e+09,539798,241188,0,1030,3159743,0.09,0,0.29
"CV","D4",38.06248,-121.8205,0,"2016-08-10",8,3,2016,1105,21.38,8.42,NA,40,3220,1.66,21.9,7.83,NA,1.9,0.03,0.19,852,27,1.7,1.8,0.2,0.4,0.06,0.09,10.1,3,1766,25,4.46,1.65,NA,NA,NA,NA,53200000,2027,699,0,8318,734214,0,0,0.53
"","D8",38.05992,-121.99,0,"2016-08-10",8,3,2016,910,20.47,8.49,NA,52,10316,5.81,16.4,7.86,NA,2.2,0.05,0.25,2993,72,1.4,1.4,0.1,0.3,0.08,0.11,10.8,4,6092,22,2.65,0,NA,NA,NA,NA,4.63e+08,96,0,0,444,349032,0,0,0
"","D22",38.08453,-121.7391,0,"2016-08-10",8,3,2016,1215,22.46,9.13,NA,96,150,0.06,6.6,7.86,NA,3.5,0.07,0.19,10,9,1.8,1.8,0.2,0.4,0.05,0.07,11.1,2,98,9,11.56,1.43,NA,NA,NA,NA,2.36e+08,156,96,0,28328,5057700,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",8,3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,156,0,0,0
"AT","D12",38.02161,-121.8063,0,"2016-09-06",9,4,2016,800,20.4,8.1,NA,52,3731,1.94,17.9,7.6,NA,2.4,0.08,0.26,1020,33,1.8,1.8,0.3,0.4,0.07,0.1,12.5,2,2100,14,2.62,0,NA,NA,NA,NA,3.98e+09,2458,250,0,214,199018,0,0,0
"FT","D19",38.04376,-121.6148,0,"2016-09-06",9,4,2016,915,21.1,8.16,NA,104,1026,0.49,9.1,7.8,NA,1.7,0.04,0.17,242,16,2.3,2,0.2,0.3,0.06,0.08,13,1,562,4,2.34,0.89,NA,NA,NA,NA,2.57e+08,45091,13421,0,6992,362093,0,0,0
"OR","D28A",37.97048,-121.573,0,"2016-09-06",9,4,2016,1010,22,8.9,NA,204,613,0.28,4.2,8.4,NA,1.6,0.01,0.07,129,14,2.7,2.2,0.2,0.3,0.06,0.08,11.6,0,338,1,2.33,0.79,NA,NA,NA,NA,1.8e+08,126211,82406,19,22694,569386,0,0,0
"","D16",38.0969,-121.6691,0,"2016-09-09",9,4,2016,950,21.2,8.24,NA,100,982,0.46,9.9,7.8,NA,1.9,0.05,0.23,230,16,1.8,1.9,0.2,0.3,0.07,0.09,13.6,1,542,6,2.07,0.63,NA,NA,NA,NA,13500000,16224,7278,0,16,153327,0,0,0
"","D26",38.07664,-121.5669,0,"2016-09-09",9,4,2016,1035,21.5,8.23,NA,148,491,0.22,7,7.7,NA,1.8,0.08,0.24,96,14,2,2,0.2,0.4,0.06,0.09,15,1,270,4,2.91,1.01,NA,NA,NA,NA,1.39e+08,121356,91161,0,98,786361,0,0,0.38
"","MD10A",38.04226,-121.4199,0,"2016-09-09",9,4,2016,1200,23.7,8.1,NA,240,196,0.08,7.6,7.6,NA,4,0.01,0.07,13,13,3.2,2.8,0.3,0.4,0.07,0.09,13.8,0,111,2,3.71,1.15,NA,NA,NA,NA,4270000,4626,1316,1050,1455,1109216,0,0,0.6
"RR","P8",37.97817,-121.3823,0,"2016-09-09",9,4,2016,1310,24.1,7.8,NA,106,282,0.12,3.6,7.4,NA,2.9,0.03,0.14,35,16,3,3.1,0.2,0.4,0.09,0.13,13.2,0,155,4,5.6,1.22,NA,NA,NA,NA,7.98e+09,1099877,672619,0,7390,4099916,0.17,0,0.69
"CV","D4",38.06248,-121.8205,0,"2016-09-12",9,4,2016,1330,19.69,8.83,NA,44,6838,3.73,21.5,7.83,NA,2.2,0.07,0.31,2377,61,1.8,1.4,0.2,0.5,0.08,0.14,12.4,5,4692,37,1.67,1.26,NA,NA,NA,NA,14400000,134,0,0,0,466954,0,0.02,0.37
"","D8",38.05992,-121.99,0,"2016-09-12",9,4,2016,1215,19.4,8.82,NA,44,14001,8.08,19.6,7.85,NA,2.4,0.06,0.36,4260,100,1.2,1.2,0.3,0.5,0.09,0.14,10.4,5,8350,32,1.67,0.67,NA,NA,NA,NA,2520000,48,0,0,6,765398,0,0,0
"","D22",38.08453,-121.7391,0,"2016-09-12",9,4,2016,1445,19.84,8.76,NA,40,1532,0.75,21.6,7.81,NA,2.2,0.09,0.24,377,20,2.1,1.8,0.2,0.4,0.07,0.11,16.3,3,838,25,2.06,1.29,NA,NA,NA,NA,2490000,288,0,0,182,385363,0,0,0.309
"FieldCont","FieldCont",NA,NA,1,"",9,4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,192,0,0,0
"AT","D12",38.02161,-121.8063,0,"2016-10-20",10,5,2016,725,17.5,8.5,NA,68,4324,2.28,12.6,7.6,NA,2,0.07,0.35,1325,40,1.7,1.7,0.2,0.4,0.09,0.1,14.6,2,2530,16,1.58,0.52,NA,NA,NA,NA,28900000,348,0,0,0,147288,0,0,0
"FT","D19",38.04376,-121.6148,0,"2016-10-20",10,5,2016,905,17.6,8.6,NA,180,999,0.47,5,7.7,NA,3.2,0.06,0.36,250,16,1.9,1.7,0.2,0.3,0.08,0.08,14.4,0,554,5,1.55,0.57,NA,NA,NA,NA,2590000,5928,96,0,6980,239472,0,0,0
"OR","D28A",37.97048,-121.573,0,"2016-10-20",10,5,2016,1000,17.8,8.8,NA,360,821,0.38,1.7,7.8,NA,2.2,0.03,0.22,170,16,2.3,2,0.2,0.3,0.08,0.08,13.4,0,446,3,1.51,0.84,NA,NA,NA,NA,8070000,2292,648,0,16,64548,0,0,0
"","D16",38.0969,-121.6691,0,"2016-10-21",10,5,2016,730,17.7,8.5,NA,136,766,0.36,6.8,7.7,NA,2.2,0.1,0.41,135,13,2.2,1.8,0.2,0.4,0.08,0.08,15.1,1,347,10,1.51,0.82,NA,NA,NA,NA,10100000,1972,95,582,871,318558,0,0,0
"","D26",38.07664,-121.5669,0,"2016-10-21",10,5,2016,830,17.6,8.2,NA,136,368,0.16,7.4,7.4,NA,1.9,0.12,0.41,67,12,1.8,1.8,0.2,0.4,0.08,0.08,15.2,0,203,9,1.31,0.73,NA,NA,NA,NA,8610000,1200,0,0,1417,85258,0,0,0
"","MD10A",38.04226,-121.4199,0,"2016-10-21",10,5,2016,950,18.1,7.8,NA,296,204,0.09,1.7,7.4,NA,2.6,0.03,0.2,17,13,2.9,3,0.3,0.4,0.08,0.08,11.9,0,114,3,1,0.59,NA,NA,NA,NA,3790000,11424,1344,0,1596,172920,0,0,0
"RR","P8",37.97817,-121.3823,0,"2016-10-21",10,5,2016,1105,19.5,7.4,NA,72,719,0.33,3.9,7.6,NA,4.2,0.1,2.1,125,27,3.8,3.8,0.4,0.7,0.42,0.42,13,0,398,6,7.47,1.01,NA,NA,NA,NA,93500000,687000,2088,0,36236,1621920,0,0.02,0
"CV","D4",38.06248,-121.8205,0,"2016-10-24",10,5,2016,1200,17.64,8.39,NA,76,13077,7.5,15.8,7.77,NA,2.8,0.08,0.43,4100,93,1.2,1.2,0.3,0.4,0.1,0.1,12.3,4,7620,26,1.43,0.83,NA,NA,NA,NA,5540000,60,0,0,20,106985,0,0.04,0
"","D8",38.05992,-121.99,0,"2016-10-24",10,5,2016,1040,17.52,8.39,NA,60,18913,11.2,14.9,7.75,NA,2.7,0.09,0.42,6225,135,1,1,0.3,0.6,0.11,0.11,13.3,5,11290,27,1.92,0.51,NA,NA,NA,NA,3790000,35,0,0,0,71674,0.25,0,0
"","D22",38.08453,-121.7391,0,"2016-10-24",10,5,2016,1240,17.75,8.46,NA,76,5655,3.04,10.5,7.73,NA,2.5,0.08,0.42,1659,44,1.6,1.4,0.1,0.4,0.09,0.09,14.3,2,3192,14,2,0.73,NA,NA,NA,NA,21700000,396,0,0,264,4308,0,0.02,0
"FieldCont","FieldCont",NA,NA,1,"",10,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"AT","D12",38.02161,-121.8063,0,"2016-11-03",11,6,2016,640,17.17,8.23,NA,84,6101,3.3,9.1,7.4,NA,2,0.1,0.45,1743,47,1.8,1.5,0.2,0.4,0.09,0.11,14.2,1,3588,10,1.25,0,NA,NA,NA,NA,1e+07,373,0,0,23,4870,0,0,0
"FT","D19",38.04376,-121.6148,0,"2016-11-03",11,6,2016,820,17.18,8.38,NA,196,1130,0.54,3.2,7.47,NA,1.9,0.08,0.47,271,16,1.9,1.9,0.2,0.3,0.08,0.09,14.5,0,610,4,1.39,0,NA,NA,NA,NA,12200000,6303,0,0,625,52777,0,0,0
"OR","D28A",37.97048,-121.573,0,"2016-11-03",11,6,2016,910,17.24,8.33,NA,332,722,0.33,1.4,7.42,NA,2.2,0.06,0.39,156,15,2.2,2.4,0.2,0.3,0.08,0.09,13.3,0,395,2,1.2,0.67,NA,NA,NA,NA,8080000,1068,288,0,0,21096,0,0,0
"","D16",38.0969,-121.6691,0,"2016-11-04",11,6,2016,645,17.04,8.14,NA,184,693,0.32,3.6,7.55,NA,1.9,0.12,0.48,145,15,2,2,0.2,0.3,0.08,0.09,15.9,0,377,2,1.49,0,NA,NA,NA,NA,8e+06,672,0,654,412,192732,0,0,0
"","D26",38.07664,-121.5669,0,"2016-11-04",11,6,2016,735,16.73,7.81,NA,148,350,0.15,5.3,7.26,NA,2.7,0.15,0.54,59,13,2.2,2.2,0.2,0.4,0.09,0.09,16.8,0,190,2,1.13,0.59,NA,NA,NA,NA,10600000,96,0,0,20,3660,0,0,0
"","MD10A",38.04226,-121.4199,0,"2016-11-04",11,6,2016,900,17.21,7.83,NA,276,244,0.1,1.3,7.2,NA,2.8,0.03,0.34,26,14,2.9,2.9,0.3,0.4,0.08,0.08,11.8,2,135,8,1.26,0.86,NA,NA,NA,NA,4420000,1320,0,0,296,11424,0,0.05,0
"RR","P8",37.97817,-121.3823,0,"2016-11-04",11,6,2016,1000,17.26,6.83,NA,204,325,0.14,2.6,7.15,NA,3.1,0.09,1.12,47,13,3.1,3.1,0.4,0.5,0.27,0.28,11.6,2,176,14,1.27,0.52,NA,NA,NA,NA,4080000,5916,0,0,56,18792,0,0.04,0
"CV","D4",38.06248,-121.8205,0,"2016-11-07",11,6,2016,1045,17.48,8.28,NA,96,7890,4.35,7.8,7.65,NA,2.8,0.13,0.5,2284,59,1.4,1.5,0.2,0.4,0.09,0.09,14.2,3,4580,11,1.48,0,NA,NA,NA,NA,85400,35,0,0,8,5988,0,0.04,0
"","D8",38.05992,-121.99,0,"2016-11-07",11,6,2016,915,17.09,8.37,NA,88,13783,7.94,7.4,7.63,NA,2.5,0.11,0.48,4453,99,1.1,1.2,0.3,0.4,0.09,0.12,12.2,4,8500,16,1.78,0,NA,NA,NA,NA,8970000,36,0,0,67,16586,0.25,0,0
"","D22",38.08453,-121.7391,0,"2016-11-07",11,6,2016,1210,16.85,8.02,NA,64,2162,1.08,11.6,7.46,NA,3.1,0.18,0.5,406,22,2.5,2.5,0.2,0.4,0.09,0.09,18,3,974,17,2,0.9,NA,NA,NA,NA,8e+05,0,0,0,48,73616,0,0.05,0
"FieldCont","FieldCont",NA,NA,1,"",11,6,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-06-14",6,1,2017,650,18.71,8.93,NA,84,121,0.05,9.8,7.46,NA,2.8,0.06,3.68,8,8,2.2,2.2,0.2,0.2,0.04,0.05,14,3,77,11,2.5,0.99,NA,NA,NA,NA,0,20,0,0,31,86161,0,0,0.1544284
"","D22",38.08453,-121.7391,0,"2017-06-14",6,1,2017,740,17.87,8.98,NA,108,126,0.05,6.4,7.45,NA,2.8,0.12,0.16,5,9,1.9,2.2,0,0.2,0.04,0.05,15.1,2,79,6,2.71,0.68,NA,NA,NA,NA,0,45,0,19,36,87252,0,0,0
"AT","D12",38.02161,-121.8063,0,"2017-06-15",6,1,2017,645,19.24,8.9,NA,88,122,0.05,9.4,7.45,NA,2.2,0.06,0.16,7,8,2.2,2.2,0.3,0.5,0.05,0.05,14.2,2,77,8,2.15,0.9,NA,NA,NA,NA,0,86,58,2,28,43334,0,0,0
"FT","D19",38.04376,-121.6148,0,"2017-06-15",6,1,2017,750,19.78,8.85,NA,160,115,0.05,5,7.62,NA,1.8,0.03,0.15,8,8,2.3,2.3,0.1,0.2,0.05,0.05,12.8,2,73,5,1.39,0.6,NA,NA,NA,NA,0,13,31,0,1870,53662,0,0,0
"OR","D28A",37.97048,-121.573,0,"2017-06-15",6,1,2017,845,21.38,8.75,NA,180,136,0.06,4.3,7.76,NA,2,0.02,0.11,12,8,2.9,3,0,0.1,0.07,0.08,11.1,1,80,2,1.1,0.84,NA,NA,NA,NA,0,20,20,0,121,65491,0,0,0
"","D16",38.0969,-121.6691,0,"2017-06-16",6,1,2017,630,20.04,8.84,NA,132,116,0.05,5.6,7.5,NA,1.7,0.04,0.17,7,8,2.4,2.4,0.2,0.2,0.05,0.06,13.3,0,72,3,1.52,0.63,NA,NA,NA,NA,836000,11,0,0,1649,79317,0,0,0
"","D26",38.07664,-121.5669,0,"2017-06-16",6,1,2017,740,19.77,8.74,NA,156,116,0.05,5.9,7.41,NA,2,0.07,0.18,7,8,2.3,2.4,0,0.2,0.06,0.06,13.4,1,72,5,1.06,0.57,NA,NA,NA,NA,0,1253,0,63,3016,196113,0,0,0
"","MD10A",38.04226,-121.4199,0,"2017-06-16",6,1,2017,915,22.27,7.81,NA,160,162,0.07,3.8,7.44,NA,3.2,0.02,0.08,14,11,3.5,3.6,0.2,0.3,0.11,0.11,9.8,0,89,3,2.74,1.61,NA,NA,NA,NA,0,11,16,0,5733,72137,0.290296931,0,0
"RR","P8",37.97817,-121.3823,0,"2017-06-16",6,1,2017,1040,19.65,8.49,NA,64,97,0.04,10.8,7.09,NA,3.4,0.04,0.23,7,6,2.9,3,0.2,0.3,0.06,0.06,10.1,2,65,11,2.74,1.61,NA,NA,NA,NA,0,35,63,4,261,183501,0,0,0
"","D8",38.05992,-121.99,0,"2017-06-19",6,1,2017,940,21.6,8.72,NA,56,1552,0.76,15.7,7.74,NA,3.3,0.05,0.19,375,17,2.4,2.4,0.2,0.2,0.05,0.06,13.3,3,810,16,3.73,1.43,NA,NA,NA,NA,0,26,22,134,538,210583,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",6,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,4,1672,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-07-13",7,2,2017,650,22.26,8.51,NA,48,1283,0.62,26.1,7.79,NA,10.3,0.02,0.07,3130,16,2.7,2.8,0.1,0.4,0.05,0.08,6.3,4,712,38,24.93,3.55,NA,NA,NA,NA,0,51,28,0,802,1558716,0,0,0
"","D22",38.08453,-121.7391,0,"2017-07-13",7,2,2017,740,22.63,8.84,NA,52,152,0.06,13.1,7.88,NA,12.7,0.01,0.15,11,9,2.3,2.3,0.1,0.3,0.03,0.06,7.3,3,79,23,30.04,3.34,NA,NA,NA,NA,0,41,33,0,8,583950,0.278185237,0,0
"AT","D12",38.02161,-121.8063,0,"2017-07-14",7,2,2017,700,22.41,8.55,NA,48,369,0.16,18.3,7.77,NA,12.1,0.04,0.02,69,10,2.5,2.7,0.3,0.3,0.04,0.07,3.5,3,201,27,27.09,4.11,NA,NA,NA,NA,0,43,37,0,57,1480512,0.282095236,0,0.16686271
"FT","D19",38.04376,-121.6148,0,"2017-07-14",7,2,2017,815,23.78,8.76,NA,88,117,0.05,6.3,8.01,NA,7,0,0.01,7,7,2.6,2.7,0.1,0.3,0.05,0.07,3.1,1,68,11,18.5,2.72,NA,NA,NA,NA,0,26,73,0,4,300385,0.270804097,0,0
"OR","D28A",37.97048,-121.573,0,"2017-07-14",7,2,2017,920,24.72,7.34,NA,128,120,0.05,5.2,7.53,NA,3.6,0.05,15.2,8,7,3,3,0,0.2,0.09,0.1,4.3,0,63,6,5.41,2.54,NA,NA,NA,NA,0,112,17,0,180,179727,0.30474534,0,0
"","D16",38.0969,-121.6691,0,"2017-07-17",7,2,2017,915,24.47,8.88,NA,80,125,0.05,10.1,7.63,NA,9.1,0.04,0.05,8,7,2.4,2.4,0.3,0.3,0.04,0.06,4.1,5,67,18,22.33,5.48,NA,NA,NA,NA,0,20,17,0,28,1062832,0.260158519,0,0
"","D26",38.07664,-121.5669,0,"2017-07-17",7,2,2017,1000,24.59,8.81,NA,88,124,0.05,8.2,7.44,NA,9.1,0.07,0.17,7,8,2.4,2.4,0.2,0.3,0.05,0.06,7.6,4,73,13,17.99,3.15,NA,NA,NA,NA,0,23,0,0,2,1286262,0.253632993,0.033246228,0
"","MD10A",38.04226,-121.4199,0,"2017-07-17",7,2,2017,1110,27.33,6.7,NA,80,159,0.07,6.8,7.16,NA,7,0.02,0.03,14,10,3.5,3.65,0.3,0.5,0.06,0.09,4.4,4,93,8,14.35,3.14,NA,NA,NA,NA,0,1277,0,0,324,832604,0,0,0
"RR","P8",37.97817,-121.3823,0,"2017-07-17",7,2,2017,1225,24.06,8.37,NA,60,192,0.08,10.2,7.11,NA,6.2,0.08,0.52,19,10,2.8,2.9,0.3,0.4,0.12,0.13,10.3,4,108,12,13.28,3.36,NA,NA,NA,NA,2370000,318,209,0,301,618368,0.266504476,0,0
"","D8",38.05992,-121.99,0,"2017-07-18",7,2,2017,1020,22.66,8.34,NA,44,4118,2.16,21,7.8,NA,3.6,0.08,0.09,1032,31,2.3,2.4,0.2,0.2,0.05,0.06,5.6,4,2018,27,7.24,3.02,NA,NA,NA,NA,0,23,13,0,27236,219669,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",7,2,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,52,0,13,2884,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-08-10",8,3,2017,630,21.45,8.27,NA,56,2823,1.44,14.4,7.59,NA,1.8,0.05,0.26,791,26,1.9,2.1,0.3,0.3,0.07,0.07,10.7,4,527,23,2.45,1.54,NA,NA,NA,NA,0,343,42,0,4,110511,0.263128699,0,0
"","D22",38.08453,-121.7391,0,"2017-08-10",8,3,2017,710,21.92,8.21,NA,60,330,0.14,12.5,7.63,NA,2.4,0.08,0.22,60,10,2,2,0.1,0.2,0.06,0.06,14,3,188,18,3.68,2.36,NA,NA,NA,NA,0,57,433,0,5,107400,0.292928958,0,0
"AT","D12",38.02161,-121.8063,0,"2017-08-14",8,3,2017,905,22.49,8.07,NA,76,813,0.38,10.4,7.72,NA,1.7,0.06,0.23,188,13,2.1,2.1,0.2,0.3,0.07,0.07,11.2,2,442,12,3.25,1.17,NA,NA,NA,NA,2830000,62,27,0,2,125397,0.310440867,0,0
"FT","D19",38.04376,-121.6148,0,"2017-08-14",8,3,2017,1010,23.33,7.8,NA,156,244,0.1,5.6,7.74,NA,2,0.03,0.18,36,9,2.2,2.2,0.1,0.2,0.07,0.07,10.2,1,135,6,2.72,1.7,NA,NA,NA,NA,0,19,28,0,1,98553,0.268146205,0,0
"OR","D28A",37.97048,-121.573,0,"2017-08-14",8,3,2017,1115,24.51,7.54,NA,180,184,0.08,3.2,8.04,NA,1.9,0.02,0.12,22,9,2.4,2.4,0.2,0.4,0.08,0.08,9.7,0,102,3,1.99,0.92,NA,NA,NA,NA,567000,19,0,0,30,116438,0.272092272,0,0.347364829
"","D16",38.0969,-121.6691,0,"2017-08-15",8,3,2017,835,23.28,7.78,NA,96,192,0.08,8.5,7.75,NA,1.8,0.05,0.25,23,9,2,2,0.1,0.2,0.06,0.07,11.7,2,111,9,3.22,1.64,NA,NA,NA,NA,0,34,0,0,14,140793,0.316596179,0,0
"","D26",38.07664,-121.5669,0,"2017-08-15",8,3,2017,925,23.35,7.63,NA,136,139,0.06,5.5,7.58,NA,1.2,0.1,0.22,9,9,2,2,0.1,0.3,0.06,0.07,13.1,1,82,4,1.95,0.97,NA,NA,NA,NA,0,15,0,0,1,70987,0.256409358,0,0
"","MD10A",38.04226,-121.4199,0,"2017-08-15",8,3,2017,1045,26.02,7.27,NA,96,151,0.06,5,7.49,NA,6.5,0.03,0.05,11,10,3.1,3.1,0.3,0.4,0.05,0.06,13.3,2,91,6,11.06,3.1,NA,NA,NA,NA,0,1372,0,0,3,522575,0.27156111,0.020394595,0
"RR","P8",37.97817,-121.3823,0,"2017-08-15",8,3,2017,1200,22.59,9.41,NA,112,239,0.1,4.7,7.71,NA,5.2,0.02,0.54,32,10,2.6,2.7,0.4,0.4,0.13,0.13,8.7,1,131,4,11.29,2.98,NA,NA,NA,NA,0,518,25,0,4,440614,0,0,0
"","D8",38.05992,-121.99,0,"2017-08-16",8,3,2017,1030,21.41,8.4,NA,80,6336,3.43,10.8,7.99,NA,1.4,0.05,0.3,3100,49,1.2,1.2,0,0.2,0.07,0.07,10.4,2,3648,13,1.83,0.65,NA,NA,NA,NA,0,7,0,0,1,47822,0,0.02794254,0
"FieldCont","FieldCont",NA,NA,1,"",8,3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,113,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-09-11",9,4,2017,815,22.85,7.86,NA,56,1362,0.66,19.7,7.57,NA,2.5,0.06,0.29,331,17,1.8,1.9,0.1,0.3,0.07,0.08,15.2,5,749,27,1.9,0.97,NA,NA,NA,NA,4.62e+08,11,20,0,1,38731,0,0,0
"","D22",38.08453,-121.7391,0,"2017-09-11",9,4,2017,900,22.55,8,NA,100,151,0.06,7.8,7.43,NA,2,0.11,0.23,7,11,1.9,1.9,0,0.3,0.06,0.07,16.9,1,93,10,4.09,1,NA,NA,NA,NA,0,13,0,0,1,22941,0,0,0
"AT","D12",38.02161,-121.8063,0,"2017-09-12",9,4,2017,920,23.22,7.83,NA,60,592,0.27,12.7,7.46,NA,2.4,0.06,0.26,121,13,2.2,2.2,0.1,0.2,0.08,0.08,15.1,2,319,16,2.97,1.7,NA,NA,NA,NA,1330000,2283,2436,0,1,54174,0.271030985,0,0
