Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg408_ACS,"Absorption at 408 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1891,8.5611,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg412_ACS,"Absorption at 412 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1476,8.1067,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg416_ACS,"Absorption at 416 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.1399,7.1937,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg420_ACS,"Absorption at 420 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.0802,7.3194,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg424_ACS,"Absorption at 424 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2324,6.7125,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg428_ACS,"Absorption at 428 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.2102,6.2186,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg432_ACS,"Absorption at 432 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2223,6.0968,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg436_ACS,"Absorption at 436 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2637,5.8702,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg440_ACS,"Absorption at 440 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2434,5.4303,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg444_ACS,"Absorption at 444 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.2808,5.1030,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg448_ACS,"Absorption at 448 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.1978,4.8303,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg452_ACS,"Absorption at 452 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0828,4.5211,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg456_ACS,"Absorption at 456 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.3049,4.4246,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg460_ACS,"Absorption at 460 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7242,4.5263,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg464_ACS,"Absorption at 464 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5551,4.1262,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg468_ACS,"Absorption at 468 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5733,4.0504,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg472_ACS,"Absorption at 472 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.4478,3.6273,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg476_ACS,"Absorption at 476 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5188,3.5881,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg480_ACS,"Absorption at 480 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.5977,3.5024,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg484_ACS,"Absorption at 484 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.6014,3.4203,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg488_ACS,"Absorption at 488 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7352,3.3602,per meter,0.0001,,
FTS_acs_apg.csv,Comma Separated Value (CSV) file containing spectral absorption data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,apg492_ACS,"Absorption at 492 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.7889,3.2934,per meter,0.0001,,
