"file","band","value","date"
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","mcari",0.00733328238129616,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","mndwi",0.239436626434326,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","ndmi",0.0701986774802208,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","vari",0.084210529923439,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","evi",-0.0160438884049654,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","gndvi",-0.106382980942726,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","ndavi",-0.0647773295640945,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","ndvi",-0.0628803223371506,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","savi",-0.0155362514778972,2203-06-24
"S2B_SR_HARMONIZED_indices_20190505T184929.tif","wavi",-0.0106880431994796,2203-06-24
"S2B_SR_HARMONIZED_indices_20190604T184929.tif","mcari",0.0264069363474846,2203-06-25
"S2B_SR_HARMONIZED_indices_20190604T184929.tif","mndwi",0.230769231915474,2203-06-25
"S2B_SR_HARMONIZED_indices_20190604T184929.tif","ndmi",0.244186043739319,2203-06-25
"S2B_SR_HARMONIZED_indices_20190604T184929.tif","vari",0.174129351973534,2203-06-25
