CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A4425	38.042895	-121.577084	Old River	Central Delta Tidal Zone	04-18-2016	26.28482	19.58562	219.0569	7.654335	8.970088	2.590769	44.50484	14.70436	21.0851	19.66567	200.0085	0.107947	6.501287	20.94129	3.92511
A4040	38.040155	-121.880405	New York Slough	Western Delta Tidal Zone	04-18-2016	23.94627	18.64818	234.3333	7.801747	9.486356	2.608943	54.45537	8.583725	42.78937	18.68255	209.4535	0.115345	13.78251	13.80197	4.563376
A3640	38.044925	-121.499377	San Joaquin River	Central Delta Tidal Zone	04-18-2016	32.90749	20.4924	320.422	7.832933	9.453494	3.181009	45.64185	14.63535	25.08336	20.61351	297.2818	0.156586	5.327421	15.47856	3.998107
A4037	38.04352	-121.883766	New York Slough	Western Delta Tidal Zone	04-18-2016	24.33285	19.13212	225.9838	7.805915	9.423119	2.216411	52.41338	8.390533	35.67893	19.11377	203.5182	0.111021	12.63856	18.15631	4.432838
A4951	38.050665	-121.521613	Middle River	Central Delta Tidal Zone	04-18-2016	31.62279	20.67285	303.0856	7.960906	9.770329	3.297289	45.80431	14.76514	26.22458	20.56695	281.8799	0.148629	5.545054	11.73503	4.008536
A4953	38.052643	-121.519188	Middle River	Central Delta Tidal Zone	04-18-2016	32.25309	20.51686	307.2043	7.888171	9.535035	3.339515	45.81102	14.7581	26.31943	20.45906	282.3649	0.149228	5.428266	10.83336	4.008967
A825	38.04968	-121.887905	Sacramento River	Western Delta Tidal Zone	04-18-2016	24.02458	19.72796	219.9061	7.793654	9.310745	1.706601	47.03554	8.158154	22.83191	19.728	200.586	0.108061	11.18314	8.946981	4.087568
A4934	38.055024	-121.534759	Middle River	Central Delta Tidal Zone	04-18-2016	29.66955	19.86784	269.1145	7.742607	9.154537	3.125216	42.10051	13.50671	24.96449	19.92912	250.7199	0.134181	6.156767	17.1295	3.770753
A3612	38.056959	-121.543059	San Joaquin River	Central Delta Tidal Zone	04-18-2016	26.47067	19.68136	234.3814	7.685682	9.140479	2.64862	37.20214	11.91837	21.79707	19.72671	210.4611	0.113298	6.292331	13.28059	3.456277
A3605	38.059013	-121.555544	San Joaquin River	Central Delta Tidal Zone	04-18-2016	25.02065	19.60253	219.9857	7.643136	9.210098	2.38985	35.55816	11.51704	20.14113	19.65414	201.6521	0.108825	6.277503	15.33587	3.350734
A3470	38.060377	-121.680878	San Joaquin River	Central Delta Tidal Zone	04-18-2016	24.41469	18.74256	193.178	7.712234	9.183075	2.507382	33.2751	11.11202	19.40909	18.72905	171.2284	0.094463	8.547128	21.24888	3.204161
A4394	38.061265	-121.582183	Old River	Central Delta Tidal Zone	04-18-2016	25.04751	20.70622	211.2153	7.803791	9.375161	2.38708	38.40181	12.68397	20.92271	20.73332	195.7268	0.103374	7.074113	18.42414	3.533297
A4032	38.06203	-121.851176	Broad Slough	Western Delta Tidal Zone	04-18-2016	23.30868	18.62294	210.1415	7.763682	9.33715	2.47526	27.42333	8.358888	24.7359	18.58743	187.1196	0.10335	13.6782	8.900209	2.828514
A810	38.059013	-121.862819	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.98682	19.55648	215.4649	7.797633	9.38181	1.856369	27.58664	8.227652	18.13103	19.56397	195.3158	0.105635	12.16773	10.94065	2.838968
A807	38.059487	-121.857761	Sacramento River	Western Delta Tidal Zone	04-18-2016	23.73818	18.99036	214.8686	7.7783	9.358811	2.325898	27.9976	8.352469	22.82814	18.98495	192.4725	0.105335	13.62611	20.34927	2.865356
A5788	37.940055	-121.536268	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	39.42303	20.56907	309.3853	7.699483	8.798013	2.8488	58.5609	20.59022	24.70509	20.59532	290.7427	0.153407	5.913326	15.42641	4.82751
A5784	37.940062	-121.543568	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	34.59821	21.22255	286.424	7.690822	8.923092	3.217345	57.88775	18.92843	26.97309	21.27239	269.794	0.140398	6.411722	8.96703	4.784294
A5786	37.940062	-121.53991	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	36.20185	21.02265	295.0461	7.700608	8.918736	3.030208	58.36512	19.60156	25.99496	21.05757	279.5696	0.146107	6.132864	21.30383	4.814941
A5782	37.940088	-121.547232	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	34.3724	21.13895	284.6979	7.664968	8.892814	3.145121	57.86197	18.83665	26.15504	21.20338	266.2688	0.138782	6.539309	19.66203	4.782638
A5780	37.9401	-121.550898	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	34.47559	21.03815	285.1584	7.638575	8.857841	3.045784	58.12951	18.92417	25.48358	21.10258	266.2014	0.139046	6.558042	18.91955	4.799814
A5778	37.940116	-121.55456	Woodward Island Canal	South Delta Tidal Transition Zone	04-18-2016	34.22671	20.79301	284.8019	7.571607	8.757866	2.929237	58.60995	19.09557	24.47076	20.85927	266.8295	0.140055	6.51476	15.75128	4.830659
A4531	37.939674	-121.564789	Old River	South Delta Tidal Transition Zone	04-18-2016	31.76468	19.79709	270.7016	7.508837	8.497788	3.154053	57.46403	18.77409	25.06888	19.88687	252.3869	0.132584	6.988537	9.719903	4.757091
A4529	37.942274	-121.559671	Old River	South Delta Tidal Transition Zone	04-18-2016	31.76685	19.95004	271.8735	7.527963	8.519267	3.109439	57.17059	18.6647	24.65209	20.01752	252.1811	0.133794	6.868777	9.095782	4.738252
A4527	37.94495	-121.560064	Old River	South Delta Tidal Transition Zone	04-18-2016	31.23789	19.824	268.933	7.543326	8.486755	3.13458	56.38646	18.4334	24.23701	19.87484	246.8841	0.131645	6.721227	9.308682	4.687911
A5048	37.947466	-121.534133	Middle River	South Delta Tidal Transition Zone	04-18-2016	41.81899	20.0248	323.5772	7.618921	8.469894	2.84826	58.10245	20.98043	25.03986	20.09276	296.2049	0.157893	5.044937	20.30614	4.798078
A4525	37.945646	-121.563374	Old River	South Delta Tidal Transition Zone	04-18-2016	30.83834	19.6903	265.6187	7.560478	8.487264	3.117759	55.69786	18.24848	23.42902	19.72149	241.9953	0.129115	6.54951	18.63319	4.643703
A4523	37.950147	-121.560054	Old River	South Delta Tidal Transition Zone	04-18-2016	30.46557	19.77162	264.0722	7.574601	8.514154	3.009658	55.0355	18.05472	22.08277	19.81389	240.5672	0.129146	6.159838	9.349516	4.601179
A5045	37.951271	-121.532465	Middle River	South Delta Tidal Transition Zone	04-18-2016	42.12053	20.03008	323.5518	7.60861	8.506183	2.871174	57.83449	20.78264	24.58647	20.10079	295.6417	0.157565	4.926703	18.97938	4.780875
A5043	37.953592	-121.530291	Middle River	South Delta Tidal Transition Zone	04-18-2016	41.88831	19.98952	322.144	7.607936	8.544194	2.94069	57.71907	20.69542	25.01146	20.06182	294.1726	0.156922	5.004989	15.91947	4.773466
A5041	37.956031	-121.528355	Middle River	South Delta Tidal Transition Zone	04-18-2016	41.79328	19.90997	320.9478	7.607514	8.56279	2.963682	57.6344	20.6528	25.4425	19.98205	292.756	0.156481	5.058185	21.60082	4.76803
A4517	37.957543	-121.565551	Old River	South Delta Tidal Transition Zone	04-18-2016	29.13788	19.67073	254.9694	7.582672	8.546708	2.876265	53.40289	17.55398	21.57344	19.73084	233.8046	0.125713	6.649453	16.95219	4.496365
A5039	37.95834	-121.530392	Middle River	South Delta Tidal Transition Zone	04-18-2016	41.30133	20.02621	320.5299	7.607909	8.611969	2.939071	57.59412	20.48604	25.00992	20.10023	293.2204	0.156342	4.769583	18.61553	4.765443
A4515	37.960578	-121.565723	Old River	South Delta Tidal Transition Zone	04-18-2016	28.70462	19.61467	252.2701	7.587272	8.546492	2.827728	52.86514	17.37646	21.28417	19.68612	231.3167	0.124496	6.716325	20.4273	4.461842
A4513	37.962052	-121.568859	Old River	South Delta Tidal Transition Zone	04-18-2016	28.36176	19.55913	248.0753	7.597267	8.566483	2.772841	51.90354	17.03237	21.07715	19.62856	226.6949	0.122172	6.927909	17.89182	4.400107
A5035	37.963838	-121.532531	Middle River	South Delta Tidal Transition Zone	04-18-2016	40.79033	20.25564	317.6485	7.62641	8.728531	2.919658	57.45482	20.13166	24.72644	20.30554	290.7815	0.154365	4.463206	16.44349	4.756501
A4511	37.963531	-121.572262	Old River	South Delta Tidal Transition Zone	04-18-2016	27.7094	19.5631	244.3361	7.612399	8.597884	2.864099	50.80934	16.64119	21.65783	19.58558	221.3808	0.119445	7.196601	21.35781	4.32986
A4509	37.966318	-121.573424	Old River	South Delta Tidal Transition Zone	04-18-2016	27.3832	19.66563	243.5223	7.61328	8.619028	2.968434	50.44718	16.51126	22.21421	19.66655	220.5151	0.118768	7.031816	20.92253	4.306609
A5033	37.966677	-121.533138	Middle River	South Delta Tidal Transition Zone	04-18-2016	40.50246	20.19592	315.2804	7.636121	8.761283	3.01912	57.40772	20.05093	25.32485	20.24404	287.6928	0.152917	4.524235	18.25224	4.753477
A4507	37.969262	-121.573184	Old River	South Delta Tidal Transition Zone	04-18-2016	27.26622	19.90355	243.0748	7.599317	8.677715	3.022229	50.35316	16.4851	22.58911	19.94146	222.5143	0.11918	6.616511	16.64076	4.300572
A5030	37.970309	-121.535266	Middle River	South Delta Tidal Transition Zone	04-18-2016	39.6611	20.0511	310.2726	7.653277	8.836278	3.2605	57.29415	19.89206	26.82783	20.10172	281.5099	0.150063	4.663944	16.9498	4.746186
A5634	37.971594	-121.531431	Empire Cut	South Delta Tidal Transition Zone	04-18-2016	39.71763	19.99617	306.8431	7.653106	8.868834	3.358632	57.2402	19.79032	28.20175	20.05602	277.8557	0.148239	4.780991	21.47924	4.742723
A4505	37.972106	-121.57369	Old River	South Delta Tidal Transition Zone	04-18-2016	27.07942	19.86814	241.3975	7.592152	8.685088	2.956981	50.07115	16.39703	22.36641	19.92728	221.2321	0.118527	6.57907	21.28117	4.282468
A5636	37.971264	-121.52764	Empire Cut	South Delta Tidal Transition Zone	04-18-2016	39.7902	19.97415	305.7671	7.646334	8.854881	3.329535	57.23729	19.779	28.27373	20.03829	276.9397	0.14784	4.847695	16.71206	4.742535
A4503	37.974042	-121.577136	Old River	South Delta Tidal Transition Zone	04-18-2016	26.85211	19.67238	238.478	7.583065	8.664573	2.816579	49.63071	16.26575	21.70932	19.74188	218.1739	0.117343	6.799228	15.99064	4.254192
A4501	37.977469	-121.575565	Old River	South Delta Tidal Transition Zone	04-18-2016	26.41043	19.47917	235.5735	7.567451	8.658403	2.78122	48.99951	16.03845	21.51013	19.54026	214.0625	0.115626	7.04344	16.29532	4.213669
A4499	37.978782	-121.580806	Old River	South Delta Tidal Transition Zone	04-18-2016	26.41208	19.27148	232.2537	7.556148	8.64645	2.834644	48.33858	15.80601	21.85937	19.31985	209.8172	0.113902	7.419669	16.99591	4.171237
A4497	37.980818	-121.577394	Old River	South Delta Tidal Transition Zone	04-18-2016	26.18476	19.27628	232.8635	7.552021	8.659626	2.891644	48.39929	15.82183	22.09064	19.31631	210.016	0.113996	7.388426	15.63601	4.175134
A4495	37.984486	-121.58144	Old River	South Delta Tidal Transition Zone	04-18-2016	26.14383	19.02428	230.4675	7.532822	8.677342	3.042761	47.99731	15.67154	23.29899	19.06632	206.9485	0.112944	7.735961	16.50912	4.149328
A4493	37.987347	-121.580576	Old River	South Delta Tidal Transition Zone	04-18-2016	26.17647	18.98032	229.1465	7.53036	8.67992	3.023749	47.70515	15.56787	23.47111	19.01493	205.6172	0.112345	7.860085	15.86493	4.13057
A4491	37.990089	-121.578603	Old River	South Delta Tidal Transition Zone	04-18-2016	26.13848	18.95814	228.3462	7.528933	8.653313	3.017325	47.52932	15.5211	23.48089	18.98986	204.8637	0.111993	7.959123	16.52274	4.119282
A4488	37.994427	-121.579846	Old River	South Delta Tidal Transition Zone	04-18-2016	25.91739	18.93126	224.4616	7.528017	8.620309	2.848076	46.24998	15.12999	22.62428	18.9524	200.9003	0.109951	7.6336	16.09501	4.037149
A5001	37.996847	-121.52772	Middle River	South Delta Tidal Transition Zone	04-18-2016	33.21413	19.43831	268.4373	7.623232	8.859039	2.867105	54.57451	17.93963	24.93862	19.52435	243.2695	0.131281	5.777401	17.48191	4.571583
A5612	37.997686	-121.509252	Latham Slough	South Delta Tidal Transition Zone	04-18-2016	35.54321	19.44232	287.3413	7.65893	8.90036	3.261565	55.05639	17.96464	27.57845	19.49841	259.3588	0.140107	5.925876	16.03881	4.60252
A4999	37.998307	-121.524678	Middle River	South Delta Tidal Transition Zone	04-18-2016	33.0614	19.4765	268.7153	7.610123	8.879903	2.89771	54.85096	17.96287	25.2664	19.56142	244.0958	0.13163	5.846282	17.9231	4.589332
A5462	37.99998	-121.622274	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.14059	19.43995	236.5069	7.492352	8.313387	2.437359	41.3199	13.53214	20.15723	19.46441	213.8761	0.115708	7.961633	15.61571	3.720637
A4992	37.999508	-121.515524	Middle River	South Delta Tidal Transition Zone	04-18-2016	34.22468	19.80231	278.7887	7.657232	9.018394	3.374646	54.80394	17.84132	27.69471	19.86761	253.8937	0.136185	5.959634	16.68185	4.586313
A4484	38.000211	-121.579607	Old River	South Delta Tidal Transition Zone	04-18-2016	25.13227	18.98643	218.707	7.570025	8.682318	2.693004	44.17026	14.50346	21.45967	19.00859	196.1194	0.107252	7.200158	18.41649	3.90363
A4994	38.00087	-121.51882	Middle River	South Delta Tidal Transition Zone	04-18-2016	33.97683	19.85889	275.6954	7.646801	9.031417	3.324137	54.85898	17.88558	27.30155	19.9298	251.8171	0.134794	5.864606	15.61649	4.589847
A4996	38.001952	-121.522196	Middle River	South Delta Tidal Transition Zone	04-18-2016	33.76065	20.03642	273.5303	7.675585	9.115287	3.260993	54.88113	17.88644	26.71448	20.08672	249.7296	0.133182	5.675713	16.11666	4.591269
A4988	38.002102	-121.511852	Middle River	Central Delta Tidal Zone	04-18-2016	34.94891	19.66795	285.486	7.672786	8.998309	3.380262	54.59937	17.73262	27.8816	19.72669	258.6811	0.139126	5.936906	14.45854	4.57318
A5609	38.003043	-121.525621	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	33.10847	19.71921	269.1477	7.684787	9.021639	3.105933	54.58126	17.80698	25.83141	19.7793	243.8066	0.130856	5.833311	16.24799	4.572017
A5460	38.003192	-121.622443	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.21761	19.46175	236.6758	7.492702	8.319199	2.419741	41.3026	13.52476	20.04262	19.48548	213.9512	0.115708	7.979031	14.52585	3.719527
A5607	38.003991	-121.529077	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	32.75647	19.71816	266.3264	7.703689	9.03431	3.170572	53.8158	17.5418	25.79604	19.77613	240.6639	0.129226	5.843346	13.35521	4.522874
A5605	38.004857	-121.532637	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.86979	19.62033	259.4907	7.665865	8.961137	2.96164	52.40819	17.08008	24.44294	19.68521	234.9226	0.12643	5.833596	15.71879	4.432506
A5603	38.005524	-121.53611	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.46357	19.69863	257.1902	7.647351	8.990795	2.860691	51.75557	16.85765	23.78992	19.75368	233.5677	0.125502	5.687138	12.31204	4.390607
A4480	38.005937	-121.579271	Old River	South Delta Tidal Transition Zone	04-18-2016	24.90293	19.10472	215.6627	7.612071	8.80148	2.74249	42.8215	14.06334	21.84425	19.12841	193.707	0.105683	7.236159	14.29564	3.817041
A5458	38.006105	-121.622073	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.4136	19.49228	236.4212	7.49684	8.338201	2.393525	41.2624	13.50554	19.75207	19.51744	213.793	0.115553	8.035914	11.07932	3.716946
A5601	38.006252	-121.539643	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.56964	19.69711	257.9467	7.648955	9.079019	2.864562	51.96935	16.93723	24.00335	19.7608	234.4985	0.125963	5.639057	5.737571	4.404332
A5599	38.006365	-121.543407	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.75925	19.66767	258.454	7.667508	9.186409	2.870108	52.24845	17.02703	24.28434	19.73561	234.4748	0.126014	5.657748	10.77059	4.422249
A5597	38.007332	-121.54661	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.79792	19.60342	257.5825	7.669156	9.150713	2.899982	52.19501	17.00594	24.43704	19.66724	232.8418	0.125319	5.681536	9.3673	4.418819
A5595	38.008561	-121.550119	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	31.41693	19.45795	254.8513	7.654451	9.01227	2.922952	51.98584	16.91947	24.57904	19.52905	228.9685	0.12362	5.846318	2.331829	4.405387
A4477	38.010347	-121.577894	Old River	Central Delta Tidal Zone	04-18-2016	25.14244	19.1628	215.2683	7.627759	8.841443	2.770237	42.66436	14.02168	22.14999	19.18674	193.6451	0.10551	7.187295	0	3.806976
A5456	38.009601	-121.621868	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.60267	19.57112	235.3375	7.508654	8.405344	2.359887	41.09803	13.44765	19.20034	19.59247	212.9942	0.114978	8.137374	27.48631	3.706393
A5588	38.011143	-121.580549	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.80884	19.22353	214.7081	7.644614	8.880878	2.785804	42.35912	13.93602	22.17683	19.24444	193.4634	0.105308	7.059897	22.14688	3.787375
A4475	38.011367	-121.574753	Old River	Central Delta Tidal Zone	04-18-2016	25.73355	19.15712	217.0667	7.622746	8.833903	2.765867	43.34738	14.22557	22.48588	19.19011	195.4212	0.10638	7.201165	22.51735	3.850889
A5593	38.010608	-121.553625	Connection Slough	South Delta Tidal Transition Zone	04-18-2016	30.86657	19.25112	251.158	7.613984	8.839977	2.853826	52.03844	16.90662	24.66623	19.32746	224.8784	0.121968	6.325524	25.13327	4.408773
A5454	38.011711	-121.618542	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.48014	19.6202	233.5485	7.517867	8.467815	2.335243	40.84106	13.36667	19.13441	19.64605	211.5633	0.114089	8.025126	16.80222	3.689896
A5452	38.013056	-121.615062	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.45676	19.62277	231.0867	7.538033	8.520948	2.350258	40.62775	13.29515	19.29362	19.64115	209.6185	0.113051	7.940939	15.45037	3.676201
A5586	38.013944	-121.58093	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.66945	19.27095	214.2395	7.657931	8.91445	2.806163	42.14447	13.87389	22.2799	19.2905	193.2782	0.105108	6.949774	15.80761	3.773618
A5450	38.014536	-121.611979	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	20.58308	19.62432	227.3961	7.571949	8.64493	2.387247	40.19643	13.16779	19.56477	19.64201	206.4443	0.111387	7.883796	28.21405	3.64851
A4458	38.015542	-121.562026	Old River	Central Delta Tidal Zone	04-18-2016	29.61886	19.20647	239.214	7.569317	8.752043	2.714523	49.96582	16.2845	23.592	19.27917	215.607	0.116803	6.727331	22.06512	4.275552
A4456	38.015354	-121.558357	Old River	Central Delta Tidal Zone	04-18-2016	30.55744	19.28992	246.3994	7.566328	8.781358	2.714183	51.68476	16.80595	23.68557	19.37421	221.7805	0.120148	6.323313	28.94672	4.386074
A4453	38.018637	-121.557747	Old River	Central Delta Tidal Zone	04-18-2016	30.45196	19.36084	245.6745	7.563116	8.788453	2.752542	51.55944	16.76971	23.59917	19.44274	221.2121	0.119678	6.143875	22.81257	4.378466
A5582	38.01964	-121.582309	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.37356	19.45626	212.2964	7.711095	9.041903	2.893346	41.06387	13.54887	22.5918	19.47611	192.1252	0.104119	6.68067	22.32677	3.70453
A5444	38.019641	-121.604281	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	21.4378	19.63117	216.4139	7.668476	8.989968	2.532292	38.80242	12.77957	20.1834	19.65873	196.7926	0.106206	7.465603	21.40164	3.559016
A5442	38.021023	-121.601281	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	21.48392	19.61125	215.2947	7.675183	9.004498	2.577445	38.6806	12.73649	20.47071	19.63728	195.1724	0.105389	7.374969	24.86394	3.551196
A5339	38.021968	-121.609051	Piper Slough	Central Delta Tidal Zone	04-18-2016	21.51223	19.6538	217.669	7.660203	8.976651	2.475987	38.94535	12.82872	19.96595	19.67658	198.3078	0.106999	7.560114	20.29174	3.568192
A4451	38.021121	-121.55971	Old River	Central Delta Tidal Zone	04-18-2016	29.10678	19.31732	238.2457	7.561988	8.773324	2.799939	49.96973	16.23325	23.98738	19.38842	214.1214	0.115885	6.552091	17.99954	4.276644
A3564	38.020367	-121.811268	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.8301	19.38309	205.8497	7.782906	9.401699	1.896062	32.95834	9.600741	22.26394	19.41115	185.0614	0.100505	10.21756	16.80222	3.183829
A5580	38.022628	-121.58205	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.42417	19.50538	212.24	7.724945	9.074131	2.888983	41.00497	13.53787	22.6025	19.5315	192.2845	0.10409	6.61742	17.48191	3.700813
A3566	38.020554	-121.815167	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.91725	19.11405	208.0787	7.779313	9.414096	1.979988	33.10039	9.686095	23.29658	19.14625	185.9809	0.101515	10.85249	18.91226	3.192952
A5440	38.023011	-121.598701	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	21.75817	19.6364	212.2254	7.704628	9.09638	2.67287	38.31148	12.61883	21.07649	19.65402	191.3663	0.103354	7.008957	21.04498	3.527496
A3562	38.019799	-121.807363	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.68389	19.63175	203.1282	7.793599	9.400756	1.846944	33.24271	9.596251	21.78631	19.64165	183.647	0.09932	9.623084	27.3042	3.202072
A3568	38.022132	-121.818616	San Joaquin River	Western Delta Tidal Zone	04-18-2016	25.05979	18.64485	211.6139	7.784301	9.448859	2.203463	33.37968	9.849937	26.47204	18.66096	187.502	0.103326	11.97856	21.19296	3.210881
A4448	38.024325	-121.563491	Old River	Central Delta Tidal Zone	04-18-2016	27.10724	19.19672	227.8038	7.56744	8.790371	2.780231	47.30415	15.3471	24.36306	19.26793	204.654	0.110903	7.328321	26.16788	4.104764
A5578	38.025402	-121.583355	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.18433	19.63924	211.7971	7.752235	9.154031	2.894227	40.69906	13.44345	22.74498	19.66092	192.3122	0.103837	6.456543	13.76188	3.680809
A3570	38.024094	-121.821463	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.94623	19.0522	209.999	7.800759	9.44321	2.072818	32.82571	9.81891	25.57234	19.01777	187.7567	0.102774	11.18201	26.59998	3.175315
A5438	38.02538	-121.596446	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	22.12036	19.72071	209.7811	7.731433	9.210786	2.742488	38.09037	12.57331	21.6319	19.75193	189.7262	0.102308	6.756502	26.97465	3.513294
A4446	38.027279	-121.563784	Old River	Central Delta Tidal Zone	04-18-2016	26.56496	19.29201	224.9496	7.586188	8.828655	2.857699	46.54064	15.00622	25.28288	19.3571	202.03	0.109639	7.396249	27.48631	4.055603
A5436	38.027186	-121.593516	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	22.51106	19.74661	209.1752	7.732331	9.251801	2.843053	38.31554	12.64562	22.41318	19.79778	189.644	0.102152	6.744383	15.73265	3.527749
A3572	38.025999	-121.824295	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.86246	19.45794	208.4692	7.803738	9.397295	1.829653	32.33621	9.745062	22.54368	19.42669	187.8761	0.102001	10.34444	13.51126	3.143886
A5576	38.028277	-121.583784	Holland Cut	Central Delta Tidal Zone	04-18-2016	24.1768	19.69448	212.6755	7.7568	9.176201	2.770629	41.0948	13.58051	22.09598	19.70892	193.2169	0.104208	6.286858	15.54465	3.706184
A4064	38.027112	-121.842381	New York Slough	Western Delta Tidal Zone	04-18-2016	25.10135	18.68267	217.1393	7.792586	9.526962	2.475657	36.89412	9.227843	40.96155	18.69894	193.2604	0.106375	12.44763	15.59972	3.435939
A5434	38.028517	-121.590198	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	23.15052	19.74111	209.3358	7.743219	9.251769	2.997219	38.88913	12.82351	23.42595	19.7662	189.8438	0.1023	6.766251	21.50089	3.564549
A3518	38.023386	-121.753382	San Joaquin River	Western Delta Tidal Zone	04-18-2016	25.11169	19.50311	194.0623	7.799757	9.47152	1.847325	55.31686	10.33405	24.89627	19.55861	175.7034	0.095301	8.24059	26.65052	4.61924
A3520	38.024025	-121.757202	San Joaquin River	Western Delta Tidal Zone	04-18-2016	25.09207	19.38093	194.2408	7.800741	9.488651	1.949588	55.30621	10.38765	27.22103	19.44177	175.3799	0.095359	8.469114	13.41969	4.618399
A3516	38.024597	-121.749547	San Joaquin River	Western Delta Tidal Zone	04-18-2016	25.02339	19.63953	193.6754	7.799109	9.448565	1.705689	55.43219	10.27087	22.46849	19.65759	175.7277	0.095095	7.959982	15.90245	4.626565
A3527	38.028607	-121.77025	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.47136	19.74285	196.5858	7.812844	9.445776	1.86753	49.65223	10.20034	25.12408	19.76765	178.7039	0.096448	8.767402	13.3156	4.25562
A3522	38.024911	-121.76085	San Joaquin River	Western Delta Tidal Zone	04-18-2016	25.017	19.35022	194.9828	7.80506	9.498283	2.054443	54.97302	10.41043	29.86655	19.39055	175.7867	0.095671	8.788233	27.35696	4.597009
A4061	38.028757	-121.847555	New York Slough	Western Delta Tidal Zone	04-18-2016	24.65243	19.10335	218.4791	7.808077	9.518003	2.475114	48.29195	9.032464	39.13676	19.11506	196.3064	0.107091	11.52063	15.98643	4.168385
A4068	38.027256	-121.834931	New York Slough	Western Delta Tidal Zone	04-18-2016	24.94078	18.75043	216.1406	7.773193	9.354827	2.38619	26.6279	9.443636	28.02525	18.77912	192.218	0.105669	11.85408	15.9839	2.777371
A3514	38.02503	-121.745857	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.89059	19.4898	192.6399	7.794814	9.463477	1.717001	54.96991	10.29408	23.20706	19.48535	174.0654	0.094531	7.833341	21.66648	4.596379
A4444	38.030111	-121.563874	Old River	Central Delta Tidal Zone	04-18-2016	26.53732	19.37331	223.5299	7.610284	8.852169	2.912329	46.0927	14.84761	25.71164	19.43411	201.1727	0.109033	7.27677	27.84393	4.026867
A5432	38.03004	-121.587134	Sand Mound Slough	Central Delta Tidal Zone	04-18-2016	23.89668	19.77937	212.2314	7.75899	9.205182	2.826938	40.66615	13.44186	22.597	19.76238	192.7096	0.103827	6.392328	13.54658	3.678656
A3529	38.028524	-121.77397	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.86309	19.70517	197.0597	7.817109	9.450091	1.905429	47.10139	10.17802	24.27729	19.74277	178.979	0.096663	9.05725	28.78166	4.091796
A3512	38.025079	-121.742142	San Joaquin River	Western Delta Tidal Zone	04-18-2016	24.51035	19.33319	191.5095	7.788892	9.483138	1.739774	54.219	10.26454	23.59727	19.36497	172.57	0.093976	7.734937	13.79172	4.548335
