CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A3189	38.133628	-121.568539	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.7854	22.94532	185.0669	7.334335	7.291058	4.272398	12.64663	4.833125	29.04594	22.95995	178.2994	0.090637	3.884287	8.035924	1.879814
A693	38.133771	-121.691922	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.84412	22.087	2596.739	7.742616	8.077807	2.831285	18.8282	6.20424	18.58611	22.02619	2481.21	1.370174	16.07109	57.10287	2.276716
A3187	38.134932	-121.565084	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.4152	22.94077	184.6346	7.327408	7.292206	4.369741	12.67186	4.847396	29.5431	22.9544	177.9442	0.090466	3.937258	7.759325	1.881433
A3185	38.136367	-121.561876	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.17407	22.9334	184.7354	7.317588	7.203103	4.592169	12.76971	4.86097	31.08976	22.9468	178.0357	0.090521	3.957293	7.827158	1.887715
A3183	38.1367	-121.558276	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.75917	22.92104	608.7088	7.352266	7.192288	4.646385	14.23226	5.230402	31.52725	22.92942	576.2875	0.330412	4.680566	12.54081	1.981768
A691	38.13658	-121.691106	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.87166	22.11402	2477.428	7.742763	8.065436	2.84079	18.66658	6.193735	18.95062	22.05527	2362.532	1.300453	15.74952	59.79264	2.266363
A3181	38.139258	-121.557741	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.29563	22.91844	184.2733	7.302593	7.056863	4.84985	12.78401	4.842814	33.07811	22.93099	177.4489	0.090269	3.922811	7.975819	1.888633
A689	38.139442	-121.690408	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.78273	22.14621	2324.257	7.740868	8.036054	2.841704	19.16718	6.172188	19.49931	22.08861	2217.987	1.215621	15.58532	64.33578	2.29845
A3179	38.141576	-121.560076	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.29185	22.91932	184.1828	7.301939	7.0557	4.861873	12.85182	4.860005	33.22377	22.93329	177.3352	0.090207	3.932456	8.039114	1.892987
A687	38.142225	-121.689413	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.71177	22.15958	2256.774	7.739765	8.017637	2.836801	19.54378	6.161623	19.97622	22.10207	2154.237	1.178485	15.58655	63.99389	2.322618
A3177	38.144358	-121.55905	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	22.06538	22.9112	183.5281	7.296113	7.046069	4.720886	12.94284	4.840354	32.29311	22.92471	176.6758	0.0899	3.885743	8.018067	1.89883
A3175	38.145222	-121.555451	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	21.68126	22.90301	182.9006	7.291467	7.047673	4.516291	13.06826	4.816734	30.80354	22.91607	176.0882	0.08963	3.840317	7.985342	1.906882
A3173	38.145725	-121.551898	North Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	21.53001	22.90134	182.7041	7.290947	7.056269	4.437304	13.17364	4.795582	30.2261	22.91447	175.9434	0.089567	3.829995	7.981926	1.913647
A685	38.145109	-121.688753	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.71288	22.20238	2038.091	7.738825	7.960143	2.841535	21.77944	6.134574	24.71428	22.14305	1943.222	1.05822	15.59476	55.45431	2.46615
A683	38.147878	-121.687732	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.84822	22.23866	1846.515	7.733875	7.9256	2.871414	22.45467	6.115119	27.60738	22.17801	1761.07	0.954166	15.73071	51.36932	2.509495
A681	38.15067	-121.686748	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.88913	22.30196	1558.436	7.722697	7.860703	2.875159	22.5266	6.093598	30.3883	22.24093	1486.602	0.797252	15.75412	48.71536	2.514122
A679	38.153518	-121.685911	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.99265	22.37734	1213.724	7.70812	7.803419	2.926931	20.8812	6.068289	31.95979	22.31575	1158.32	0.608911	15.87311	46.25581	2.408491
A677	38.156438	-121.685087	Sacramento River	Western Delta Tidal Zone	09-14-2015	25.84052	22.39565	1186.782	7.705774	7.7904	2.924014	20.82063	6.073782	32.16763	22.33495	1132.13	0.594306	15.71097	46.48422	2.404625
A3360	38.114014	-121.584441	Mokelumne River	Mokelumne Tidal Transition Zone	09-14-2015	23.29384	22.99206	198.3166	7.404003	7.586583	3.745478	12.87026	4.85916	25.0846	23.00117	192.409	0.097706	3.943967	9.395905	1.894171
A822	38.050922	-121.882403	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.84748	21.46077	18938.31	7.782063	8.05656	2.977105	23.84225	7.109231	17.76064	21.43327	17753.22	11.34221	17.03222	97.591	2.599301
A5645	37.97159	-121.511259	Empire Cut	South Delta Tidal Transition Zone	09-14-2015	11.99576	23.71127	592.5893	7.516215	7.087741	3.767689	32.55972	10.52778	23.74126	23.71084	580.7891	0.289471	5.244986	30.25746	3.158234
A5632	37.972867	-121.509192	Latham Slough	South Delta Tidal Transition Zone	09-14-2015	12.40265	23.71187	593.8026	7.521174	7.049689	3.78231	32.38646	10.52565	23.94695	23.70941	581.7167	0.289955	5.19458	31.08655	3.147111
A5614	37.993529	-121.509733	Latham Slough	South Delta Tidal Transition Zone	09-14-2015	12.14042	23.73413	522.2285	7.668831	7.51934	3.832568	24.16663	7.848254	25.90748	23.72529	512.8911	0.254827	5.507809	28.78514	2.619398
A5613	37.996138	-121.508604	Latham Slough	South Delta Tidal Transition Zone	09-14-2015	12.31746	23.66611	522.0007	7.658449	7.509964	3.84876	24.74372	7.883189	26.25067	23.65851	512.0614	0.254754	5.642879	28.45111	2.656447
A4989	38.000254	-121.51072	Middle River	Central Delta Tidal Zone	09-14-2015	12.51371	23.47941	520.3715	7.610638	7.41326	3.529393	24.78066	7.89196	23.26946	23.47222	508.6316	0.254001	6.415418	29.06518	2.658818
A3565	38.020222	-121.813222	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.46382	21.90753	10758.83	7.653456	8.250446	3.215614	22.04744	7.052622	21.28456	21.93625	9967.712	6.006399	11.54142	61.71111	2.483318
A3563	38.019855	-121.80935	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.06551	21.94915	10304.58	7.64971	8.272366	3.220762	21.89294	7.029104	22.55206	21.98122	9501.841	5.695947	11.97457	60.7673	2.473288
A3567	38.02118	-121.816987	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.35601	21.89389	10909.98	7.657185	8.228228	3.302416	22.13301	7.067287	20.98412	21.91362	10215.63	6.181826	11.27079	63.02263	2.48884
A3561	38.020466	-121.805512	San Joaquin River	Western Delta Tidal Zone	09-14-2015	22.54676	22.00311	9791.166	7.650711	8.285269	3.467021	21.86471	7.02244	24.84045	22.01909	9045.738	5.397082	11.50642	59.99769	2.471459
A3559	38.021137	-121.801878	San Joaquin River	Western Delta Tidal Zone	09-14-2015	22.34975	22.02626	9394.14	7.656749	8.308082	3.829299	21.80452	7.02767	25.39901	22.01958	8790.865	5.234094	10.80649	59.96397	2.467727
A3557	38.020955	-121.798023	San Joaquin River	Western Delta Tidal Zone	09-14-2015	22.48165	22.01587	9200.783	7.653491	8.316061	3.792178	21.61955	7.031078	23.94333	22.00057	8673.125	5.160256	10.62648	58.48972	2.455746
A3569	38.023099	-121.820049	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.63449	21.9008	10897.01	7.6625	8.190249	3.480821	22.07882	7.082495	21.08922	21.90649	10274.68	6.223977	11.19954	63.65926	2.485371
A3541	38.022389	-121.767358	San Joaquin River	Western Delta Tidal Zone	09-14-2015	21.1485	21.98349	7922.155	7.646433	8.454413	3.265783	21.02444	6.89334	20.46499	21.96916	7385.409	4.346591	10.71338	54.244	2.418893
A3539	38.0243	-121.791581	San Joaquin River	Western Delta Tidal Zone	09-14-2015	22.67208	21.9495	9125.029	7.652076	8.373171	3.429052	21.6967	6.976154	20.57785	21.90851	8585.415	5.113905	12.88107	58.42738	2.460776
A3537	38.024795	-121.787968	San Joaquin River	Western Delta Tidal Zone	09-14-2015	22.41685	21.85956	9025.392	7.66081	8.491577	3.153109	21.83474	6.92496	19.60973	21.83474	8475.571	5.051963	13.42409	58.32547	2.469527
A3571	38.024891	-121.822946	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.60258	21.91198	10902.22	7.667639	8.215675	3.521781	21.96696	7.083968	21.37915	21.91149	10313.84	6.244518	11.20325	64.48775	2.478184
A4062	38.027808	-121.846191	New York Slough	Western Delta Tidal Zone	09-14-2015	25.57206	21.65109	14050.73	7.667727	8.163866	2.892131	22.53751	7.115452	17.45508	21.683	13048.14	8.07417	13.44616	71.00807	2.514808
A3519	38.024201	-121.75529	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.7091	21.99631	7338.635	7.644099	8.43686	2.976612	21.01327	6.875016	17.93926	21.9728	6940.399	4.06645	10.8779	50.91789	2.418029
A3517	38.024423	-121.751483	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.78688	21.99333	7314.045	7.63847	8.447525	2.878878	20.61807	6.87137	17.87433	21.97389	6944.612	4.068982	11.0927	49.69878	2.389754
A3521	38.025109	-121.759049	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.65328	22.00271	7401.718	7.647193	8.445537	3.094858	21.26426	6.874389	18.30909	21.97549	6977.216	4.089332	10.97307	51.80983	2.434217
A3515	38.024716	-121.747641	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.69542	21.99859	7345.95	7.632504	8.462759	2.876714	20.39259	6.858684	17.97732	21.98197	6939.095	4.064784	11.44655	48.66321	2.374623
A4065	38.027548	-121.840489	New York Slough	Western Delta Tidal Zone	09-14-2015	24.36384	21.72336	13133.97	7.659152	8.186134	2.960532	22.40019	7.08886	18.49228	21.7756	11760.53	7.204576	12.05661	69.06349	2.505993
A3526	38.0289	-121.7684	San Joaquin River	Western Delta Tidal Zone	09-14-2015	21.17682	22.00247	7937.444	7.649377	8.451966	3.303795	21.1363	6.898897	21.30528	21.98236	7418.031	4.366118	10.44923	55.50703	2.426162
A3573	38.027335	-121.825639	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.38677	21.92066	10942.68	7.679636	8.352761	3.393369	21.82895	7.074455	21.58504	21.92564	10353.04	6.254403	11.06537	65.56531	2.469318
A3954	38.029412	-121.76276	Sherman Lake	Western Delta Tidal Zone	09-14-2015	21.11778	22.0012	7595.017	7.649941	8.44273	3.244783	21.39516	6.876734	20.06672	21.97422	7129.571	4.18532	10.96744	53.85746	2.441323
A3513	38.024925	-121.744021	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.45632	22.00778	7271.67	7.630522	8.457849	2.89781	21.48963	6.843119	18.07335	21.9954	6828.701	3.99444	11.53893	47.87774	2.443864
A3528	38.02864	-121.772216	San Joaquin River	Western Delta Tidal Zone	09-14-2015	21.38348	21.97128	8220.185	7.646295	8.465631	3.203063	21.3499	6.915891	20.97097	21.96847	7669.439	4.526329	10.47961	56.37973	2.440192
A4060	38.030039	-121.848901	New York Slough	Western Delta Tidal Zone	09-14-2015	25.65941	21.64351	14170.84	7.675042	8.178577	2.881334	22.82851	7.112895	17.32864	21.66433	13266.88	8.222875	13.90732	72.19469	2.53349
A3511	38.025728	-121.740309	San Joaquin River	Western Delta Tidal Zone	09-14-2015	20.04619	22.02181	7096.311	7.630248	8.458894	2.914691	21.96837	6.830754	17.94811	22.01217	6637.291	3.873383	11.32405	46.91558	2.468404
A4053	38.031483	-121.861521	New York Slough	Western Delta Tidal Zone	09-14-2015	26.4873	21.54398	16584.31	7.69956	8.231796	2.972752	23.20045	7.122857	17.52993	21.57621	15321.54	9.63066	14.26704	73.23994	2.557368
A4051	38.031827	-121.865154	New York Slough	Western Delta Tidal Zone	09-14-2015	26.65441	21.53345	16826.21	7.705746	8.222162	3.004233	23.19472	7.128712	17.95244	21.56181	15651.43	9.858074	14.10669	73.6448	2.557
A4056	38.031289	-121.856134	New York Slough	Western Delta Tidal Zone	09-14-2015	25.96825	21.58557	15295.82	7.686229	8.17065	2.792004	22.69691	7.104105	16.72191	21.61743	14076.3	8.777781	14.89808	72.5438	2.525042
A4049	38.032083	-121.868803	New York Slough	Western Delta Tidal Zone	09-14-2015	26.81415	21.52283	17046.41	7.715744	8.180139	2.990324	22.69489	7.136649	18.29525	21.54184	15978.49	10.0839	14.19101	75.0461	2.524909
A3509	38.026845	-121.736756	San Joaquin River	Western Delta Tidal Zone	09-14-2015	19.9088	22.03375	6896.675	7.633021	8.466	2.900628	21.46102	6.819974	17.67976	22.02914	6435.901	3.746448	10.66921	45.44845	2.437289
A3575	38.028796	-121.828799	San Joaquin River	Western Delta Tidal Zone	09-14-2015	23.42704	21.90824	10867.83	7.681149	8.336746	3.288938	21.82099	7.070451	20.62935	21.91592	10307.26	6.224279	11.39917	65.11889	2.468808
A4047	38.033587	-121.871939	New York Slough	Western Delta Tidal Zone	09-14-2015	26.82541	21.53123	16956.93	7.724313	8.163871	3.027573	22.34031	7.140716	18.27569	21.54488	15982.21	10.06412	14.24961	78.06158	2.502144
A3507	38.027358	-121.733119	San Joaquin River	Western Delta Tidal Zone	09-14-2015	19.51921	22.0635	6584.901	7.643389	8.472754	2.827739	20.80323	6.798833	17.51074	22.06939	6114.566	3.543912	9.742864	43.75577	2.404344
A3505	38.02927	-121.729979	San Joaquin River	Western Delta Tidal Zone	09-14-2015	19.18987	22.09095	6329.094	7.652489	8.486302	2.775356	20.81012	6.782623	17.51203	22.09575	5864.211	3.387181	9.400257	43.09952	2.404349
A4045	38.034781	-121.875168	New York Slough	Western Delta Tidal Zone	09-14-2015	26.67712	21.53731	16936.13	7.724287	8.148954	2.993686	22.3645	7.144988	18.4323	21.5518	15935.12	9.998587	13.98619	79.19018	2.503699
A4058	38.03311	-121.851741	New York Slough	Western Delta Tidal Zone	09-14-2015	25.90595	21.62006	14575.08	7.683207	8.159616	2.780976	22.97649	7.097668	17.16007	21.64705	13561.78	8.424982	14.78415	73.27812	2.542991
A3503	38.031002	-121.726972	San Joaquin River	Western Delta Tidal Zone	09-14-2015	18.94376	22.13013	6013.158	7.659831	8.517489	2.789411	21.1349	6.765239	17.46712	22.11899	5605.058	3.226268	9.318381	42.22564	2.424738
A4043	38.035948	-121.878463	New York Slough	Western Delta Tidal Zone	09-14-2015	26.31779	21.53518	17344.63	7.725129	8.123672	2.799119	22.84624	7.148714	18.11584	21.55435	16183.2	10.13819	13.8644	82.92824	2.534625
A3501	38.033637	-121.724393	San Joaquin River	Western Delta Tidal Zone	09-14-2015	18.78447	22.13543	5732.811	7.664229	8.52132	2.73766	20.47385	6.751245	17.17267	22.12927	5386.434	3.091865	9.701359	41.13377	2.382567
A4041	38.037407	-121.881753	New York Slough	Western Delta Tidal Zone	09-14-2015	26.5728	21.52154	17826.08	7.729304	8.119746	2.653213	23.19385	7.141926	17.03989	21.53767	16626.74	10.51337	14.44885	86.513	2.556928
A3499	38.036978	-121.722216	San Joaquin River	Western Delta Tidal Zone	09-14-2015	18.78023	22.14333	5634.901	7.662754	8.522379	2.70667	20.37766	6.740389	17.10601	22.14459	5308.985	3.043215	9.930603	40.15504	2.376389
A3646	38.037566	-121.493602	San Joaquin River	Central Delta Tidal Zone	09-14-2015	11.17115	23.70797	488.8288	7.553699	7.527451	5.355925	28.89121	9.264169	37.36175	23.71296	477.8523	0.237185	6.212439	40.12773	2.922716
A3497	38.037947	-121.71838	San Joaquin River	Western Delta Tidal Zone	09-14-2015	18.84066	22.17479	5479.297	7.660509	8.543736	2.712092	20.37065	6.712677	17.41185	22.17695	5141.229	2.938185	10.12564	39.04988	2.375485
A3643	38.0403	-121.497801	San Joaquin River	Central Delta Tidal Zone	09-14-2015	11.22484	23.67739	488.2589	7.543874	7.495843	5.306888	28.17037	9.064301	36.88358	23.68847	477.7731	0.237274	6.19883	39.48556	2.876438
A3641	38.043519	-121.499796	San Joaquin River	Central Delta Tidal Zone	09-14-2015	11.50846	23.62965	485.8448	7.537379	7.467267	5.209421	27.37459	8.858869	36.21172	23.63979	475.4496	0.236348	6.290007	38.72118	2.825349
A3495	38.038601	-121.714768	San Joaquin River	Western Delta Tidal Zone	09-14-2015	19.06407	22.20126	5268.048	7.659464	8.565411	2.772497	20.36244	6.684292	17.46991	22.19657	4941.271	2.815226	10.32257	38.52816	2.37517
A3493	38.038827	-121.711256	San Joaquin River	Western Delta Tidal Zone	09-14-2015	19.10652	22.20935	5162.437	7.657843	8.566662	2.786917	20.43635	6.670053	17.36858	22.20172	4840.143	2.753557	10.28298	38.25035	2.379882
A4035	38.044436	-121.888372	New York Slough	Western Delta Tidal Zone	09-14-2015	26.86347	21.49743	17680.25	7.760956	8.013928	2.990599	22.94966	7.126835	18.84919	21.48324	16518.09	10.4671	14.46599	98.04635	2.541229
A3491	38.040153	-121.708128	San Joaquin River	Western Delta Tidal Zone	09-14-2015	18.99628	22.21693	4851.252	7.657156	8.542839	2.713813	20.68297	6.63482	16.85864	22.20686	4525.72	2.563481	9.683015	37.80735	2.395125
A3638	38.044633	-121.503917	San Joaquin River	Central Delta Tidal Zone	09-14-2015	11.78793	23.59376	485.023	7.540794	7.486121	5.051684	27.24152	8.722184	35.04647	23.60325	473.898	0.235737	6.366502	37.13849	2.816806
A3636	38.048302	-121.504216	San Joaquin River	Central Delta Tidal Zone	09-14-2015	12.1303	23.57915	486.224	7.544111	7.505279	4.993804	26.33958	8.544765	34.61727	23.58919	475.7955	0.236769	6.309759	37.37264	2.758901
A3634	38.050574	-121.506271	San Joaquin River	Central Delta Tidal Zone	09-14-2015	12.37465	23.55657	487.9955	7.54762	7.521272	4.851045	26.03662	8.383051	33.5162	23.56704	477.9844	0.237974	6.302886	36.25201	2.739451
A3632	38.052542	-121.508767	San Joaquin River	Central Delta Tidal Zone	09-14-2015	12.61653	23.53695	490.0222	7.549568	7.532233	4.719132	25.76202	8.238441	32.52164	23.54672	480.0147	0.239098	6.321733	35.38745	2.721822
A823	38.050243	-121.883876	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.71901	21.46133	18907.46	7.782658	8.026881	3.000417	23.62203	7.110902	17.82975	21.43301	17714.5	11.31524	16.84585	98.13496	2.58528
A821	38.049519	-121.879057	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.61804	21.45222	18971.98	7.782452	8.142838	2.838672	23.81145	7.104388	17.78961	21.42865	17806.65	11.37701	17.39457	98.08917	2.596505
A819	38.050309	-121.87523	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.38364	21.44541	18937.44	7.782232	8.18887	2.773777	23.88822	7.101025	17.56594	21.42439	17795.21	11.36712	17.75843	98.63235	2.601472
A817	38.052202	-121.872481	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.31615	21.42256	18954.92	7.786561	8.272409	2.690999	24.04243	7.090102	16.69091	21.40125	17823.04	11.39366	19.1673	101.7522	2.611408
A815	38.053251	-121.869016	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.56041	21.41317	18904.02	7.789277	8.313687	2.689672	24.45814	7.082984	16.25596	21.38583	17750.37	11.34801	20.34136	104.6874	2.638111
A813	38.053819	-121.865113	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.79547	21.41593	18722.13	7.789691	8.325925	2.703319	24.50039	7.079365	16.32312	21.38678	17607.85	11.24968	20.74888	105.7141	2.640819
A776	38.057866	-121.804914	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.61105	21.56338	14139.28	7.773164	8.339395	2.474124	23.75862	7.017578	14.41002	21.54182	13332.65	8.291657	21.09461	105.9849	2.593192
A774	38.059178	-121.801157	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.61547	21.55391	13870.81	7.77539	8.305902	2.462507	23.67968	7.012337	14.08065	21.53094	13132.4	8.15831	21.20631	106.6969	2.588134
A809	38.058986	-121.860967	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.66496	21.42175	18538.74	7.795228	8.403949	2.768833	24.0574	7.085163	16.80525	21.38691	17457	11.14397	20.57788	108.686	2.612385
A778	38.059043	-121.808138	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.73233	21.5672	14295.09	7.776369	8.369509	2.504541	24.04012	7.025939	14.76919	21.54071	13471.45	8.384857	20.58744	107.0335	2.611265
A772	38.060294	-121.797751	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.54749	21.55514	13651.4	7.776351	8.29912	2.461658	23.75437	7.007767	14.08809	21.53079	12937.82	8.028174	21.16539	106.1885	2.592934
A811	38.055642	-121.862098	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.88467	21.41736	18651.39	7.793087	8.362124	2.728697	24.21066	7.080739	16.57952	21.38529	17545.51	11.20612	20.84606	107.311	2.622223
A780	38.060066	-121.811589	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.69307	21.55618	14498.29	7.778726	8.386279	2.528376	23.72147	7.045438	14.9991	21.5252	13656.09	8.511343	19.44649	108.848	2.590815
A770	38.060876	-121.793972	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.34262	21.55736	13197.71	7.7767	8.300191	2.436654	23.55942	6.992138	14.09775	21.5311	12516.64	7.747068	21.37974	104.4921	2.580464
A805	38.062928	-121.855291	Sacramento River	Western Delta Tidal Zone	09-14-2015	27.11495	21.43684	18216.41	7.794586	8.420875	2.814933	24.64141	7.097766	16.85235	21.39842	17182.97	10.951	19.36761	110.3193	2.649878
A782	38.061379	-121.814857	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.64523	21.54375	14592.4	7.779777	8.39721	2.528159	23.79163	7.056395	14.94627	21.511	13739.67	8.570079	19.04766	109.7743	2.595323
A768	38.062046	-121.790596	Sacramento River	Western Delta Tidal Zone	09-14-2015	26.37666	21.55615	12887.32	7.777978	8.306544	2.399407	23.26739	6.983438	13.79761	21.52664	12184.62	7.525284	21.21897	102.6527	2.561777
