Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	Pheophytin Rmk DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	H2O Delta 18O (per mil) DS	H2O Delta 2H (per mil) DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	UV Slope Ratio DS	UV Slope Ratio Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 275-295 nm Rmk DS	Sag 290-350 nm DS	Sag 290-350 nm Rmk DS	Sag 350-400 nm DS	Sag 350-400 nm Rmk DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	FI Rmk DS	HIX DS	HIX Rmk DS	Picophytoplankton PC-Rich Sphere Tally DS	Picophytoplankton PC-Rich Sphere Density (cells/mL) DS	Picophytoplankton PC-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PC-Rich Tally DS	Picophytoplankton PC-Rich Density (cells/mL) DS	Picophytoplankton PC-Rich Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Sphere Tally DS	Picophytoplankton PE-Rich Sphere Density (cells/mL) DS	Picophytoplankton PE-Rich Sphere Total Biovolume (um3/mL) DS	Picophytoplankton PE-Rich Tally DS	Picophytoplankton PE-Rich Density (cells/mL) DS	Picophytoplankton PE-Rich Total Biovolume (um3/mL) DS	Picophytoplankton Total Tally DS	Picophytoplankton Total Density (cells/mL) DS	Picophytoplankton Total Biovolume (um3/mL) DS	Picophytoplankton lab comment
05/17/2022 10:27	SJRST	375615121200501	1.2	NA	1.9	NA	0.6	NA	1.1	NA	0.114	NA	0.059	NA	4.40	NA	0.318	NA	5.59	NA	0.477	NA	8.14	4.21	314.12	10.27	399.07	15.40	322.25	76.82	NA	NA	3.6	NA	0.273	NA	2.2	NA	0.076	NA	0.0554	NA	0.0101	NA	0.0046	E	0.0030	E	0.0171	NA	0.0200	NA	0.0190	NA	0.0160	NA	0.6736	NA	0.1571	NA	0.407	NA	0.1418	NA	0.4358	NA	0.3360	NA	0.2756	NA	1.687	NA	0.7889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:04	13	5/17/2022-13	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	0.014	NA	1.62	NA	0.237	NA	NA	NA	NA	NA	3.50	1.00	115.65	7.65	NA	NA	119.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:08	14	5/17/2022-14	NA	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.006	NA	0.137	NA	0.180	NA	NA	NA	NA	NA	1.93	0.43	9.78	5.81	NA	NA	11.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:11	14MILE	380232121241801	1.0	NA	0.8	NA	0.5	NA	0.3	NA	0.021	E	0.003	E	0.0879	NA	0.107	NA	0.45	NA	0.157	NA	1.50	0.21	6.28	3.45	32.13	5.07	7.77	24.35	NA	NA	4.7	NA	0.374	NA	2.8	NA	0.131	NA	0.0950	NA	0.0185	NA	0.0086	NA	0.0054	E	0.0179	NA	0.0186	NA	0.0182	NA	0.0160	NA	1.1210	NA	0.0384	NA	0.561	NA	0.2171	NA	0.5988	NA	0.4273	NA	0.2709	NA	1.520	NA	0.8707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:34	15	5/17/2022-15	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.004	NA	0.212	NA	0.110	NA	NA	NA	NA	NA	1.57	0.29	15.13	3.55	NA	NA	16.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:40	16	5/17/2022-16	NA	NA	NA	NA	NA	NA	NA	NA	0.028	NA	0.005	NA	0.404	NA	0.094	NA	NA	NA	NA	NA	2.00	0.36	28.84	3.03	NA	NA	30.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 11:43	SJW	380131121280501	NA	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.005	NA	0.440	NA	0.083	NA	0.75	NA	0.099	NA	1.93	0.36	31.41	2.68	53.54	3.20	33.34	20.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 12:38	SJJ	11337190	1.7	E	1.3	E	1.0	NA	0.9	NA	0.015	E	0.002	E	0.199	NA	0.050	NA	0.44	NA	0.060	NA	1.07	0.14	14.21	1.61	31.41	1.94	15.28	16.13	NA	NA	2.6	NA	0.211	NA	2.9	NA	0.075	NA	0.0536	NA	0.0102	NA	0.0048	E	0.0032	E	0.0184	NA	0.0188	NA	0.0185	NA	0.0153	NA	0.6253	NA	0.0089	<	0.309	NA	0.1201	NA	0.3225	NA	0.2215	NA	0.1365	NA	1.548	NA	0.8745	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:04	18	5/17/2022-18	NA	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.002	E	0.180	NA	0.055	NA	NA	NA	NA	NA	1.00	0.14	12.85	1.78	NA	NA	13.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:09	19	5/17/2022-19	NA	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.002	E	0.161	NA	0.057	NA	NA	NA	NA	NA	1.29	0.14	11.49	1.84	NA	NA	12.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:13	20	5/17/2022-20	NA	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.002	E	0.174	NA	0.058	NA	NA	NA	NA	NA	1.43	0.14	12.42	1.87	NA	NA	13.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:18	21	5/17/2022-21	NA	NA	NA	NA	NA	NA	NA	NA	0.033	NA	0.003	NA	0.143	NA	0.056	NA	NA	NA	NA	NA	2.36	0.21	10.21	1.81	NA	NA	12.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:22	22	5/17/2022-22	NA	NA	NA	NA	NA	NA	NA	NA	0.058	NA	0.005	NA	0.150	NA	0.056	NA	NA	NA	NA	NA	4.14	0.36	10.71	1.81	NA	NA	14.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:26	23	5/17/2022-23	NA	NA	NA	NA	NA	NA	NA	NA	0.068	NA	0.008	NA	0.164	NA	0.073	NA	NA	NA	NA	NA	4.85	0.57	11.71	2.36	NA	NA	16.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:31	24	5/17/2022-24	NA	NA	NA	NA	NA	NA	NA	NA	0.069	NA	0.010	NA	0.138	NA	0.077	NA	NA	NA	NA	NA	4.93	0.71	9.85	2.49	NA	NA	14.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:36	25	5/17/2022-25	NA	NA	NA	NA	NA	NA	NA	NA	0.071	NA	0.011	NA	0.171	NA	0.080	NA	NA	NA	NA	NA	5.07	0.79	12.21	2.58	NA	NA	17.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:42	26	5/17/2022-26	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	0.004	NA	0.0485	NA	0.033	NA	NA	NA	NA	NA	3.07	0.29	3.46	1.07	NA	NA	6.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:46	27	5/17/2022-27	NA	NA	NA	NA	NA	NA	NA	NA	0.046	NA	0.004	NA	0.0638	NA	0.032	NA	NA	NA	NA	NA	3.28	0.29	4.55	1.03	NA	NA	7.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:51	28	5/17/2022-28	NA	NA	NA	NA	NA	NA	NA	NA	0.108	NA	0.008	NA	0.131	NA	0.053	NA	NA	NA	NA	NA	7.71	0.57	9.35	1.71	NA	NA	17.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 13:56	29	5/17/2022-29	NA	NA	NA	NA	NA	NA	NA	NA	0.061	NA	0.007	NA	0.126	NA	0.053	NA	NA	NA	NA	NA	4.35	0.50	9.00	1.71	NA	NA	13.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:00	30	5/17/2022-30	NA	NA	NA	NA	NA	NA	NA	NA	0.058	NA	0.007	NA	0.119	NA	0.060	NA	NA	NA	NA	NA	4.14	0.50	8.50	1.94	NA	NA	12.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:09	GRIZ	380631122032201	2.5	E	5.0	E	3.9	NA	6.5	NA	0.061	NA	0.011	NA	0.388	NA	0.067	NA	0.71	NA	0.102	NA	4.35	0.79	27.70	2.16	50.69	3.29	32.05	18.63	NA	NA	2.8	NA	0.260	NA	3.1	NA	0.085	NA	0.0609	NA	0.0127	NA	0.0064	E	0.0045	E	0.0177	NA	0.0179	NA	0.0168	NA	0.0129	NA	0.7583	NA	0.0462	NA	0.372	NA	0.1530	NA	0.3840	NA	0.2701	NA	0.1544	NA	1.498	NA	0.8725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:32	31	5/17/2022-31	NA	NA	NA	NA	NA	NA	NA	NA	0.051	NA	0.007	NA	0.154	NA	0.051	NA	NA	NA	NA	NA	3.64	0.50	10.99	1.65	NA	NA	14.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:35	32	5/17/2022-32	NA	NA	NA	NA	NA	NA	NA	NA	0.041	NA	0.005	NA	0.103	NA	0.041	NA	NA	NA	NA	NA	2.93	0.36	7.35	1.32	NA	NA	10.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:37	33	5/17/2022-33	NA	NA	NA	NA	NA	NA	NA	NA	0.034	NA	0.004	NA	0.0646	NA	0.035	NA	NA	NA	NA	NA	2.43	0.29	4.61	1.13	NA	NA	7.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:39	34	5/17/2022-34	NA	NA	NA	NA	NA	NA	NA	NA	0.034	NA	0.004	NA	0.0749	NA	0.034	NA	NA	NA	NA	NA	2.43	0.29	5.35	1.10	NA	NA	7.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:42	35	5/17/2022-35	NA	NA	NA	NA	NA	NA	NA	NA	0.032	NA	0.004	NA	0.0655	NA	0.035	NA	NA	NA	NA	NA	2.28	0.29	4.68	1.13	NA	NA	6.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:44	36	5/17/2022-36	NA	NA	NA	NA	NA	NA	NA	NA	0.060	NA	0.013	NA	0.236	NA	0.094	NA	NA	NA	NA	NA	4.28	0.93	16.85	3.03	NA	NA	21.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:46	37	5/17/2022-37	NA	NA	NA	NA	NA	NA	NA	NA	0.040	NA	0.004	NA	0.0662	NA	0.033	NA	NA	NA	NA	NA	2.86	0.29	4.73	1.07	NA	NA	7.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:53	38	5/17/2022-38	NA	NA	NA	NA	NA	NA	NA	NA	0.049	NA	0.008	NA	0.104	NA	0.054	NA	NA	NA	NA	NA	3.50	0.57	7.42	1.74	NA	NA	10.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 14:56	39	5/17/2022-39	NA	NA	NA	NA	NA	NA	NA	NA	0.043	NA	0.005	NA	0.0663	NA	0.037	NA	NA	NA	NA	NA	3.07	0.36	4.74	1.19	NA	NA	7.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:01	40	5/17/2022-40	NA	NA	NA	NA	NA	NA	NA	NA	0.045	NA	0.006	NA	0.119	NA	0.044	NA	NA	NA	NA	NA	3.21	0.43	8.50	1.42	NA	NA	11.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:05	41	5/17/2022-41	NA	NA	NA	NA	NA	NA	NA	NA	0.069	NA	0.012	NA	0.234	NA	0.080	NA	NA	NA	NA	NA	4.93	0.86	16.71	2.58	NA	NA	21.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:13	CONFL	11455508	1.6	E	1.5	E	1.6	NA	1.8	NA	0.060	NA	0.008	NA	0.334	NA	0.056	NA	0.59	NA	0.083	A	4.28	0.57	23.84	1.81	42.12	2.68	28.13	13.99	NA	NA	2.7	NA	0.240	NA	3.0	NA	0.080	NA	0.0569	NA	0.0110	NA	0.0051	E	0.0034	E	0.0183	NA	0.0188	NA	0.0182	NA	0.0155	NA	0.6992	NA	0.0072	E	0.344	NA	0.1423	NA	0.3608	NA	0.2424	NA	0.1423	NA	1.529	NA	0.8864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:28	42	5/17/2022-42	NA	NA	NA	NA	NA	NA	NA	NA	0.068	NA	0.008	NA	0.166	NA	0.064	NA	NA	NA	NA	NA	4.85	0.57	11.85	2.07	NA	NA	16.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:32	43	5/17/2022-43	NA	NA	NA	NA	NA	NA	NA	NA	0.059	NA	0.008	NA	0.171	NA	0.076	NA	NA	NA	NA	NA	4.21	0.57	12.21	2.45	NA	NA	16.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:40	TOL	11455485	2.9	E	2.3	E	2.8	NA	2.4	NA	0.030	A	0.004	A	0.259	NA	0.052	A	0.47	NA	0.080	NA	2.14	0.29	18.49	1.68	33.55	2.58	20.63	12.92	NA	NA	2.3	NA	0.200	NA	2.9	NA	0.068	NA	0.0485	NA	0.0093	NA	0.0044	E	0.0031	E	0.0186	NA	0.0189	NA	0.0180	NA	0.0145	NA	0.5598	NA	0.0094	E	0.281	NA	0.1156	NA	0.2970	NA	0.2154	NA	0.1280	NA	1.506	NA	0.8739	<	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 15:57	44	5/17/2022-44	NA	NA	NA	NA	NA	NA	NA	NA	0.022	E	0.002	E	0.191	NA	0.064	NA	NA	NA	NA	NA	1.57	0.14	13.64	2.07	NA	NA	15.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/17/2022 16:01	45	5/17/2022-45	NA	NA	NA	NA	NA	NA	NA	NA	0.021	E	0.003	E	0.218	NA	0.058	NA	NA	NA	NA	NA	1.50	0.21	15.56	1.87	NA	NA	17.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/18/2022 08:01	1	5/18/2022-01	NA	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.002	E	0.196	NA	0.042	NA	NA	NA	NA	NA	1.21	0.14	13.99	1.36	NA	NA	15.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
05/18/2022 08:14	2	5/18/2022-02	NA	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.002	E	0.161	NA	0.024	NA	NA	NA	NA	NA	1.78	0.14	11.49	0.77	NA	NA	13.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
