CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	NH4 (uM) (DS) SA	Orthophosphate (uM) (DS) SA
A3732	38.01273	-121.45793	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	21.04	21.03	530.68	7.33	7.40	83.18	2.57	1.99	49.50	5.19	54.12	21.01	509.6	0.27	2.05	2.50	3.00	0.40	7.95	25.84	31.51	37.64	5.03	23.31	3.66	21.72	45.27	1.56	4.03
A2962	38.18898	-121.64300	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.93	19.93	148.61	7.64	8.80	96.70	2.46	0.64	15.35	1.78	16.16	19.94	137.9	0.07	0.26	1.48	0.89	0.37	3.00	8.76	49.46	29.51	12.23	10.20	1.58	8.06	18.19	1.25	1.18
A5244	38.03244	-121.40483	Central Delta Tidal Transition Zone	Fourteenmile Slough	Oct-2022	6.43	20.45	401.58	7.62	8.29	92.11	1.72	2.41	50.57	5.84	54.22	20.46	372.5	0.20	3.80	2.19	1.16	0.83	7.98	47.68	27.53	14.54	10.43	7.55	3.72	22.15	29.89	0.72	1.68
A3245	38.20958	-121.49132	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	7.98	20.09	125.36	7.71	9.24	101.80	2.06	1.69	13.63	4.35	14.19	20.10	117.0	0.06	3.32	1.54	2.11	0.95	7.99	41.65	19.30	26.17	11.99	8.58	1.47	7.37	16.00	0.66	0.71
A4209	38.08035	-121.50020	Central Delta Tidal Transition Zone	Little Potato Slough	Oct-2022	0.79	20.53	216.41	8.02	9.51	105.81	3.29	6.53	32.26	13.37	34.65	20.54	202.9	0.11	1.71	2.03	15.72	0.00	19.50	8.93	10.65	80.16	0.00	1.15	2.61	14.82	15.96	0.25	0.68
A772	38.05955	-121.79736	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.93	19.24	3298.85	7.63	9.12	99.80	7.23	1.72	20.17	4.13	22.25	19.25	3296.2	1.96	2.88	2.29	3.30	0.00	8.46	33.86	27.26	38.91	0.00	12.55	1.87	9.99	22.55	1.63	1.06
A2904	38.25317	-121.60171	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.42	19.96	134.97	7.47	8.54	93.88	1.02	0.40	12.44	1.11	12.88	19.97	126.3	0.07	0.38	1.25	0.31	0.37	2.30	16.60	48.18	13.42	16.04	11.66	1.40	6.89	18.57	1.22	0.86
A3089	38.13323	-121.59110	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.48	19.87	134.21	7.50	8.53	93.60	1.33	0.49	12.65	1.42	13.25	19.85	125.4	0.07	0.01	1.34	0.38	0.38	2.13	0.36	63.45	17.49	18.02	11.79	1.41	6.98	18.79	1.31	0.93
A3700	38.03771	-121.48491	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.49	20.54	467.16	7.44	8.04	89.50	2.95	3.84	36.41	9.29	39.49	20.53	441.9	0.23	1.09	2.35	6.43	0.21	10.13	12.60	24.76	59.59	2.63	7.88	2.86	16.48	24.50	1.02	1.97
A845	38.04533	-121.91218	Suisun Bay	Suisun Bay	Oct-2022	14.76	18.83	11589.98	7.70	9.07	101.35	6.15	3.84	25.42	8.31	27.95	18.87	10721.1	6.98	7.37	1.86	5.74	0.55	15.59	47.18	12.04	36.82	3.48	15.97	2.19	12.09	28.05	1.30	1.51
A2936	38.20881	-121.61020	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	12.77	19.99	141.32	7.49	8.59	94.53	1.25	0.49	13.98	1.20	14.58	20.00	132.3	0.07	0.08	1.35	0.44	0.27	2.17	3.85	62.10	20.48	12.36	13.82	1.49	7.51	21.34	1.07	1.01
A4911	38.05603	-121.64828	Central Delta Tidal Transition Zone	False River	Oct-2022	4.98	20.32	878.45	7.98	9.06	100.53	6.48	2.13	21.29	5.06	22.83	20.34	801.7	0.43	1.79	3.81	4.61	0.00	10.22	17.54	37.40	44.97	0.01	5.97	1.94	10.44	16.41	0.99	1.04
A3623	38.09167	-121.57519	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	5.51	19.85	550.01	7.81	8.96	98.46	4.79	3.13	21.96	7.17	24.01	19.83	508.0	0.27	0.07	2.37	7.24	0.04	9.92	1.13	24.19	71.97	0.71	6.32	1.98	10.70	16.94	0.82	0.91
A3463	38.08774	-121.63842	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.23	19.85	801.81	7.90	8.98	98.66	7.44	2.87	20.72	6.43	22.88	19.87	733.4	0.40	0.31	2.81	6.36	0.00	9.56	3.23	29.49	66.30	0.00	7.07	1.90	10.21	17.27	0.86	0.99
A2544	38.20754	-121.65933	Western Delta Tidal Transition Zone	Cache Slough	Oct-2022	6.84	19.87	152.46	7.71	8.95	98.21	2.79	0.99	16.75	2.35	17.54	19.89	142.2	0.08	0.78	1.97	1.65	0.00	4.41	17.61	45.17	37.12	0.12	7.99	1.66	8.62	16.59	1.07	1.17
A4829	38.04144	-121.40915	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	4.47	20.50	357.45	7.53	8.12	90.32	1.77	1.98	47.02	4.99	50.45	20.50	334.0	0.18	2.98	2.17	1.00	0.80	6.94	42.80	31.34	14.48	11.49	5.64	3.51	20.73	26.58	0.91	1.64
A5619	37.98958	-121.51368	South Delta Tidal Transition Zone	Latham Slough	Oct-2022	3.50	21.07	483.09	7.69	8.92	100.31	1.94	2.76	35.46	6.50	36.70	21.15	461.8	0.24	3.19	4.08	3.66	0.25	11.26	28.35	36.24	32.49	2.23	5.37	2.80	16.10	21.89	1.14	1.44
A1189	38.07064	-121.95272	Suisun Bay	Honker Bay	Oct-2022	17.18	18.44	17095.94	7.74	8.57	96.99	15.95	2.30	25.82	4.71	29.71	18.50	15589.9	10.56	3.81	3.38	2.74	0.11	10.01	36.45	38.81	24.56	0.59	18.33	2.21	12.25	30.53	1.43	0.62
A4824	38.04239	-121.41764	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	4.04	20.52	344.12	7.43	7.88	87.63	1.81	1.98	45.25	4.87	48.51	20.52	325.2	0.17	2.60	2.17	1.02	0.78	6.56	39.56	33.14	15.50	11.90	5.11	3.40	20.02	25.26	0.95	1.46
A5086	37.93384	-121.52697	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.96	21.01	467.92	7.44	7.94	89.19	1.96	1.95	40.08	4.80	41.81	21.07	446.4	0.23	3.38	3.76	1.66	0.03	8.87	38.03	42.43	18.72	0.35	6.19	3.08	17.95	24.07	1.31	1.74
A4021	38.03211	-121.83043	Western Delta Tidal Transition Zone	Broad Slough	Oct-2022	13.70	19.07	8829.41	7.75	8.89	98.84	7.44	2.74	23.59	6.29	25.90	19.27	7405.9	4.65	6.57	2.17	4.84	0.55	14.20	45.54	16.12	34.17	3.85	14.86	2.08	11.36	26.17	1.43	0.78
A4426	38.04542	-121.58023	Central Delta Tidal Transition Zone	Old River	Oct-2022	4.14	20.42	531.85	7.93	9.11	101.13	5.93	2.41	23.78	5.95	25.37	20.52	504.8	0.27	1.35	3.54	4.50	0.00	9.39	14.44	37.86	47.74	0.00	5.17	2.09	11.43	16.75	1.16	0.85
A4523	37.95754	-121.56555	South Delta Tidal Transition Zone	Old River	Oct-2022	3.29	20.47	615.41	7.43	7.77	86.47	2.51	1.78	29.31	4.12	30.51	20.55	580.7	0.31	3.41	3.65	1.93	0.00	9.01	37.83	40.49	21.47	0.00	4.20	2.43	13.64	17.90	0.87	0.82
A3135	38.22555	-121.50274	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	7.29	19.84	108.78	7.39	8.74	95.85	2.17	1.06	13.34	3.09	13.83	19.86	102.1	0.05	2.49	1.41	0.98	0.84	5.71	42.58	24.88	17.22	15.49	7.44	1.45	7.26	14.74	0.88	0.73
A1091	38.12134	-121.99609	Suisun Bay	Grizzly Bay	Oct-2022	16.78	19.03	16584.80	7.81	9.12	104.22	4.82	1.96	26.48	4.37	28.79	19.07	15356.4	10.24	4.60	2.60	2.36	0.10	9.64	47.09	27.59	24.45	0.90	18.33	2.26	12.51	30.82	1.61	1.60
A3932	38.09211	-121.68575	Western Delta Tidal Transition Zone	Threemile Slough	Oct-2022	7.49	19.60	1184.53	7.69	8.74	95.72	7.39	1.88	21.09	4.80	23.57	19.60	1086.1	0.61	0.16	2.35	4.03	0.11	6.72	2.42	35.13	59.81	1.75	8.41	1.93	10.36	18.74	1.02	1.21
A3035	38.18196	-121.57139	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	12.96	19.88	139.40	7.46	8.54	93.71	1.14	0.59	12.84	1.60	13.51	19.86	130.1	0.07	0.01	1.34	0.51	0.43	2.30	0.21	58.74	22.21	18.85	14.12	1.42	7.06	21.17	1.21	0.83
A2796	38.29079	-121.62719	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.74	20.21	135.66	7.49	8.74	96.56	0.98	0.31	12.48	1.18	12.89	20.23	127.4	0.07	0.60	1.08	0.19	0.66	2.56	23.41	42.21	7.53	25.63	12.26	1.40	6.91	19.17	1.50	0.82
A729	38.09399	-121.73183	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.61	19.76	409.60	7.63	8.77	96.08	4.89	0.99	16.87	3.03	18.37	19.80	386.1	0.21	0.97	2.21	2.21	0.34	5.73	16.92	38.62	38.52	5.91	10.63	1.67	8.67	19.32	1.00	0.90
A2586	38.25991	-121.74012	Cache Slough Complex	Lindsey Slough	Oct-2022	1.21	19.18	169.63	8.03	9.85	106.57	1.80	1.84	26.17	4.66	27.40	19.20	155.8	0.09	1.92	2.50	2.60	0.37	7.39	26.16	33.96	34.98	4.97	1.82	2.24	12.39	14.15	0.52	2.73
A3211	38.14612	-121.55023	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.45	20.63	136.71	7.78	9.33	103.89	1.25	1.11	13.24	3.34	13.72	20.66	129.8	0.07	2.78	0.81	0.95	1.30	5.83	47.65	13.87	16.41	22.33	11.48	1.45	7.22	18.74	1.05	0.88
A2903	38.25426	-121.60081	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.38	19.98	134.95	7.48	8.58	94.36	0.99	0.39	12.33	1.13	12.78	19.99	126.3	0.07	0.45	1.20	0.29	0.42	2.35	18.89	45.96	12.45	17.74	11.64	1.39	6.85	18.52	1.22	0.85
A1042	38.11155	-122.05115	Suisun Bay	Grizzly Bay	Oct-2022	18.76	18.69	21122.82	7.73	8.98	103.71	15.13	1.60	26.25	3.73	31.43	18.75	19219.4	13.17	2.85	3.28	2.12	0.00	8.33	33.41	40.15	25.27	0.06	21.08	2.24	12.42	33.63	2.30	2.22
A779	38.05964	-121.80984	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.09	19.13	3998.30	7.61	9.02	98.78	7.39	1.40	20.87	3.37	23.05	19.17	4016.6	2.42	1.94	2.41	2.30	0.00	6.63	28.70	37.37	34.09	0.00	12.68	1.91	10.27	22.92	1.60	1.09
A2866	38.29668	-121.58191	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	12.34	19.98	136.56	7.48	8.81	96.84	1.30	0.49	12.65	1.23	13.15	19.99	127.7	0.07	0.64	1.33	0.33	0.28	2.58	25.10	47.95	12.79	11.33	13.88	1.41	6.98	20.85	1.41	0.86
A2989	38.22524	-121.53400	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.35	19.87	135.38	7.47	8.71	95.59	1.48	0.56	12.60	1.54	13.20	19.87	126.3	0.07	0.18	1.27	0.62	0.38	2.42	7.21	52.47	25.75	15.52	12.74	1.41	6.96	19.70	1.47	0.83
A3389	38.12729	-121.57863	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	10.71	20.15	137.16	7.59	8.77	96.75	1.57	0.77	13.37	2.16	14.07	20.13	128.8	0.07	0.58	1.26	0.86	0.58	3.29	15.22	40.01	26.68	17.64	11.84	1.46	7.27	19.16	1.22	1.00
A2547	38.20353	-121.65758	Western Delta Tidal Transition Zone	Cache Slough	Oct-2022	7.01	19.92	152.78	7.70	8.93	98.11	2.54	1.01	16.65	2.49	17.38	19.94	142.8	0.08	0.90	1.98	1.82	0.01	4.71	18.95	42.33	38.39	0.47	8.20	1.66	8.58	16.76	1.09	1.17
A2356	38.25199	-121.67245	Cache Slough Complex	Prospect Slough	Oct-2022	5.97	19.91	153.07	7.93	9.48	104.10	2.30	0.60	17.55	1.98	18.28	19.93	142.8	0.08	0.61	1.40	0.79	0.62	3.43	17.72	40.99	23.12	18.05	7.23	1.71	8.94	16.17	1.21	1.45
A3596	38.01829	-121.79072	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.54	19.35	6280.30	7.77	9.03	100.10	8.63	1.07	22.85	2.92	25.18	19.44	5661.1	3.47	3.25	3.48	1.76	0.00	8.55	38.01	40.90	20.48	0.04	13.07	2.03	11.06	24.13	1.51	0.43
A3850	37.94837	-121.33687	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	41.52	21.97	575.08	7.60	7.40	84.74	3.00	1.48	33.47	3.82	36.24	21.96	559.9	0.29	2.46	2.19	0.79	1.00	6.44	38.25	34.08	12.15	15.50	44.86	2.68	15.31	60.07	4.03	8.37
A631	38.16456	-121.62102	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.27	19.77	130.64	7.50	8.64	94.59	1.85	0.44	11.78	1.32	12.51	19.77	121.8	0.07	0.22	1.83	0.62	0.14	2.84	7.66	64.37	21.86	5.03	10.83	1.36	6.63	17.47	1.48	0.85
A573	38.21795	-121.55748	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.13	19.71	133.88	7.49	8.69	95.04	1.21	0.46	12.41	1.32	13.08	19.71	124.4	0.07	0.40	1.92	0.66	0.13	3.11	12.82	61.70	21.14	4.32	12.55	1.40	6.89	19.44	1.42	0.90
A4617	37.85396	-121.56139	South Delta Tidal Transition Zone	Old River	Oct-2022	5.89	21.31	518.98	7.41	7.73	87.30	2.55	2.20	38.57	5.18	40.25	21.40	491.9	0.26	4.95	4.28	2.19	0.01	11.47	43.15	37.41	18.94	0.11	6.92	2.99	17.35	24.30	1.30	1.50
A940	38.06545	-122.05471	Suisun Bay	Suisun Bay	Oct-2022	17.86	18.39	19883.59	7.69	9.08	103.77	13.39	1.67	26.15	4.08	29.82	18.46	18500.8	12.72	3.64	2.71	3.03	0.07	9.52	38.36	28.61	31.65	0.74	20.50	2.23	12.38	32.93	2.71	1.96
A3482	38.09483	-121.67015	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.04	19.83	1213.91	7.83	8.92	98.12	7.23	3.02	20.67	7.25	22.66	19.86	1135.2	0.63	0.91	3.13	6.36	0.00	10.49	8.92	30.52	59.69	0.03	7.92	1.90	10.19	18.13	0.97	1.68
A3296	38.15836	-121.50299	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	0.61	20.22	153.40	7.63	9.23	102.00	2.39	4.66	29.56	10.03	31.44	20.24	142.8	0.08	2.68	2.00	8.75	0.19	13.78	19.72	14.71	62.95	1.49	0.92	2.44	13.74	14.67	0.35	0.98
A3963	38.10775	-121.70363	Western Delta Tidal Transition Zone	Threemile Slough	Oct-2022	10.87	19.51	786.47	7.66	8.65	94.36	6.22	0.99	17.65	2.77	19.67	19.52	715.9	0.40	0.45	1.88	1.56	0.40	4.32	10.29	43.43	36.18	9.44	12.28	1.72	8.98	21.30	1.56	1.09
A2925	38.22300	-121.60224	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	11.73	19.93	139.82	7.44	8.55	93.99	1.21	0.51	16.22	1.26	16.77	19.94	130.1	0.07	0.21	1.34	0.43	0.29	2.29	9.14	58.44	18.79	12.75	12.94	1.63	8.41	21.34	1.19	0.92
A5093	37.92349	-121.52807	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.37	21.00	477.05	7.39	7.79	87.48	2.19	2.04	38.65	4.83	40.36	21.08	454.6	0.24	3.79	3.81	1.66	0.02	9.28	40.88	41.09	17.93	0.18	5.48	3.00	17.38	22.86	1.18	1.68
A5106	37.91356	-121.51784	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.01	20.95	480.39	7.38	7.76	87.03	2.35	2.06	38.57	5.06	40.33	21.01	458.1	0.24	3.82	3.72	1.64	0.02	9.25	41.25	40.29	17.74	0.18	5.11	2.99	17.35	22.44	1.14	1.73
A3186	38.17010	-121.52820	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.39	20.47	137.25	7.69	9.10	101.01	1.58	1.58	13.66	4.00	14.21	20.48	129.9	0.07	3.03	0.78	1.36	1.49	6.67	45.45	11.76	20.45	22.32	11.34	1.47	7.38	18.71	0.92	0.80
A2775	38.26714	-121.60271	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	10.21	20.14	135.05	7.52	8.83	97.41	0.82	0.47	12.28	1.20	12.71	20.15	126.8	0.07	0.64	1.03	0.16	0.62	2.46	25.89	42.08	6.65	25.15	11.45	1.39	6.83	18.29	1.19	0.84
A532	38.24273	-121.51444	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	15.70	19.86	142.10	7.53	8.90	97.66	1.29	0.49	12.62	1.52	13.31	19.88	133.0	0.07	0.63	2.23	0.75	0.11	3.72	15.45	60.61	20.51	3.05	16.51	1.41	6.97	23.52	1.48	0.98
A431	38.34947	-121.53553	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	17.55	20.12	144.67	7.50	8.82	97.34	0.90	0.31	12.50	0.93	13.10	20.16	135.3	0.07	0.65	2.27	0.43	0.00	3.37	19.16	67.37	12.66	0.12	19.13	1.40	6.92	26.05	1.75	1.23
A2550	38.19929	-121.65722	Western Delta Tidal Transition Zone	Cache Slough	Oct-2022	7.12	19.95	153.79	7.70	8.94	98.26	2.71	0.93	16.65	2.55	17.38	19.96	143.9	0.08	0.87	1.97	1.68	0.02	4.55	18.98	43.55	36.79	0.67	8.33	1.66	8.58	16.89	1.12	1.18
A5281	37.99851	-121.40884	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	48.33	21.84	725.07	7.36	6.68	76.28	2.81	2.04	59.92	4.89	65.22	21.83	703.1	0.37	2.78	2.14	0.88	0.88	6.68	41.67	32.11	13.18	13.12	51.24	4.30	25.89	76.92	2.30	7.64
A3956	38.10775	-121.69372	Western Delta Tidal Transition Zone	Threemile Slough	Oct-2022	10.35	19.42	1042.16	7.65	8.66	94.42	6.91	1.07	18.69	2.88	20.90	19.42	965.5	0.54	0.23	1.96	1.70	0.34	4.20	5.35	46.95	40.05	8.15	11.69	1.78	9.40	21.20	1.65	1.14
A4482	38.00459	-121.57897	South Delta Tidal Transition Zone	Old River	Oct-2022	3.06	20.31	669.45	7.76	8.68	96.30	3.13	1.43	25.71	3.84	26.90	20.38	631.4	0.34	1.94	3.60	2.67	0.00	8.24	23.54	43.64	32.38	0.00	4.15	2.21	12.20	16.40	1.15	1.22
A2956	38.19347	-121.63355	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.85	19.92	146.12	7.61	8.75	96.13	2.37	0.66	15.20	1.69	15.99	19.93	136.2	0.07	0.26	1.41	0.74	0.40	2.82	9.44	49.91	26.39	14.25	10.03	1.57	8.00	18.01	1.17	1.21
A5777	37.93996	-121.53452	South Delta Tidal Transition Zone	Woodward Canal	Oct-2022	5.21	21.01	468.43	7.47	8.08	90.79	1.84	1.78	39.68	4.74	41.35	21.08	448.1	0.23	3.13	3.71	1.59	0.01	8.47	36.90	43.86	18.73	0.13	6.42	3.06	17.79	24.14	1.33	1.66
A3498	38.07600	-121.68006	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.57	19.94	1615.50	7.91	8.89	98.10	7.43	1.23	20.21	3.26	21.88	20.02	1488.8	0.83	1.91	3.63	2.12	0.00	7.67	25.08	47.43	27.26	0.00	8.47	1.87	10.01	18.48	0.93	1.71
A241	38.53942	-121.51419	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.10	19.42	120.87	7.61	9.05	98.44	1.65	0.32	11.04	1.05	11.41	19.48	111.9	0.06	0.68	2.72	0.42	0.00	3.80	17.85	71.66	11.43	0.00	4.25	1.31	6.34	10.59	1.16	0.72
A5075	37.93882	-121.53233	South Delta Tidal Transition Zone	Middle River	Oct-2022	5.20	21.00	467.29	7.45	7.98	89.65	1.83	1.72	39.88	4.64	41.53	21.07	446.7	0.23	3.14	3.73	1.52	0.00	8.44	37.24	44.18	18.08	0.03	6.40	3.07	17.87	24.24	1.34	1.69
A2520	38.23535	-121.68131	Cache Slough Complex	Cache Slough	Oct-2022	6.63	19.87	152.35	7.78	9.10	99.87	2.43	0.78	17.02	2.23	17.77	19.89	142.1	0.08	0.58	1.70	1.25	0.28	3.82	15.10	44.82	32.37	7.65	7.79	1.68	8.73	16.51	1.18	1.21
A3117	38.23127	-121.50777	Mokelumne Tidal Transition Zone	Snodgrass Slough	Oct-2022	9.81	20.12	133.79	7.53	8.65	95.39	2.09	1.02	13.24	2.97	13.82	20.13	125.6	0.07	2.12	1.36	0.94	0.96	5.38	39.20	25.36	17.49	17.87	10.56	1.45	7.22	17.79	1.07	0.79
A2968	38.18404	-121.65158	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.83	19.92	154.68	7.65	8.87	97.38	2.66	0.68	15.37	1.87	16.28	19.92	144.0	0.08	0.37	1.51	1.00	0.36	3.25	11.36	46.44	30.73	11.26	10.26	1.58	8.07	18.22	1.26	1.17
A445	38.34300	-121.55957	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.91	19.82	134.18	7.53	8.80	96.42	0.92	0.32	12.01	1.08	12.55	19.83	126.2	0.07	0.61	2.17	0.55	0.14	3.46	17.73	62.75	15.88	4.10	13.08	1.37	6.72	19.81	1.79	1.09
A4486	37.99876	-121.57884	South Delta Tidal Transition Zone	Old River	Oct-2022	2.93	20.29	655.48	7.71	8.45	93.65	2.83	1.41	26.03	3.73	27.21	20.35	614.3	0.33	2.04	3.61	2.62	0.00	8.32	24.48	43.44	31.45	0.00	3.99	2.23	12.33	16.35	1.05	1.03
A3401	38.11160	-121.58237	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	9.36	20.24	204.04	7.63	8.84	97.79	1.78	1.17	15.46	3.26	16.32	20.22	193.8	0.10	0.94	1.53	1.98	0.47	4.97	21.33	31.84	35.14	10.67	9.83	1.58	8.10	18.19	1.08	0.94
A4963	38.04393	-121.53212	Central Delta Tidal Transition Zone	Mandeville Reach	Oct-2022	2.62	20.52	500.47	7.75	9.17	102.06	3.43	2.94	29.31	7.06	30.76	20.56	473.0	0.25	1.06	3.37	5.32	0.00	9.79	10.81	34.35	54.44	0.00	3.97	2.43	13.64	17.65	1.32	1.12
A2951	38.19332	-121.62459	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.84	19.91	145.40	7.61	8.90	97.76	2.17	0.66	15.20	1.63	16.00	19.91	135.9	0.07	0.27	1.40	0.67	0.44	2.77	9.66	50.58	24.31	15.97	9.89	1.57	8.00	17.89	1.12	1.17
A971	38.04634	-122.11001	Suisun Bay	Suisun Bay	Oct-2022	17.67	18.47	27161.08	7.69	9.07	106.83	8.49	1.57	25.86	4.03	28.92	18.52	24547.1	17.29	3.58	2.39	2.97	0.19	9.12	39.32	26.27	32.60	2.07	20.55	2.22	12.26	32.80	2.70	1.19
A293	38.49190	-121.55529	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.16	19.56	120.11	7.64	9.02	98.36	1.42	0.29	10.95	0.92	11.30	19.59	111.3	0.06	0.56	2.47	0.24	0.00	3.28	16.99	75.01	7.24	0.04	4.64	1.31	6.30	10.93	1.47	0.53
A2870	38.29104	-121.58348	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	12.70	20.00	137.55	7.48	8.84	97.31	1.29	0.45	12.74	1.24	13.23	20.01	128.7	0.07	0.58	1.33	0.35	0.28	2.55	22.99	51.96	13.58	11.30	14.25	1.42	7.01	21.26	1.52	0.85
A2523	38.23343	-121.67660	Cache Slough Complex	Cache Slough	Oct-2022	6.62	19.89	152.04	7.80	9.17	100.66	2.38	0.77	16.99	2.22	17.73	19.91	142.0	0.08	0.68	1.72	1.38	0.30	4.09	16.35	42.41	32.76	8.08	7.73	1.68	8.71	16.44	1.13	1.20
A3087	38.13536	-121.59356	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.71	19.85	134.69	7.50	8.53	93.54	1.35	0.51	12.68	1.41	13.28	19.83	125.8	0.07	0.00	1.37	0.39	0.35	2.12	0.00	64.38	18.59	16.71	11.98	1.41	6.99	18.96	1.30	0.92
A311	38.47381	-121.53382	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.28	19.79	120.00	7.64	9.00	98.54	1.14	0.25	10.73	0.90	11.10	19.82	111.7	0.06	0.64	2.38	0.28	0.00	3.31	19.48	71.80	8.44	0.00	4.81	1.29	6.21	11.03	1.54	0.69
A3220	38.13926	-121.55774	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.37	20.67	137.30	7.69	9.06	101.07	1.08	0.97	13.69	2.96	14.17	20.69	130.4	0.07	2.30	0.96	0.77	1.01	5.02	45.63	18.80	15.71	20.03	11.44	1.48	7.40	18.88	1.13	0.90
A612	38.17432	-121.59219	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	13.19	19.91	138.49	7.49	8.68	95.36	1.33	0.42	12.29	1.32	13.05	19.90	129.3	0.07	0.45	1.91	0.62	0.17	3.15	14.13	60.32	19.81	5.66	14.50	1.39	6.84	21.34	1.37	0.86
A647	38.17299	-121.64712	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.81	19.79	140.36	7.54	8.70	95.30	2.43	0.57	12.95	1.49	13.96	19.78	130.6	0.07	0.31	1.93	0.79	0.13	3.17	9.78	60.99	24.83	4.11	11.21	1.43	7.10	18.26	1.46	0.92
A449	38.33851	-121.56424	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.66	19.81	132.09	7.53	8.79	96.36	0.91	0.29	11.70	1.04	12.21	19.84	123.5	0.07	0.61	2.21	0.52	0.05	3.42	17.83	64.73	15.09	1.31	11.66	1.35	6.60	18.27	1.77	1.15
A3153	38.20370	-121.51090	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.87	20.44	136.24	7.69	9.16	101.62	1.27	1.03	12.31	3.19	12.71	20.46	128.5	0.07	2.29	0.89	1.05	1.23	5.52	41.59	16.66	18.94	22.27	11.71	1.39	6.84	18.57	0.90	0.85
