CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA raw	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA
A577	38.21215	-121.55771	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.09	15.71	113.96	7.36	10.83	109.04	13.62	1.52	14.93	2.47	16.52	15.71	94.5	0.06	0.81	1.77	0.55	0.88	4.10	21.56	47.73	11.43	18.18
A3145	38.21327	-121.50469	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	9.38	16.19	86.23	7.26	9.95	101.21	12.19	1.10	23.01	1.77	26.19	16.18	72.9	0.04	0.00	3.37	0.09	0.00	3.48	0.00	97.24	2.77	0.00
A3241	38.21387	-121.49579	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.68	15.40	87.51	7.24	10.00	100.07	7.47	0.90	20.34	1.44	22.59	15.41	72.5	0.04	0.00	2.62	0.27	0.00	2.89	0.00	90.91	9.31	0.00
A2538	38.21331	-121.66760	Western Delta Tidal Transition Zone	Cache Slough	May-2024	9.40	16.64	241.17	8.13	9.56	98.24	8.22	1.12	23.42	1.83	26.14	16.64	203.4	0.12	0.00	3.33	0.43	0.27	4.04	0.01	82.95	9.45	7.58
A3002	38.21423	-121.53828	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.87	15.87	114.69	7.34	9.40	95.01	13.04	1.25	15.33	2.12	16.83	15.85	95.8	0.06	0.94	2.58	0.90	0.68	5.09	18.46	50.54	17.71	13.29
A575	38.21504	-121.55775	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.14	15.71	114.01	7.36	10.77	108.40	13.61	1.52	14.93	2.48	16.53	15.71	94.5	0.06	0.84	1.83	0.65	0.91	4.29	21.40	46.67	12.64	18.26
A3000	38.21593	-121.54117	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.75	15.87	114.84	7.34	9.40	95.00	13.00	1.27	15.37	2.14	16.88	15.84	95.9	0.06	0.95	2.56	0.93	0.70	5.13	18.45	49.84	18.16	13.51
A3143	38.21610	-121.50546	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	9.29	16.14	86.95	7.25	9.97	101.36	12.23	1.14	23.03	1.81	26.26	16.14	73.3	0.04	0.00	3.37	0.17	0.00	3.56	0.00	95.04	4.98	0.00
A3239	38.21626	-121.49776	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.71	15.45	87.06	7.25	10.03	100.46	7.59	0.91	20.13	1.44	22.36	15.44	72.1	0.04	0.00	2.64	0.30	0.00	2.95	0.00	89.90	10.29	0.00
A2536	38.21571	-121.66975	Western Delta Tidal Transition Zone	Cache Slough	May-2024	9.28	16.66	245.30	8.15	9.58	98.46	8.31	1.14	23.59	1.86	26.36	16.66	206.8	0.12	0.00	3.35	0.46	0.26	4.09	0.01	82.30	10.32	7.37
A573	38.21795	-121.55748	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.38	15.72	114.14	7.36	10.40	104.75	13.33	1.49	14.99	2.46	16.57	15.72	94.6	0.06	0.91	2.21	1.10	0.96	5.20	17.84	43.53	19.88	18.58
A2998	38.21822	-121.54313	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.58	15.86	114.98	7.34	9.39	94.90	13.22	1.28	15.41	2.16	16.93	15.84	95.9	0.06	0.99	2.56	0.98	0.68	5.20	18.97	49.12	18.80	13.12
A2534	38.21827	-121.67153	Western Delta Tidal Transition Zone	Cache Slough	May-2024	9.09	16.69	251.51	8.18	9.59	98.69	8.46	1.18	23.93	1.92	26.74	16.70	212.5	0.12	0.00	3.36	0.56	0.26	4.19	0.01	80.56	12.57	6.86
A3141	38.21879	-121.50672	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	9.87	16.28	87.37	7.24	9.90	100.95	13.32	1.20	23.80	1.91	27.26	16.28	73.8	0.04	0.00	3.52	0.18	0.00	3.71	0.00	95.15	4.86	0.00
A3237	38.21886	-121.49885	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	7.03	15.55	86.82	7.25	10.00	100.32	8.04	0.92	20.24	1.47	22.57	15.54	72.0	0.04	0.00	2.72	0.34	0.00	3.07	0.00	88.87	11.17	0.00
A3235	38.22039	-121.49607	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.72	15.48	86.82	7.25	10.18	102.07	7.33	0.87	19.79	1.42	22.01	15.49	71.8	0.04	0.00	2.64	0.33	0.00	2.97	0.00	89.19	11.05	0.00
A571	38.22084	-121.55695	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.42	15.72	114.15	7.36	10.21	102.82	13.21	1.50	15.03	2.50	16.58	15.72	94.6	0.06	0.89	2.32	1.21	0.80	5.24	16.72	46.29	21.51	15.39
A2996	38.22103	-121.54386	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.56	15.85	115.12	7.34	9.41	95.02	13.28	1.31	15.44	2.21	16.98	15.83	96.0	0.06	1.02	2.66	1.13	0.57	5.38	18.97	49.38	20.84	10.86
A2532	38.22101	-121.67277	Western Delta Tidal Transition Zone	Cache Slough	May-2024	9.01	16.72	255.40	8.19	9.60	98.78	8.64	1.21	24.12	1.96	26.98	16.73	216.4	0.12	0.00	3.38	0.64	0.24	4.27	0.00	79.60	14.14	6.25
A3139	38.22165	-121.50744	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	9.81	16.26	87.69	7.24	9.74	99.25	13.31	1.20	23.79	1.93	27.26	16.26	74.0	0.04	0.00	3.45	0.25	0.00	3.73	0.00	93.07	6.86	0.00
A3233	38.22223	-121.49342	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.68	15.51	86.75	7.26	10.27	103.03	7.21	0.86	19.64	1.43	21.91	15.52	71.7	0.04	0.00	2.62	0.30	0.03	2.96	0.00	88.96	10.13	0.80
A2994	38.22316	-121.54253	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.58	15.84	115.24	7.34	9.43	95.22	13.27	1.34	15.46	2.25	17.00	15.82	96.1	0.06	1.06	2.79	1.29	0.44	5.59	19.04	49.92	22.94	8.19
A2992	38.22357	-121.53892	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.68	15.83	115.31	7.34	9.55	96.43	12.39	1.32	15.47	2.15	17.05	15.82	96.1	0.06	1.06	2.51	1.10	0.63	5.33	19.95	47.34	20.88	11.77
A569	38.22366	-121.55634	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.46	15.72	114.12	7.36	10.09	101.64	13.20	1.51	15.07	2.52	16.59	15.72	94.6	0.06	0.83	2.38	1.28	0.70	5.21	15.57	47.95	23.11	13.58
A2530	38.22380	-121.67392	Western Delta Tidal Transition Zone	Cache Slough	May-2024	8.97	16.75	258.32	8.20	9.58	98.69	8.93	1.25	24.20	2.00	27.04	16.76	217.9	0.12	0.00	3.41	0.73	0.20	4.37	0.03	78.58	16.15	5.23
A2990	38.22437	-121.53537	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.58	15.82	115.55	7.33	9.64	97.31	11.88	1.30	15.53	2.16	17.05	15.81	96.2	0.06	1.11	2.42	1.04	0.69	5.28	21.01	46.07	19.78	13.04
A3231	38.22466	-121.49152	Mokelumne Tidal Transition Zone	South Mokelumne River	May-2024	6.61	15.52	86.65	7.27	10.33	103.66	7.10	0.87	19.56	1.43	21.92	15.53	71.7	0.04	0.00	2.54	0.22	0.15	2.92	0.00	87.25	7.51	4.82
A3123	38.22516	-121.50711	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.81	16.28	88.12	7.22	9.44	96.30	13.55	1.19	23.87	1.95	27.42	16.30	74.2	0.04	0.01	3.48	0.30	0.01	3.83	0.18	91.75	7.84	0.15
A3135	38.22555	-121.50274	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	8.84	16.01	87.72	7.24	9.46	95.91	11.59	1.11	22.47	1.85	25.59	16.05	73.5	0.04	0.05	3.11	0.41	0.04	3.64	0.97	86.69	11.38	1.02
A2988	38.22644	-121.53294	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.41	15.81	115.74	7.33	9.61	97.03	12.24	1.31	15.57	2.22	17.08	15.80	96.3	0.06	1.19	2.41	0.96	0.77	5.34	22.25	45.13	17.99	14.50
A567	38.22656	-121.55618	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.53	15.72	113.99	7.36	10.22	102.97	13.00	1.46	15.10	2.47	16.57	15.72	94.5	0.06	0.72	2.22	1.11	0.93	5.00	14.55	45.97	20.79	18.83
A2984	38.22658	-121.52686	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.21	15.80	116.09	7.33	9.49	95.76	13.28	1.42	15.59	2.39	17.17	15.80	96.7	0.06	1.30	2.46	1.03	0.84	5.66	23.02	43.73	18.27	14.89
A2528	38.22668	-121.67444	Western Delta Tidal Transition Zone	Cache Slough	May-2024	8.94	16.77	259.82	8.20	9.58	98.66	9.13	1.27	24.26	2.02	27.20	16.78	220.5	0.13	0.00	3.42	0.75	0.20	4.40	0.01	78.32	16.53	5.15
A3133	38.22733	-121.50008	Mokelumne Tidal Transition Zone	North Mokelumne River	May-2024	8.13	15.95	87.80	7.26	9.29	93.98	10.28	1.17	21.70	1.97	24.47	15.98	73.4	0.04	0.24	2.89	0.40	0.19	3.71	4.53	80.74	10.92	4.24
A2986	38.22722	-121.52989	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.26	15.80	115.96	7.33	9.53	96.17	13.09	1.39	15.59	2.34	17.16	15.80	96.6	0.06	1.26	2.44	0.98	0.85	5.55	22.69	44.15	17.74	15.32
A3121	38.22712	-121.50987	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	10.01	16.37	88.34	7.21	9.43	96.28	14.10	1.20	24.22	1.97	27.95	16.38	74.6	0.05	0.00	3.67	0.22	0.00	3.92	0.03	94.14	5.73	0.03
A2982	38.22883	-121.52488	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.17	15.80	116.31	7.33	9.45	95.34	13.04	1.43	15.61	2.41	17.17	15.80	96.9	0.06	1.35	2.42	1.07	0.83	5.69	23.82	42.71	18.91	14.53
A565	38.22943	-121.55639	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.57	15.71	113.96	7.36	10.33	103.96	12.90	1.44	15.10	2.42	16.56	15.71	94.4	0.06	0.72	2.13	1.11	1.06	4.99	14.78	42.58	21.74	21.12
A3119	38.22954	-121.51055	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.95	16.38	88.61	7.21	9.52	97.22	14.34	1.21	24.21	1.98	28.04	16.37	74.8	0.05	0.00	3.78	0.21	0.00	4.01	0.01	94.77	5.14	0.04
A3128	38.22990	-121.49454	Mokelumne Tidal Transition Zone	Dead Horse Cut	May-2024	8.70	16.18	89.26	7.27	9.03	91.80	13.10	1.61	23.39	2.76	26.69	16.20	75.0	0.05	0.81	2.95	0.37	0.53	4.75	15.16	65.32	6.97	11.94
A2525	38.23073	-121.67543	Cache Slough Complex	Cache Slough	May-2024	8.83	16.77	260.54	8.20	9.58	98.71	8.78	1.25	24.33	2.02	27.33	16.77	217.3	0.12	0.00	3.34	0.65	0.25	4.26	0.04	78.99	14.05	6.92
A2980	38.23102	-121.52245	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	13.16	15.79	116.51	7.33	9.43	95.21	12.49	1.41	15.63	2.38	17.15	15.80	97.1	0.06	1.35	2.38	1.12	0.78	5.61	23.93	42.35	19.92	13.82
A3117	38.23127	-121.50777	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.59	16.24	89.08	7.20	9.71	98.87	14.30	1.27	24.08	2.08	27.94	16.25	74.9	0.05	0.04	3.82	0.37	0.01	4.26	0.73	90.53	8.51	0.18
A563	38.23212	-121.55774	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.32	15.69	113.90	7.36	10.39	104.58	12.73	1.46	15.14	2.38	16.59	15.69	94.3	0.06	0.77	1.99	1.08	1.18	5.02	15.50	39.59	21.20	23.61
A3126	38.23268	-121.49569	Mokelumne Tidal Transition Zone	Dead Horse Cut	May-2024	9.20	16.29	90.02	7.26	9.02	91.98	15.04	1.79	24.47	3.08	28.15	16.30	75.8	0.05	1.02	3.22	0.44	0.55	5.35	19.01	60.90	7.50	11.28
A3115	38.23301	-121.50483	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.48	16.23	90.09	7.20	9.86	100.36	14.90	1.39	24.36	2.27	28.32	16.23	75.7	0.05	0.15	3.93	0.52	0.03	4.67	3.04	85.15	11.14	0.62
A2978	38.23330	-121.52013	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	12.97	15.79	116.83	7.34	9.44	95.26	11.85	1.41	15.70	2.41	17.14	15.80	97.4	0.06	1.33	2.39	1.17	0.74	5.62	23.59	42.38	20.77	13.26
A2858	38.23249	-121.67159	North Delta Tidal Transition Zone	Miner Slough	May-2024	8.84	16.75	262.73	8.20	9.56	98.50	8.74	1.24	24.43	2.02	27.33	16.74	214.4	0.12	0.02	3.32	0.64	0.27	4.26	0.26	78.79	13.61	7.34
A3113	38.23388	-121.50123	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.61	16.33	90.84	7.20	9.84	100.44	16.24	1.59	25.10	2.59	29.24	16.32	76.4	0.05	0.39	4.12	0.60	0.11	5.25	7.23	78.77	11.44	1.98
A561	38.23483	-121.55887	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.99	15.68	113.96	7.36	10.35	104.13	12.67	1.47	15.18	2.38	16.63	15.68	94.4	0.06	0.76	2.02	1.14	1.10	5.01	14.98	40.25	22.87	21.89
A2522	38.23430	-121.67803	Cache Slough Complex	Cache Slough	May-2024	8.49	16.75	265.44	8.23	9.63	99.17	8.36	1.21	24.72	2.01	27.77	16.74	220.6	0.13	0.00	3.33	0.57	0.28	4.21	0.02	80.04	11.85	8.10
A2976	38.23553	-121.51782	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	12.35	15.81	114.28	7.33	9.59	96.82	12.06	1.46	16.51	2.47	18.17	15.81	95.1	0.06	1.23	2.48	1.11	0.77	5.61	21.42	45.52	19.49	13.48
A3124	38.23543	-121.49686	Mokelumne Tidal Transition Zone	Dead Horse Cut	May-2024	9.45	16.32	90.45	7.23	9.32	95.11	15.94	1.75	24.95	2.91	28.97	16.32	76.1	0.05	0.75	3.68	0.45	0.45	5.43	14.00	67.84	7.98	8.64
A3111	38.23575	-121.49890	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.60	16.32	90.93	7.21	9.74	99.34	16.27	1.61	24.99	2.62	29.18	16.31	76.5	0.05	0.39	4.15	0.55	0.19	5.32	7.35	77.90	10.22	3.49
A559	38.23765	-121.55821	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.86	15.66	113.88	7.36	10.32	103.71	12.89	1.51	15.20	2.44	16.68	15.66	94.3	0.06	0.78	2.07	1.22	1.06	5.14	15.06	40.34	23.76	21.02
A542	38.23826	-121.52988	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.43	15.63	115.33	7.35	10.41	104.60	12.39	1.50	15.56	2.49	17.08	15.64	95.3	0.06	1.02	2.22	1.40	0.78	5.42	18.66	40.96	25.97	14.53
A2518	38.23753	-121.68396	Cache Slough Complex	Cache Slough	May-2024	8.21	16.74	282.04	8.29	9.79	100.86	9.42	1.29	26.36	2.13	30.09	16.74	240.4	0.14	0.00	3.41	0.57	0.29	4.30	0.01	80.37	11.45	8.07
A3109	38.23814	-121.49797	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.57	16.29	91.23	7.21	9.78	99.72	16.26	1.62	24.70	2.63	28.94	16.28	76.8	0.05	0.38	4.27	0.57	0.18	5.41	7.00	78.04	10.01	3.55
A2974	38.23834	-121.51751	North Delta Tidal Transition Zone	Georgiana Slough	May-2024	11.92	15.65	115.13	7.35	10.08	101.33	12.35	1.60	15.88	2.66	17.46	15.65	95.4	0.06	1.23	2.26	1.25	0.95	5.70	21.47	39.76	21.90	16.53
A545	38.23890	-121.53534	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.11	15.62	114.87	7.35	10.59	106.48	12.19	1.51	15.52	2.48	17.03	15.63	94.9	0.06	1.03	2.15	1.34	0.86	5.36	19.07	39.96	25.09	16.02
A540	38.23882	-121.52627	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.73	15.62	115.32	7.35	10.29	103.47	12.46	1.51	15.57	2.49	17.08	15.63	95.4	0.06	1.00	2.24	1.41	0.74	5.41	18.30	41.48	26.37	13.91
A538	38.23936	-121.52270	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.78	15.64	115.75	7.35	10.00	100.53	12.32	1.55	15.62	2.55	17.09	15.65	95.8	0.06	1.09	2.30	1.35	0.70	5.44	19.70	41.95	24.99	13.14
A536	38.23976	-121.51900	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.03	15.58	115.18	7.36	10.22	102.58	12.70	1.66	15.64	2.73	17.19	15.58	95.2	0.06	1.13	2.23	1.37	0.85	5.58	20.15	39.61	24.70	14.97
A547	38.23976	-121.53885	North Delta Tidal Transition Zone	Sacramento River	May-2024	12.30	15.56	113.90	7.36	10.79	108.28	12.62	1.57	15.43	2.55	16.97	15.57	94.0	0.06	0.94	2.16	1.41	0.91	5.41	17.33	39.92	25.89	16.95
A557	38.23991	-121.55603	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.97	15.61	113.77	7.35	10.31	103.50	13.12	1.56	15.26	2.56	16.85	15.61	94.1	0.06	0.84	2.15	1.31	1.01	5.32	15.48	40.66	24.85	19.39
A549	38.24057	-121.54238	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.75	15.49	112.88	7.37	11.15	111.77	13.76	1.65	15.29	2.70	16.97	15.49	93.1	0.06	0.85	2.23	1.58	1.00	5.65	15.01	39.60	27.70	17.85
A534	38.24057	-121.51675	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.66	15.56	114.17	7.35	10.40	104.41	12.86	1.66	15.82	2.74	17.49	15.57	94.4	0.06	1.11	2.20	1.33	0.96	5.60	19.66	39.16	23.77	16.91
A3107	38.24071	-121.49676	Mokelumne Tidal Transition Zone	Snodgrass Slough	May-2024	9.65	16.26	92.14	7.21	9.93	101.11	16.28	1.59	24.37	2.56	28.60	16.26	77.5	0.05	0.28	4.39	0.63	0.15	5.42	5.13	79.64	11.14	2.87
A2366	38.23970	-121.68027	Cache Slough Complex	Prospect Slough	May-2024	8.44	16.78	275.66	8.27	9.66	99.62	9.92	1.29	24.80	2.14	28.04	16.77	228.9	0.13	0.00	3.62	0.94	0.15	4.77	0.00	77.42	18.39	4.27
A551	38.24125	-121.54593	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.48	15.46	112.50	7.37	11.29	113.04	14.29	1.67	15.22	2.76	16.97	15.46	92.7	0.06	0.80	2.23	1.62	1.06	5.71	13.96	39.24	28.35	18.67
A555	38.24160	-121.55322	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.86	15.57	113.42	7.36	10.52	105.62	13.53	1.59	15.23	2.62	16.89	15.57	93.7	0.06	0.80	2.14	1.35	1.07	5.35	14.75	39.92	25.27	20.44
A553	38.24175	-121.54956	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.54	15.47	112.61	7.37	11.13	111.51	14.56	1.67	15.18	2.78	16.97	15.47	93.0	0.06	0.73	2.15	1.58	1.12	5.54	13.05	38.74	28.47	20.25
A2515	38.24134	-121.68701	Cache Slough Complex	Cache Slough	May-2024	6.91	16.85	291.96	8.42	10.75	111.02	7.70	1.43	26.86	2.26	30.24	16.85	234.7	0.13	0.01	3.15	0.61	0.54	4.40	0.14	73.67	12.48	13.21
A2364	38.24166	-121.67812	Cache Slough Complex	Prospect Slough	May-2024	8.23	16.86	305.94	8.32	9.54	98.51	10.29	1.31	25.97	2.16	28.85	16.83	230.2	0.13	0.00	3.70	1.07	0.09	4.89	0.03	76.56	20.87	2.57
A532	38.24273	-121.51444	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.19	15.48	111.74	7.36	10.92	109.38	13.56	1.71	16.04	2.78	17.94	15.49	92.1	0.06	0.87	2.19	1.44	0.97	5.50	15.81	40.20	26.20	17.48
A2621	38.24447	-121.69559	Cache Slough Complex	Lindsey Slough	May-2024	7.35	17.23	284.38	8.28	10.14	105.49	5.26	1.44	28.15	2.30	31.63	17.25	244.8	0.14	0.16	3.04	0.86	0.43	4.57	3.20	68.08	18.77	9.74
A2624	38.24426	-121.69022	Cache Slough Complex	Lindsey Slough	May-2024	6.95	17.10	277.20	8.35	10.56	109.58	5.40	1.38	26.86	2.19	30.08	17.10	235.9	0.13	0.05	3.00	0.66	0.45	4.22	1.00	72.11	15.56	10.74
A2362	38.24444	-121.67631	Cache Slough Complex	Prospect Slough	May-2024	7.75	16.95	349.50	8.42	9.55	98.78	9.99	1.34	29.10	2.22	32.12	16.93	258.0	0.15	0.00	3.84	1.03	0.07	4.99	0.02	78.01	20.64	1.44
A2512	38.24418	-121.68424	Cache Slough Complex	Cache Slough	May-2024	6.57	16.90	285.07	8.43	10.69	110.53	6.81	1.37	25.55	2.20	28.22	16.90	230.3	0.13	0.00	3.43	1.04	0.35	4.98	0.00	71.52	21.37	7.44
A529	38.24640	-121.51151	North Delta Tidal Transition Zone	Sacramento River	May-2024	10.97	15.48	109.58	7.36	11.11	111.30	13.51	1.69	16.63	2.71	18.75	15.49	90.3	0.05	0.73	2.34	1.47	0.83	5.39	13.81	43.40	27.24	15.43
A2618	38.24653	-121.69967	Cache Slough Complex	Lindsey Slough	May-2024	7.41	17.38	291.93	8.25	9.85	102.89	5.02	1.42	28.55	2.35	31.98	17.39	251.0	0.14	0.23	3.15	1.04	0.31	4.81	4.64	67.13	21.77	6.65
A2360	38.24692	-121.67489	Cache Slough Complex	Prospect Slough	May-2024	7.64	17.02	386.80	8.46	9.44	97.86	9.35	1.34	32.56	2.23	35.89	16.99	290.3	0.17	0.00	3.79	0.77	0.09	4.68	0.04	81.76	16.25	2.08
A2616	38.24665	-121.70338	Cache Slough Complex	Lindsey Slough	May-2024	7.31	17.45	296.05	8.26	9.97	104.22	4.91	1.48	28.59	2.39	32.01	17.45	253.5	0.14	0.36	3.15	1.05	0.30	4.93	7.27	65.19	21.46	6.59
A2614	38.24740	-121.70651	Cache Slough Complex	Lindsey Slough	May-2024	7.11	17.50	299.41	8.26	10.10	105.67	4.75	1.54	28.70	2.44	32.11	17.50	256.5	0.14	0.51	3.10	1.04	0.34	5.02	10.25	62.21	20.72	7.25
A2612	38.24717	-121.70966	Cache Slough Complex	Lindsey Slough	May-2024	7.01	17.52	301.11	8.26	10.12	105.96	4.64	1.56	28.79	2.48	32.18	17.53	258.4	0.15	0.58	3.06	1.05	0.35	5.06	11.39	60.92	20.73	7.23
A2508	38.24823	-121.68692	Cache Slough Complex	Cache Slough	May-2024	6.37	17.04	286.30	8.42	10.35	107.21	5.41	1.27	26.56	2.06	29.51	17.05	243.8	0.14	0.00	3.15	0.73	0.32	4.33	0.09	74.91	17.68	7.45
A527	38.24928	-121.51087	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.07	15.45	110.52	7.37	11.10	111.11	13.27	1.70	16.30	2.70	18.30	15.46	91.0	0.05	0.77	2.29	1.53	0.85	5.46	14.24	41.97	28.11	15.66
A2358	38.24941	-121.67364	Cache Slough Complex	Prospect Slough	May-2024	7.62	17.08	415.93	8.49	9.41	97.70	8.85	1.36	35.54	2.27	39.49	17.06	324.1	0.18	0.00	3.76	0.56	0.12	4.48	0.05	84.90	12.37	2.76
A2610	38.24949	-121.71149	Cache Slough Complex	Lindsey Slough	May-2024	6.83	17.55	303.16	8.27	10.12	106.04	4.45	1.58	28.84	2.52	32.21	17.56	261.2	0.15	0.67	3.06	1.07	0.36	5.16	12.80	59.54	20.73	7.10
A2608	38.24999	-121.71480	Cache Slough Complex	Lindsey Slough	May-2024	6.48	17.59	308.94	8.27	10.02	105.06	4.13	1.63	29.08	2.60	32.40	17.60	267.1	0.15	0.87	3.07	1.07	0.35	5.36	16.02	57.45	20.04	6.55
A2506	38.25095	-121.68770	Cache Slough Complex	Cache Slough	May-2024	6.30	17.07	290.97	8.42	10.15	105.26	5.27	1.25	26.77	2.02	29.73	17.09	249.7	0.14	0.01	3.06	0.64	0.35	4.13	0.12	75.57	16.00	8.45
A2606	38.25047	-121.71806	Cache Slough Complex	Lindsey Slough	May-2024	6.33	17.61	311.70	8.27	9.94	104.28	3.99	1.65	29.18	2.63	32.48	17.62	269.6	0.15	0.96	3.07	1.06	0.34	5.42	17.47	56.65	19.41	6.44
A2604	38.25127	-121.72147	Cache Slough Complex	Lindsey Slough	May-2024	6.15	17.64	317.36	8.26	9.83	103.11	3.73	1.69	29.35	2.68	32.60	17.64	274.2	0.15	1.12	3.06	1.00	0.37	5.51	20.17	55.08	17.93	6.81
A525	38.25209	-121.51187	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.19	15.43	111.20	7.38	11.06	110.72	13.21	1.70	16.05	2.69	17.91	15.44	91.6	0.06	0.72	2.32	1.56	0.93	5.54	13.01	41.60	28.21	17.02
A2602	38.25214	-121.72480	Cache Slough Complex	Lindsey Slough	May-2024	5.88	17.67	324.44	8.27	9.80	102.89	3.50	1.71	29.65	2.73	32.91	17.67	279.9	0.16	1.26	3.06	0.97	0.36	5.62	22.18	54.17	17.12	6.53
A2356	38.25199	-121.67245	Cache Slough Complex	Prospect Slough	May-2024	7.57	17.18	444.21	8.51	9.44	98.17	8.10	1.39	38.35	2.31	42.90	17.15	357.5	0.20	0.00	3.65	0.32	0.25	4.23	0.01	86.52	7.59	5.93
A2504	38.25389	-121.68771	Cache Slough Complex	Cache Slough	May-2024	6.37	17.15	302.12	8.40	9.98	103.61	5.11	1.23	27.48	2.03	30.60	17.16	258.8	0.15	0.01	2.95	0.60	0.37	3.99	0.22	74.94	15.30	9.52
A523	38.25460	-121.51355	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.26	15.40	111.81	7.39	11.01	110.13	13.32	1.70	15.77	2.70	17.45	15.41	92.1	0.06	0.69	2.22	1.55	1.06	5.55	12.52	39.91	28.06	19.37
A2600	38.25464	-121.72459	Cache Slough Complex	Lindsey Slough	May-2024	5.75	17.67	326.16	8.27	9.79	102.75	3.43	1.72	29.76	2.75	33.03	17.68	281.6	0.16	1.28	3.09	0.98	0.34	5.65	22.35	54.29	17.22	6.09
A2354	38.25481	-121.67126	Cache Slough Complex	Prospect Slough	May-2024	7.75	17.28	463.90	8.51	9.43	98.29	7.65	1.41	40.20	2.34	45.17	17.24	377.7	0.22	0.00	3.59	0.23	0.29	4.14	0.00	87.41	5.48	7.16
