CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA raw	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA
A2591	38.25621	-121.73535	Cache Slough Complex	Lindsey Slough	May-2024	5.30	17.67	343.92	8.28	9.67	101.58	3.03	1.77	31.40	2.81	34.82	17.68	297.5	0.17	1.64	3.07	0.66	0.32	5.72	28.57	53.66	11.64	5.81
A2502	38.25628	-121.68943	Cache Slough Complex	Cache Slough	May-2024	6.27	17.17	296.72	8.39	9.99	103.78	4.87	1.23	27.13	2.04	30.26	17.16	255.2	0.14	0.01	2.87	0.64	0.38	3.94	0.21	73.55	16.24	9.91
A2593	38.25649	-121.73258	Cache Slough Complex	Lindsey Slough	May-2024	5.32	17.68	341.11	8.28	9.67	101.59	3.08	1.77	31.07	2.80	34.46	17.69	295.2	0.17	1.53	3.05	0.77	0.32	5.71	26.77	53.43	13.60	5.85
A521	38.25672	-121.51612	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.24	15.39	111.96	7.40	10.83	108.35	13.50	1.72	15.72	2.75	17.30	15.40	92.2	0.06	0.68	2.02	1.42	0.95	5.09	13.99	40.17	28.30	17.41
A2589	38.25693	-121.73757	Cache Slough Complex	Lindsey Slough	May-2024	5.29	17.67	346.42	8.27	9.68	101.67	3.02	1.76	31.75	2.81	35.23	17.68	299.7	0.17	1.73	3.07	0.54	0.34	5.71	30.06	53.88	9.80	6.05
A2352	38.25757	-121.67132	Cache Slough Complex	Prospect Slough	May-2024	7.96	17.37	474.55	8.51	9.43	98.48	7.36	1.42	41.22	2.33	46.23	17.33	386.6	0.22	0.00	3.54	0.19	0.31	4.06	0.00	87.53	4.81	7.72
A2598	38.25749	-121.72565	Cache Slough Complex	Lindsey Slough	May-2024	5.65	17.67	327.87	8.27	9.77	102.60	3.36	1.73	29.91	2.76	33.20	17.68	283.7	0.16	1.28	3.11	1.01	0.32	5.68	22.20	54.50	17.63	5.59
A2596	38.25774	-121.72809	Cache Slough Complex	Lindsey Slough	May-2024	5.53	17.68	332.93	8.28	9.71	102.03	3.23	1.74	30.32	2.79	33.66	17.68	288.8	0.16	1.31	3.11	1.01	0.31	5.73	22.74	54.14	17.61	5.43
A2583	38.25862	-121.74494	Cache Slough Complex	Lindsey Slough	May-2024	5.31	17.60	358.21	8.23	9.90	103.79	3.16	1.79	34.13	2.89	38.03	17.62	310.5	0.17	1.34	3.02	0.82	0.28	5.53	24.67	55.19	15.21	5.27
A2436	38.25862	-121.69198	Cache Slough Complex	Shag Slough	May-2024	6.04	17.15	295.64	8.41	10.13	105.24	4.72	1.24	27.17	2.04	30.42	17.15	256.6	0.15	0.01	2.83	0.63	0.40	3.90	0.17	73.10	16.27	10.44
A519	38.25869	-121.51881	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.19	15.38	112.12	7.42	10.54	105.45	13.78	1.78	15.70	2.87	17.26	15.40	92.2	0.06	0.74	1.70	1.30	0.59	4.32	17.94	41.21	30.43	10.34
A2587	38.25916	-121.73919	Cache Slough Complex	Lindsey Slough	May-2024	5.27	17.65	350.73	8.26	9.74	102.23	3.02	1.76	32.43	2.84	36.00	17.66	303.5	0.17	1.68	3.09	0.53	0.34	5.72	29.58	54.68	9.61	6.12
A2585	38.25949	-121.74147	Cache Slough Complex	Lindsey Slough	May-2024	5.27	17.63	353.68	8.25	9.80	102.79	3.05	1.77	33.00	2.85	36.65	17.65	306.0	0.17	1.58	3.07	0.61	0.33	5.66	28.13	54.90	11.04	6.06
A2581	38.25960	-121.74744	Cache Slough Complex	Lindsey Slough	May-2024	5.35	17.60	359.63	8.23	9.90	103.82	3.19	1.80	34.50	2.91	38.49	17.61	311.6	0.18	1.29	3.03	0.93	0.22	5.51	23.76	55.31	17.35	4.18
A2498	38.25974	-121.69458	Cache Slough Complex	Cache Slough	May-2024	5.56	17.13	296.36	8.47	10.49	108.97	4.49	1.30	27.53	2.07	30.72	17.16	261.9	0.15	0.03	2.82	0.62	0.42	3.92	0.61	72.65	15.91	10.85
A2350	38.26035	-121.67035	Cache Slough Complex	Prospect Slough	May-2024	8.63	17.54	501.78	8.50	9.41	98.63	6.99	1.45	43.90	2.35	49.03	17.50	407.3	0.23	0.00	3.45	0.17	0.30	3.95	0.00	88.00	4.29	7.72
A2578	38.26052	-121.75170	Cache Slough Complex	Lindsey Slough	May-2024	5.42	17.58	364.11	8.21	9.80	102.75	3.31	1.81	35.43	2.98	39.67	17.59	314.4	0.18	1.34	3.05	1.06	0.04	5.50	24.46	55.61	19.67	0.64
A2576	38.26018	-121.75471	Cache Slough Complex	Lindsey Slough	May-2024	5.44	17.58	365.76	8.20	9.74	102.09	3.32	1.81	35.71	3.00	40.03	17.58	315.1	0.18	1.37	3.04	1.09	0.00	5.46	25.01	55.65	20.40	0.00
A517	38.26079	-121.52135	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.19	15.38	112.18	7.43	10.51	105.07	14.17	1.81	15.72	2.89	17.27	15.40	92.2	0.06	0.81	1.81	1.50	0.67	4.80	17.69	39.68	31.36	11.23
A2434	38.26150	-121.69208	Cache Slough Complex	Shag Slough	May-2024	5.92	17.16	302.99	8.45	10.27	106.75	4.58	1.25	27.97	2.04	31.41	17.16	265.2	0.15	0.00	2.83	0.59	0.42	3.86	0.06	73.75	15.28	10.85
A515	38.26274	-121.52405	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.17	15.39	112.22	7.43	10.56	105.64	14.44	1.79	15.73	2.83	17.28	15.40	92.2	0.06	0.89	1.98	1.73	0.98	5.61	16.23	36.29	31.02	16.44
A2348	38.26339	-121.66938	Cache Slough Complex	Prospect Slough	May-2024	9.30	17.64	526.39	8.49	9.38	98.53	6.97	1.48	46.55	2.42	52.39	17.61	432.1	0.24	0.00	3.41	0.12	0.36	3.90	0.00	87.64	3.19	9.12
A2432	38.26388	-121.69241	Cache Slough Complex	Shag Slough	May-2024	5.53	17.19	314.48	8.54	10.82	112.54	4.28	1.30	29.17	2.07	32.61	17.21	276.9	0.16	0.01	2.86	0.62	0.38	3.90	0.12	73.94	15.88	10.00
A513	38.26475	-121.52671	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.21	15.39	112.28	7.43	10.47	104.77	14.29	1.75	15.75	2.73	17.30	15.41	92.3	0.06	0.90	2.03	1.75	1.07	5.75	15.68	35.51	30.42	18.41
A2346	38.26593	-121.66979	Cache Slough Complex	Prospect Slough	May-2024	10.16	17.76	548.45	8.47	9.42	99.16	7.01	1.53	49.29	2.53	55.91	17.73	458.7	0.26	0.00	3.42	0.10	0.39	3.94	0.01	87.19	2.62	9.99
A511	38.26684	-121.52926	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.22	15.39	112.30	7.43	10.32	103.25	14.33	1.73	15.78	2.72	17.34	15.41	92.3	0.06	0.88	2.03	1.76	1.10	5.78	15.23	35.29	30.48	19.00
A2430	38.26673	-121.69345	Cache Slough Complex	Shag Slough	May-2024	5.46	17.23	321.83	8.57	11.09	115.37	4.29	1.32	29.67	2.10	33.15	17.23	281.2	0.16	0.01	2.88	0.65	0.37	3.93	0.21	73.62	16.57	9.58
A509	38.26877	-121.53201	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.28	15.39	112.35	7.43	10.18	101.80	14.59	1.74	15.81	2.74	17.39	15.40	92.3	0.06	0.85	2.04	1.80	1.10	5.83	14.65	35.25	31.07	19.01
A2344	38.26832	-121.66793	Cache Slough Complex	Prospect Slough	May-2024	10.85	17.84	562.46	8.45	9.41	99.28	7.08	1.56	50.75	2.59	57.68	17.81	473.0	0.27	0.00	3.38	0.11	0.53	4.02	0.00	83.97	2.76	13.09
A2428	38.26972	-121.69424	Cache Slough Complex	Shag Slough	May-2024	5.30	17.23	322.51	8.61	11.52	119.86	4.30	1.34	29.68	2.14	33.12	17.26	288.1	0.16	0.04	2.89	0.71	0.36	4.01	0.79	72.29	17.77	9.08
A507	38.27076	-121.53470	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.28	15.39	112.48	7.43	10.03	100.32	14.64	1.77	15.85	2.75	17.41	15.40	92.4	0.06	0.84	2.07	1.79	1.07	5.82	14.54	35.99	31.10	18.35
A2342	38.27102	-121.66667	Cache Slough Complex	Prospect Slough	May-2024	11.29	17.88	569.61	8.44	9.42	99.45	7.17	1.59	51.58	2.64	58.51	17.86	479.4	0.27	0.00	3.42	0.15	0.53	4.10	0.01	83.22	3.57	13.04
A2426	38.27251	-121.69527	Cache Slough Complex	Shag Slough	May-2024	5.88	17.33	348.31	8.59	11.90	124.06	4.28	1.43	32.03	2.31	36.41	17.37	318.2	0.18	0.10	2.94	0.75	0.36	4.15	2.11	71.09	17.99	8.77
A505	38.27275	-121.53736	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.30	15.38	112.55	7.43	9.97	99.74	14.62	1.79	15.85	2.75	17.41	15.39	92.5	0.06	0.87	2.09	1.78	1.02	5.81	15.12	36.40	30.89	17.56
A2340	38.27382	-121.66536	Cache Slough Complex	Prospect Slough	May-2024	14.32	18.06	600.19	8.35	9.21	97.60	8.47	1.81	55.38	2.98	63.58	18.05	512.3	0.29	0.00	3.53	0.37	0.42	4.33	0.00	81.58	8.40	10.01
A503	38.27474	-121.54005	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.32	15.38	112.64	7.43	9.94	99.37	14.63	1.80	15.86	2.79	17.45	15.39	92.5	0.06	0.86	2.04	1.70	0.85	5.48	15.95	38.00	31.47	14.78
A2338	38.27685	-121.66494	Cache Slough Complex	Prospect Slough	May-2024	16.78	18.19	619.24	8.28	9.08	96.43	9.61	2.00	57.90	3.24	67.29	18.18	536.2	0.30	0.00	3.70	0.56	0.29	4.57	0.00	81.29	11.88	6.83
A501	38.27678	-121.54266	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.30	15.36	112.79	7.43	9.99	99.91	15.04	1.84	15.88	2.88	17.55	15.37	92.6	0.06	0.86	2.02	1.70	0.78	5.39	16.33	38.22	32.20	13.65
A2422	38.27838	-121.69498	Cache Slough Complex	Shag Slough	May-2024	6.82	17.57	391.68	8.56	12.27	128.57	4.23	1.62	35.74	2.53	40.59	17.67	371.7	0.21	0.30	3.06	0.82	0.29	4.48	5.52	69.20	18.54	6.60
A499	38.27896	-121.54506	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.28	15.36	112.88	7.43	10.10	100.95	15.01	1.82	15.91	2.85	17.58	15.37	92.7	0.06	0.89	2.03	1.74	0.89	5.59	16.17	37.07	31.74	15.30
A2336	38.27966	-121.66470	Cache Slough Complex	Prospect Slough	May-2024	19.19	18.33	635.44	8.22	9.02	96.08	10.84	2.19	60.14	3.53	70.97	18.33	561.3	0.31	0.00	3.88	0.76	0.19	4.86	0.00	80.41	15.18	4.41
A497	38.28100	-121.54768	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.27	15.36	112.98	7.43	10.18	101.78	14.67	1.77	15.95	2.78	17.59	15.37	92.9	0.06	0.91	2.08	1.79	1.04	5.86	15.69	35.78	30.77	17.80
A2420	38.28109	-121.69367	Cache Slough Complex	Shag Slough	May-2024	7.98	17.79	427.60	8.43	12.07	127.01	4.03	1.82	39.76	2.87	46.39	17.93	437.7	0.25	0.78	3.24	0.80	0.25	5.08	13.69	65.04	15.92	5.15
A495	38.28283	-121.55053	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.39	15.37	113.20	7.43	10.13	101.27	14.12	1.72	16.01	2.74	17.62	15.38	93.1	0.06	0.86	2.05	1.75	1.07	5.73	15.01	35.88	30.74	18.46
A2418	38.28388	-121.69275	Cache Slough Complex	Shag Slough	May-2024	9.95	18.09	490.12	8.22	11.08	117.36	3.57	2.10	47.07	3.40	54.89	18.18	492.4	0.28	1.28	3.40	0.84	0.23	5.74	21.54	59.67	14.59	4.14
A2333	38.28456	-121.66488	Cache Slough Complex	Prospect Slough	May-2024	20.09	18.42	629.75	8.24	9.57	102.11	12.02	2.37	60.60	3.76	72.49	18.47	579.3	0.32	0.00	4.24	1.06	0.08	5.41	0.00	78.75	19.69	1.59
A493	38.28460	-121.55345	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.43	15.37	113.33	7.43	10.06	100.59	14.32	1.72	16.04	2.76	17.64	15.38	93.2	0.06	0.84	2.03	1.73	1.11	5.73	14.73	35.71	30.30	19.31
A2251	38.28589	-121.66356	Cache Slough Complex	Toe Drain	May-2024	18.93	18.40	617.09	8.33	9.87	105.21	11.63	2.31	59.16	3.63	71.12	18.44	567.1	0.32	0.00	4.10	1.00	0.14	5.22	0.00	78.48	18.93	2.91
A2416	38.28678	-121.69277	Cache Slough Complex	Shag Slough	May-2024	10.91	18.20	526.07	8.11	10.34	109.79	3.37	2.23	50.69	3.64	58.96	18.24	510.4	0.29	1.43	3.43	0.86	0.25	5.95	23.71	57.81	14.32	4.21
A491	38.28673	-121.55593	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.48	15.37	113.48	7.43	10.01	100.13	14.54	1.74	16.07	2.76	17.68	15.38	93.3	0.06	0.85	2.02	1.67	1.14	5.73	14.90	35.50	29.50	20.11
A2331	38.28742	-121.66539	Cache Slough Complex	Prospect Slough	May-2024	17.84	18.36	611.00	8.35	10.04	107.00	10.90	2.24	58.53	3.53	69.47	18.40	560.2	0.31	0.00	4.09	0.97	0.13	5.19	0.00	78.87	18.48	2.68
A489	38.28891	-121.55832	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.59	15.37	113.77	7.43	10.00	99.97	14.50	1.72	16.13	2.74	17.75	15.38	93.6	0.06	0.83	2.01	1.65	1.14	5.69	14.69	35.71	29.32	20.26
A2414	38.28968	-121.69278	Cache Slough Complex	Shag Slough	May-2024	11.50	18.26	555.99	8.05	9.69	103.03	3.30	2.30	53.27	3.76	61.28	18.27	521.9	0.29	1.46	3.43	0.88	0.26	6.01	24.12	56.95	14.61	4.38
A2329	38.29035	-121.66569	Cache Slough Complex	Prospect Slough	May-2024	13.48	18.26	577.05	8.55	10.80	114.83	8.43	1.93	54.03	3.08	63.74	18.31	525.8	0.29	0.00	3.71	0.70	0.26	4.65	0.00	79.66	14.56	5.83
A487	38.29105	-121.56080	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.68	15.37	113.94	7.43	10.01	100.06	14.28	1.68	16.16	2.72	17.78	15.38	93.7	0.06	0.79	2.04	1.69	1.16	5.73	14.00	35.78	29.75	20.49
A2412	38.29258	-121.69278	Cache Slough Complex	Shag Slough	May-2024	11.89	18.28	591.29	8.00	8.98	95.54	3.35	2.35	55.39	3.83	63.40	18.28	532.1	0.30	1.38	3.36	0.92	0.30	5.94	23.09	56.44	15.47	5.07
A485	38.29328	-121.56316	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.69	15.37	114.05	7.43	10.02	100.17	14.27	1.67	16.17	2.72	17.80	15.38	93.7	0.06	0.77	2.06	1.73	1.17	5.74	13.47	35.93	30.21	20.42
A2326	38.29447	-121.66715	Cache Slough Complex	Liberty Cut	May-2024	10.75	18.24	563.73	8.67	11.06	117.64	6.66	1.68	51.11	2.75	59.01	18.24	495.8	0.28	0.01	3.40	0.60	0.30	4.32	0.11	78.86	13.79	7.12
A2410	38.29547	-121.69278	Cache Slough Complex	Shag Slough	May-2024	11.98	18.28	599.79	7.99	8.80	93.67	3.41	2.35	55.98	3.85	64.13	18.28	535.7	0.30	1.29	3.32	0.94	0.32	5.85	21.84	56.71	15.99	5.49
A483	38.29555	-121.56545	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.66	15.37	114.11	7.43	10.02	100.20	14.35	1.68	16.17	2.73	17.82	15.38	93.7	0.06	0.78	2.07	1.77	1.17	5.78	13.42	35.78	30.57	20.21
A2324	38.29737	-121.66713	Cache Slough Complex	Liberty Cut	May-2024	10.46	18.28	567.99	8.69	10.93	116.39	6.52	1.66	51.04	2.74	58.49	18.27	492.6	0.28	0.00	3.35	0.67	0.28	4.32	0.00	77.70	15.54	6.56
A481	38.29793	-121.56754	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.72	15.36	114.11	7.43	10.02	100.15	14.57	1.73	16.18	2.75	17.86	15.37	93.7	0.06	0.79	2.09	1.81	1.12	5.78	13.60	35.96	31.19	19.21
A2408	38.29837	-121.69278	Cache Slough Complex	Shag Slough	May-2024	12.20	18.29	612.70	7.98	8.61	91.63	3.55	2.34	57.09	3.84	65.57	18.29	543.7	0.30	1.09	3.22	0.92	0.38	5.61	19.18	57.78	16.35	6.73
A2322	38.30028	-121.66714	Cache Slough Complex	Liberty Cut	May-2024	10.78	18.30	591.99	8.61	10.03	106.83	7.10	1.71	52.72	2.83	60.38	18.32	500.5	0.28	0.00	3.30	0.79	0.24	4.34	0.00	76.22	18.21	5.51
A479	38.30035	-121.56959	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.74	15.36	114.16	7.43	10.03	100.25	14.47	1.74	16.20	2.74	17.87	15.37	93.7	0.06	0.81	2.08	1.77	1.12	5.78	14.11	36.03	30.53	19.27
A2406	38.30128	-121.69280	Cache Slough Complex	Shag Slough	May-2024	12.32	18.29	618.46	7.97	8.53	90.82	3.65	2.32	57.62	3.81	66.26	18.29	547.3	0.31	0.96	3.19	0.93	0.37	5.46	17.36	58.89	16.96	6.80
A477	38.30277	-121.57161	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.72	15.36	114.22	7.43	10.07	100.64	14.33	1.74	16.22	2.74	17.89	15.37	93.7	0.06	0.83	2.05	1.68	1.05	5.63	14.92	36.73	29.90	18.37
A2320	38.30321	-121.66716	Cache Slough Complex	Liberty Cut	May-2024	10.98	18.23	607.05	8.49	9.39	99.82	7.78	1.77	54.12	2.91	62.17	18.25	512.0	0.29	0.00	3.35	0.82	0.19	4.37	0.00	76.87	18.77	4.37
A2404	38.30417	-121.69280	Cache Slough Complex	Shag Slough	May-2024	12.47	18.28	627.79	7.95	8.38	89.17	3.87	2.29	58.53	3.75	67.40	18.27	553.1	0.31	0.79	3.24	1.04	0.31	5.38	14.51	60.55	19.17	5.74
A475	38.30509	-121.57321	North Delta Tidal Transition Zone	Steamboat Slough	May-2024	11.67	15.35	114.26	7.44	10.18	101.76	14.06	1.74	16.23	2.76	17.90	15.37	93.7	0.06	0.87	2.01	1.60	0.97	5.49	16.03	37.07	29.43	17.35
A2318	38.30607	-121.66717	Cache Slough Complex	Liberty Cut	May-2024	11.39	18.02	630.71	8.25	8.27	87.49	9.39	1.88	56.49	3.08	65.93	18.06	539.1	0.30	0.00	3.51	0.87	0.10	4.49	0.00	78.49	19.41	2.23
A2402	38.30709	-121.69281	Cache Slough Complex	Shag Slough	May-2024	12.47	18.27	631.44	7.93	8.30	88.34	4.00	2.28	58.92	3.74	67.86	18.27	555.3	0.31	0.75	3.29	1.12	0.23	5.44	13.77	61.21	20.45	4.32
A473	38.30740	-121.57456	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.64	15.35	114.28	7.44	10.37	103.64	14.01	1.75	16.24	2.77	17.90	15.36	93.7	0.06	0.90	2.02	1.63	1.00	5.58	16.32	36.62	29.49	17.49
A2316	38.30898	-121.66717	Cache Slough Complex	Liberty Cut	May-2024	11.55	17.97	638.54	8.16	8.03	84.91	9.90	1.93	57.25	3.16	67.10	17.98	547.0	0.31	0.00	3.59	0.93	0.06	4.59	0.00	78.48	20.24	1.42
A2400	38.30997	-121.69280	Cache Slough Complex	Shag Slough	May-2024	12.37	18.26	637.09	7.91	8.10	86.14	4.20	2.27	59.51	3.70	68.51	18.24	559.2	0.31	0.60	3.42	1.30	0.07	5.47	10.85	63.74	23.78	1.34
A471	38.30997	-121.57627	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.61	15.34	114.21	7.44	10.58	105.76	13.96	1.77	16.25	2.76	17.90	15.35	93.7	0.06	0.95	2.05	1.71	1.17	5.87	16.30	34.96	29.09	19.68
A2314	38.31188	-121.66718	Cache Slough Complex	Liberty Cut	May-2024	12.16	17.95	653.39	8.06	7.76	81.99	10.48	2.01	58.60	3.28	68.77	17.95	558.2	0.32	0.00	3.70	1.03	0.02	4.78	0.00	77.99	21.71	0.43
A469	38.31266	-121.57755	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.59	15.34	114.15	7.44	10.55	105.44	13.92	1.77	16.25	2.74	17.91	15.35	93.7	0.06	0.96	2.05	1.70	1.20	5.91	16.24	34.83	28.83	20.15
A2398	38.31289	-121.69285	Cache Slough Complex	Shag Slough	May-2024	12.25	18.23	639.14	7.90	8.02	85.25	4.30	2.23	59.75	3.64	68.79	18.20	560.6	0.32	0.45	3.43	1.31	0.01	5.29	8.32	66.31	24.82	0.27
A2312	38.31478	-121.66719	Cache Slough Complex	Liberty Cut	May-2024	12.65	17.99	660.25	8.04	7.75	81.98	10.61	2.06	59.36	3.34	69.67	17.97	564.8	0.32	0.00	3.73	1.06	0.01	4.85	0.00	77.81	22.13	0.17
A467	38.31554	-121.57796	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.58	15.34	114.09	7.44	10.47	104.58	13.79	1.76	16.25	2.72	17.91	15.35	93.6	0.06	0.97	2.06	1.69	1.23	5.94	16.43	34.80	28.40	20.42
A2396	38.31578	-121.69298	Cache Slough Complex	Shag Slough	May-2024	12.03	18.09	643.34	7.89	7.83	83.04	4.63	2.14	60.39	3.48	69.66	18.04	563.2	0.32	0.11	3.36	1.17	0.00	4.71	2.36	72.64	24.75	0.19
A2310	38.31769	-121.66720	Cache Slough Complex	Liberty Cut	May-2024	13.24	18.06	667.43	8.04	7.76	82.21	10.71	2.11	60.19	3.40	70.59	18.05	571.3	0.32	0.00	3.75	1.09	0.01	4.90	0.00	77.32	22.58	0.20
A465	38.31843	-121.57779	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.59	15.34	114.00	7.44	10.26	102.53	13.60	1.74	16.25	2.69	17.90	15.36	93.5	0.06	0.99	2.09	1.66	1.29	6.01	16.48	34.72	27.63	21.23
A2394	38.31868	-121.69299	Cache Slough Complex	Shag Slough	May-2024	11.98	18.02	645.22	7.89	7.76	82.19	4.87	2.12	60.70	3.43	70.12	17.97	564.2	0.32	0.03	3.32	1.06	0.04	4.52	0.85	74.54	23.56	1.01
A2308	38.32058	-121.66721	Cache Slough Complex	Liberty Cut	May-2024	14.53	18.19	680.11	8.03	7.83	83.25	11.39	2.21	61.85	3.57	73.01	18.18	586.1	0.33	0.00	3.80	1.18	0.07	5.07	0.00	75.34	23.43	1.27
A463	38.32131	-121.57735	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.55	15.34	113.96	7.44	10.18	101.73	13.53	1.73	16.26	2.68	17.90	15.36	93.5	0.06	0.99	2.10	1.65	1.32	6.03	16.37	34.74	27.25	21.65
A2294	38.32190	-121.68522	Cache Slough Complex	Stairstep	May-2024	11.87	17.88	657.12	7.92	8.01	84.50	7.08	1.84	61.30	3.04	71.48	17.88	572.2	0.32	0.00	3.38	0.48	0.14	3.97	0.00	84.69	12.01	3.70
A2296	38.32177	-121.68893	Cache Slough Complex	Stairstep	May-2024	11.89	17.92	652.45	7.91	7.94	83.89	6.58	1.94	61.33	3.16	71.36	17.88	570.3	0.32	0.00	3.38	0.52	0.16	4.03	0.00	83.36	13.18	4.11
A2392	38.32174	-121.69294	Cache Slough Complex	Shag Slough	May-2024	12.01	17.94	647.36	7.89	7.71	81.44	5.31	2.13	61.17	3.43	70.90	17.93	565.5	0.32	0.23	3.37	0.88	0.23	4.75	3.64	73.05	18.77	4.75
A2306	38.32348	-121.66722	Cache Slough Complex	Liberty Cut	May-2024	15.25	18.26	685.95	8.02	7.94	84.49	11.90	2.27	62.67	3.67	74.22	18.24	592.7	0.33	0.00	3.86	1.19	0.14	5.20	0.00	74.38	22.94	2.72
A461	38.32413	-121.57653	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.49	15.34	113.88	7.45	10.08	100.78	13.41	1.71	16.25	2.67	17.90	15.36	93.4	0.06	0.94	2.14	1.65	1.29	5.99	15.77	35.73	27.37	21.20
A2292	38.32454	-121.68488	Cache Slough Complex	Stairstep	May-2024	11.81	17.88	657.80	7.92	8.02	84.65	7.09	1.84	61.40	3.03	71.58	17.89	573.0	0.32	0.00	3.37	0.45	0.15	3.95	0.00	84.95	11.29	3.88
A2390	38.32481	-121.69348	Cache Slough Complex	Shag Slough	May-2024	12.04	17.92	648.11	7.90	7.73	81.64	5.47	2.14	61.34	3.45	71.20	17.93	566.4	0.32	0.36	3.40	0.81	0.33	4.94	5.73	71.73	16.35	6.53
A2304	38.32637	-121.66724	Cache Slough Complex	Liberty Cut	May-2024	16.83	18.45	694.93	8.02	8.33	88.98	13.26	2.41	64.06	3.87	76.46	18.39	604.8	0.34	0.01	4.01	1.31	0.20	5.56	0.09	72.66	23.59	3.70
A2290	38.32744	-121.68486	Cache Slough Complex	Stairstep	May-2024	12.00	17.88	659.25	7.93	8.04	84.89	7.04	1.83	61.49	3.02	71.64	17.90	574.9	0.33	0.01	3.31	0.39	0.18	3.90	0.17	85.23	10.05	4.61
A2288	38.32904	-121.68272	Cache Slough Complex	Stairstep	May-2024	12.40	17.92	663.15	7.96	8.00	84.53	7.24	1.82	61.44	3.01	71.56	17.96	579.5	0.33	0.00	3.29	0.39	0.17	3.84	0.00	85.55	10.04	4.54
A2286	38.32904	-121.67906	Cache Slough Complex	Stairstep	May-2024	12.82	18.02	667.07	7.99	7.91	83.77	8.10	1.88	61.44	3.07	71.86	18.04	584.3	0.33	0.00	3.43	0.52	0.11	4.04	0.00	84.82	12.59	2.85
A2302	38.32929	-121.66726	Cache Slough Complex	Liberty Cut	May-2024	17.76	18.61	698.40	8.03	8.56	91.78	14.23	2.51	64.55	3.99	77.40	18.54	610.5	0.34	0.03	4.10	1.45	0.16	5.79	0.49	71.52	25.16	2.89
A2284	38.32939	-121.67578	Cache Slough Complex	Stairstep	May-2024	14.02	18.15	675.48	8.00	8.02	85.18	9.84	2.04	62.31	3.30	73.54	18.15	592.6	0.33	0.01	3.73	0.73	0.06	4.57	0.19	83.41	15.57	1.26
A457	38.32953	-121.57347	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.53	15.34	113.65	7.45	10.32	103.11	13.21	1.73	16.26	2.75	17.96	15.36	93.3	0.06	0.90	2.07	1.51	0.87	5.33	17.12	39.00	28.24	15.58
A2300	38.33220	-121.66727	Cache Slough Complex	Liberty Cut	May-2024	19.45	18.93	702.22	8.03	8.83	95.25	16.14	2.66	64.87	4.18	78.33	18.87	620.4	0.34	0.13	4.30	1.75	0.04	6.27	1.94	69.17	28.21	0.71
A455	38.33195	-121.57145	North Delta Tidal Transition Zone	Sacramento River	May-2024	11.41	15.34	113.53	7.46	10.62	106.09	13.09	1.76	16.26	2.79	17.98	15.36	93.2	0.06	0.92	2.12	1.60	0.77	5.39	17.19	39.65	29.64	13.73
